"Card","LiveBasal","DeadBasal","TotalBasal","LiveBasal_PLI","DeadBasal_PLI","TotalBasal_PLI","LiveBasal_FDI","DeadBasal_FDI","TotalBasal_FDI","LiveBasal_Spruce","DeadBasal_Spruce","TotalBasal_Spruce","LiveBasal_NonCon","DeadBasal_NonCon","TotalBasal_NonCon"
1592,0.159043128087983,0,0.159043128087983,0.159043128087983,0,0.159043128087983,0,0,0,0,0,0,0,0,0
1594,0.530614999191316,0,0.530614999191316,0.530614999191316,0,0.530614999191316,0,0,0,0,0,0,0,0,0
1596,0.624077380635612,0,0.624077380635612,0.624077380635612,0,0.624077380635612,0,0,0,0,0,0,0,0,0
1598,0.409977841293468,0,0.409977841293468,0.409977841293468,0,0.409977841293468,0,0,0,0,0,0,0,0,0
1601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1605,0.196349540849362,0,0.196349540849362,0.196349540849362,0,0.196349540849362,0,0,0,0,0,0,0,0,0
1606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1607,0.220618344098343,0,0.220618344098343,0.220618344098343,0,0.220618344098343,0,0,0,0,0,0,0,0,0
1608,0.715183567589716,0,0.715183567589716,0.715183567589716,0,0.715183567589716,0,0,0,0,0,0,0,0,0
1609,0.647089546823158,0,0.647089546823158,0.647089546823158,0,0.647089546823158,0,0,0,0,0,0,0,0,0
1612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1628,0.24630086404144,0,0.24630086404144,0.24630086404144,0,0.24630086404144,0,0,0,0,0,0,0,0,0
1630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1658,0.498020975410322,0,0.498020975410322,0.498020975410322,0,0.498020975410322,0,0,0,0,0,0,0,0,0
1662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1663,2.56291128679855,1.55964367287465,4.12255495967321,2.56291128679855,1.55964367287465,4.12255495967321,0,0,0,0,0,0,0,0,0
1665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1678,0,4.0490416915792,5.93596077914157,0,4.0490416915792,4.0490416915792,0,0,0,0,0,0,0,0,0
1679,0,0,3.04459598041021,0,0,2.51649425534176,0,0,0,0,0,0.528101725068444,0,0,0
1685,0,4.5258569165778,4.5258569165778,0,4.5258569165778,4.5258569165778,0,0,0,0,0,0,0,0,0
1686,0,6.52351714517921,6.52351714517921,0,6.52351714517921,6.52351714517921,0,0,0,0,0,0,0,0,0
1701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1702,0,2.54068451877441,2.54068451877441,0,0,0,0,2.54068451877441,2.54068451877441,0,0,0,0,0,0
1705,0,8.21730682436214,8.21730682436214,0,8.21730682436214,8.21730682436214,0,0,0,0,0,0,0,0,0
1706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,0,11.3102047918213,11.3102047918213,0,11.3102047918213,11.3102047918213,0,0,0,0,0,0,0,0,0
1723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1754,0,6.71248394329263,6.71248394329263,0,6.71248394329263,6.71248394329263,0,0,0,0,0,0,0,0,0
1757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1761,0,0.297587364111293,0.297587364111293,0,0.297587364111293,0.297587364111293,0,0,0,0,0,0,0,0,0
1770,0,0.541139334580842,0.541139334580842,0,0.541139334580842,0.541139334580842,0,0,0,0,0,0,0,0,0
1771,0,1.72033613710577,1.72033613710577,0,1.72033613710577,1.72033613710577,0,0,0,0,0,0,0,0,0
1772,0,5.3751864904758,5.3751864904758,0,5.3751864904758,5.3751864904758,0,0,0,0,0,0,0,0,0
1789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1792,0,6.57119081369743,6.57119081369743,0,6.57119081369743,6.57119081369743,0,0,0,0,0,0,0,0,0
1793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1795,0.785398163397448,2.85390130633731,3.63929946973476,0.785398163397448,2.85390130633731,3.63929946973476,0,0,0,0,0,0,0,0,0
1796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1798,0,2.41706284785565,2.41706284785565,0,2.41706284785565,2.41706284785565,0,0,0,0,0,0,0,0,0
1805,0,3.60442779127991,3.60442779127991,0,3.60442779127991,3.60442779127991,0,0,0,0,0,0,0,0,0
1807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1844,0,1.50702199592702,1.50702199592702,0,1.50702199592702,1.50702199592702,0,0,0,0,0,0,0,0,0
1845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1876,0,13.9707410703302,13.9707410703302,0,11.0995610043981,11.0995610043981,0,0,0,0,2.87118006593205,2.87118006593205,0,0,0
1889,0,9.6198708645573,9.6198708645573,0,9.6198708645573,9.6198708645573,0,0,0,0,0,0,0,0,0
1916,0.502654824574367,0,0.502654824574367,0.502654824574367,0,0.502654824574367,0,0,0,0,0,0,0,0,0
1931,0,9.6218343599658,9.6218343599658,0,6.34122623145466,6.34122623145466,0,0,0,0,3.28060812851114,3.28060812851114,0,0,0
1936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979,0,11.715156084869,11.715156084869,0,11.715156084869,11.715156084869,0,0,0,0,0,0,0,0,0
1981,0,3.7553813182849,3.7553813182849,0,3.7553813182849,3.7553813182849,0,0,0,0,0,0,0,0,0
1982,0,16.8771069739824,16.8771069739824,0,16.8771069739824,16.8771069739824,0,0,0,0,0,0,0,0,0
2034,0,27.0773085414741,27.0773085414741,0,6.8138003063709,6.8138003063709,0,0,0,0,0,0,0,20.2635082351032,20.2635082351032
2035,0,7.50856352171229,7.50856352171229,0,7.50856352171229,7.50856352171229,0,0,0,0,0,0,0,0,0
2041,0,2.40913032640533,2.71103738041531,0,2.40913032640533,2.40913032640533,0,0,0,0,0,0,0,0,0
2042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2107,0,11.0012291543407,11.0012291543407,0,11.0012291543407,11.0012291543407,0,0,0,0,0,0,0,0,0
2108,0,3.59885146431979,3.59885146431979,0,3.59885146431979,3.59885146431979,0,0,0,0,0,0,0,0,0
2111,0,3.45457382170368,3.45457382170368,0,3.45457382170368,3.45457382170368,0,0,0,0,0,0,0,0,0
2113,1.47411381288067,3.23136366366612,4.70547747654679,1.47411381288067,3.23136366366612,4.70547747654679,0,0,0,0,0,0,0,0,0
2115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2155,0,3.6190361971191,3.6190361971191,0,3.6190361971191,3.6190361971191,0,0,0,0,0,0,0,0,0
2158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2159,0,1.05070566299311,1.77452861038019,0,1.05070566299311,1.05070566299311,0,0,0,0,0,0,0,0,0
2163,1.78261821146319,2.77693228632436,4.55955049778755,1.78261821146319,2.77693228632436,4.55955049778755,0,0,0,0,0,0,0,0,0
2195,0,0.502654824574367,0.502654824574367,0,0.502654824574367,0.502654824574367,0,0,0,0,0,0,0,0,0
2200,0,8.12816413281653,8.12816413281653,0,8.12816413281653,8.12816413281653,0,0,0,0,0,0,0,0,0
2202,0,15.9129521885957,15.9129521885957,0,15.9129521885957,15.9129521885957,0,0,0,0,0,0,0,0,0
2205,0.785398163397448,4.5238934211693,5.30929158456675,0.785398163397448,4.5238934211693,5.30929158456675,0,0,0,0,0,0,0,0,0
2208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2211,0,13.3223948864456,13.3223948864456,0,13.3223948864456,13.3223948864456,0,0,0,0,0,0,0,0,0
2212,0,0.490166993776347,0.490166993776347,0,0.490166993776347,0.490166993776347,0,0,0,0,0,0,0,0,0
2213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2251,0.6647610054996,1.32567355999855,1.99043456549815,0.6647610054996,1.32567355999855,1.99043456549815,0,0,0,0,0,0,0,0,0
2253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2311,1.09358840271461,2.93715351165744,4.03074191437204,1.09358840271461,2.93715351165744,4.03074191437204,0,0,0,0,0,0,0,0,0
2312,1.11220233918713,9.39689632596877,10.5090986651559,1.11220233918713,9.39689632596877,10.5090986651559,0,0,0,0,0,0,0,0,0
2317,0,10.2866739052817,10.2866739052817,0,10.2866739052817,10.2866739052817,0,0,0,0,0,0,0,0,0
2318,0,4.08517000709549,4.08517000709549,0,4.08517000709549,4.08517000709549,0,0,0,0,0,0,0,0,0
2334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2379,0,0.819720063137917,0.819720063137917,0,0.819720063137917,0.819720063137917,0,0,0,0,0,0,0,0,0
2380,0.407150407905237,9.92908212148688,10.3362325293921,0.407150407905237,9.92908212148688,10.3362325293921,0,0,0,0,0,0,0,0,0
2412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2414,0,14.5220120412188,14.5220120412188,0,0,0,0,0,0,0,0,0,0,14.5220120412188,14.5220120412188
2460,0,17.8847728176213,17.8847728176213,0,17.8847728176213,17.8847728176213,0,0,0,0,0,0,0,0,0
2523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2647,0,1.31295010975151,1.31295010975151,0,1.31295010975151,1.31295010975151,0,0,0,0,0,0,0,0,0
2662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2664,0,1.52390805644007,1.52390805644007,0,1.52390805644007,1.52390805644007,0,0,0,0,0,0,0,0,0
