"Card","LiveBasal","DeadBasal","TotalBasal","LiveBasal_PLI","DeadBasal_PLI","TotalBasal_PLI","LiveBasal_FDI","DeadBasal_FDI","TotalBasal_FDI","LiveBasal_Spruce","DeadBasal_Spruce","TotalBasal_Spruce","LiveBasal_NonCon","DeadBasal_NonCon","TotalBasal_NonCon"
1540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1542,0,1.52320119809301,1.52320119809301,0,1.52320119809301,1.52320119809301,0,0,0,0,0,0,0,0,0
1544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1552,9.68168170001668,0,9.68168170001668,0,0,0,9.68168170001668,0,9.68168170001668,0,0,0,0,0,0
1554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1557,4.43255161476618,0,4.43255161476618,4.43255161476618,0,4.43255161476618,0,0,0,0,0,0,0,0,0
1558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1562,0,0.152053084433746,0.152053084433746,0,0,0,0,0.152053084433746,0.152053084433746,0,0,0,0,0,0
1564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1573,0.465662571078347,0,0.465662571078347,0.465662571078347,0,0.465662571078347,0,0,0,0,0,0,0,0,0
1577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580,0.196349540849362,0,0.196349540849362,0.196349540849362,0,0.196349540849362,0,0,0,0,0,0,0,0,0
1581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1587,0.411077398722224,0,0.411077398722224,0.411077398722224,0,0.411077398722224,0,0,0,0,0,0,0,0,0
1589,0.36332519038766,0,0.36332519038766,0.36332519038766,0,0.36332519038766,0,0,0,0,0,0,0,0,0
1590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
