"","SampleSite_ID","Species","Plot_Sp","total","x0","x10","x30","x130","X","UNIQUE_ID","Contract","Zone","Easting","Northing","Coordinate_source","Latitude","Longitude","Aspect","Elevation","Slope","TWI","BEC_Zone","BEC_Subzone","BEC_Variant","Solar_Radiation","PARENT_SOILS","SOILNAME_1","TEXTURE_1","PERCENT_1","DRAIN_1","COFRAG_1","SOILNAME_2","TEXTURE_2","PERCENT_2","DRAIN_2","COFRAG_2","SOILNAME_3","TEXTURE_3","PERCENT_3","DRAIN_3","COFRAG_3","FIRE_NUMBER_1","FIRE_YEAR_1","BURN_SEVERITY_RATING_1","FIRE_DATE_1","PATCH_SIZE_1","CROWN_CLOSURE_1","SPECIES_CD_1_1","SPECIES_PCT_1_1","PROJ_AGE_1_1","PROJ_HEIGHT_1_1","SPECIES_CD_2_1","SPECIES_PCT_2_1","PROJ_AGE_2_1","PROJ_HEIGHT_2_1","SPECIES_CD_3_1","SPECIES_PCT_3_1","SPECIES_CD_4_1","SPECIES_PCT_4_1","SPECIES_CD_5_1","SPECIES_PCT_5_1","SPECIES_CD_6_1","SPECIES_PCT_6_1","DISTURBANCE_TYPE_1","DISTURBANCE_DATE_1","HARVEST_DATE_1","FIRE_NUMBER_2","FIRE_YEAR_2","BURN_SEVERITY_RATING_2","FIRE_DATE_2","PATCH_SIZE_2","CROWN_CLOSURE_2","SPECIES_CD_1_2","SPECIES_PCT_1_2","PROJ_AGE_1_2","PROJ_HEIGHT_1_2","SPECIES_CD_2_2","SPECIES_PCT_2_2","PROJ_AGE_2_2","PROJ_HEIGHT_2_2","SPECIES_CD_3_2","SPECIES_PCT_3_2","SPECIES_CD_4_2","SPECIES_PCT_4_2","SPECIES_CD_5_2","SPECIES_PCT_5_2","SPECIES_CD_6_2","SPECIES_PCT_6_2","DISTURBANCE_TYPE_2","DISTURBANCE_DATE_2","HARVEST_DATE_2","DISTANCE_TO_PERIMETER","Card","Beers_aspect","Azimuth","Distance"
"107",421,"PLI","421PLI",51,2,17,32,0,52,51,"",10,496067,5742903,"Field UTM",51.83693094,-123.057083,32.57405853,1279,21.36001015,5.455673218,"IDF","dk",4,919731.055,"TILL ","TYEE","SL",60,"MW",20,"TYEE","SIL",40,"MW",15,"","-",NA,"",NA,"C50647",2017,"Medium","2017-07-07",468.239711,40,"FDI",60,87,15.89999962,"PLI",34,59,10.60000038,"AT",5,"SX",1,NA,NA,NA,NA,"IBM","2003-08-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,252.0510515,421,1.8224801899849,"N","75.7"
"108",423,"FDI","423FDI",98,3,80,15,0,49,52,"",10,498070,5742814,"Field UTM",51.83614123,-123.0280112,34.38034439,1083,11.51086426,8.153343201,"IDF","dk",4,958942.3336,"TILL ","TYEE","SL",100,"MW",20,"","-",NA,"",NA,"","-",NA,"",NA,"C50647",2017,"Medium","2017-07-07",25.58151837,36,"FDI",75,75,14.5,"PLI",22,58,9.600000381,"SX",2,"AT",1,NA,NA,NA,NA,"IBM","2003-08-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,577.9284215,423,0.255004529947067,"N","8"
"109",423,"NonCon","423NonCon",10,0,0,10,0,49,52,"",10,498070,5742814,"Field UTM",51.83614123,-123.0280112,34.38034439,1083,11.51086426,8.153343201,"IDF","dk",4,958942.3336,"TILL ","TYEE","SL",100,"MW",20,"","-",NA,"",NA,"","-",NA,"",NA,"C50647",2017,"Medium","2017-07-07",25.58151837,36,"FDI",75,75,14.5,"PLI",22,58,9.600000381,"SX",2,"AT",1,NA,NA,NA,NA,"IBM","2003-08-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,577.9284215,423,0.255004529947067,"N","8"
"110",424,"NonCon","424NonCon",23,0,0,0,23,48,53,"",10,499073,5742771,"Field UTM",51.83575718,-123.013454,45,1057,3.8890872,7.852166176,"IDF","xm",NA,999886.7044,"TILL ","TYEE","SL",100,"MW",20,"","-",NA,"",NA,"","-",NA,"",NA,"C50647",2017,"Medium","2017-07-07",847.1916282,50,"AT",80,129,17.20000076,"PLI",20,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,312.944845,424,1.89399666360056,"E","28.9"
"111",425,"NR","425NR",0,0,0,0,0,54,54,"",10,500070,5742735,"Field UTM",51.83543426,-122.9989841,3.814074755,1051,3.758324146,9.758170128,"IDF","xm",NA,993449.4056,"TILL ","TYEE","SL",100,"MW",20,"","-",NA,"",NA,"","-",NA,"",NA,"C50647",2017,"Medium","2017-07-07",847.1916282,45,"FDI",90,161,20.29999924,"SX",5,151,20.70000076,"AT",5,"",NA,NA,NA,NA,NA,"","","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,336.654471,425,0.00711836056921844,"N","21.2"
"112",454,"FDI","454FDI",12,11,0,1,0,60,55,"",10,456090,5745588,"Field UTM",51.85935832,-123.6376231,32.47119141,1164,3.259601116,10.97317505,"SBPS","xc",NA,1014496.048,"TILL ","SHEMWELL","SL",100,"W",28,"","-",NA,"",NA,"","-",NA,"",NA,"C50418",2009,"Unknown","2009-07-30",67735.53928,40,"PLI",100,99,13.69999981,"",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"IBM","1985-01-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,2121.925934,454,1.8765394706234,"N","23.7"
"113",454,"PLI","454PLI",163,3,13,85,62,60,55,"",10,456090,5745588,"Field UTM",51.85935832,-123.6376231,32.47119141,1164,3.259601116,10.97317505,"SBPS","xc",NA,1014496.048,"TILL ","SHEMWELL","SL",100,"W",28,"","-",NA,"",NA,"","-",NA,"",NA,"C50418",2009,"Unknown","2009-07-30",67735.53928,40,"PLI",100,99,13.69999981,"",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"IBM","1985-01-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,2121.925934,454,1.8765394706234,"N","23.7"
"114",456,"PLI","456PLI",6,0,0,2,4,62,56,"",10,459084,5745507,"Field UTM",51.85885766,-123.5941398,183.8140717,1156,3.758324146,7.886367321,"SBPS","xc",NA,1052590.115,"TILL ","SHEMWELL","SL",100,"W",28,"","-",NA,"",NA,"","-",NA,"",NA,"",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,-1,456,1.4987812126903,"S","4"
"115",460,"FDI","460FDI",20,0,19,1,0,61,57,"",10,477099,5744709,"Field UTM",51.85271303,-123.3324984,292.380127,1175,13.78858185,8.19593811,"IDF","dk",4,992671.3603,"TILL ","SHEMWELL","SL",100,"W",28,"","-",NA,"",NA,"","-",NA,"",NA,"C50647",2017,"High","2017-07-07",0.659054899,10,"FDI",90,33,6.199999809,"SX",10,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","","1985-01-01","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,319.2292928,460,0.0576071410691408,"W","76.2"
"116",460,"NonCon","460NonCon",1,0,0,0,1,61,57,"",10,477099,5744709,"Field UTM",51.85271303,-123.3324984,292.380127,1175,13.78858185,8.19593811,"IDF","dk",4,992671.3603,"TILL ","SHEMWELL","SL",100,"W",28,"","-",NA,"",NA,"","-",NA,"",NA,"C50647",2017,"High","2017-07-07",0.659054899,10,"FDI",90,33,6.199999809,"SX",10,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","","1985-01-01","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,319.2292928,460,0.0576071410691408,"W","76.2"
"117",460,"PLI","460PLI",1,0,0,1,0,61,57,"",10,477099,5744709,"Field UTM",51.85271303,-123.3324984,292.380127,1175,13.78858185,8.19593811,"IDF","dk",4,992671.3603,"TILL ","SHEMWELL","SL",100,"W",28,"","-",NA,"",NA,"","-",NA,"",NA,"C50647",2017,"High","2017-07-07",0.659054899,10,"FDI",90,33,6.199999809,"SX",10,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","","1985-01-01","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,319.2292928,460,0.0576071410691408,"W","76.2"
"118",464,"FDI","464FDI",3,2,1,0,0,57,58,"",10,485109,5744359,"Field UTM",51.84983733,-123.2161877,341.5650635,1100,3.162277699,7.365900993,"IDF","dk",4,1005330.683,"TILL ","SHEMWELL","SL",100,"W",28,"","-",NA,"",NA,"","-",NA,"",NA,"C50647",2017,"Medium","2017-07-07",495.9295584,20,"FDI",77,144,13.5,"PLI",15,96,9.5,"AT",6,"SX",2,NA,NA,NA,NA,"IBM","2003-08-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,247.2480235,464,0.851385458334739,"N","38.4"
"119",464,"PLI","464PLI",2,0,0,2,0,57,58,"",10,485109,5744359,"Field UTM",51.84983733,-123.2161877,341.5650635,1100,3.162277699,7.365900993,"IDF","dk",4,1005330.683,"TILL ","SHEMWELL","SL",100,"W",28,"","-",NA,"",NA,"","-",NA,"",NA,"C50647",2017,"Medium","2017-07-07",495.9295584,20,"FDI",77,144,13.5,"PLI",15,96,9.5,"AT",6,"SX",2,NA,NA,NA,NA,"IBM","2003-08-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,247.2480235,464,0.851385458334739,"N","38.4"
"120",466,"FDI","466FDI",78,19,57,2,0,58,59,"",10,495110,5743939,"Field UTM",51.84623825,-123.0709874,21.6659584,1249,19.63733673,5.53976059,"IDF","dk",4,918180.638,"TILL ","TYEE","SL",60,"MW",20,"TYEE","SIL",40,"MW",15,"","-",NA,"",NA,"C50647",2017,"Medium","2017-07-07",30.36171305,39,"FDI",66,104,17,"PLI",28,62,11.60000038,"SX",4,"AT",2,NA,NA,NA,NA,"IBM","2003-08-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,129.1941586,466,0.36152693893232,"N","14.8"
"121",466,"PLI","466PLI",22,1,8,13,0,58,59,"",10,495110,5743939,"Field UTM",51.84623825,-123.0709874,21.6659584,1249,19.63733673,5.53976059,"IDF","dk",4,918180.638,"TILL ","TYEE","SL",60,"MW",20,"TYEE","SIL",40,"MW",15,"","-",NA,"",NA,"C50647",2017,"Medium","2017-07-07",30.36171305,39,"FDI",66,104,17,"PLI",28,62,11.60000038,"SX",4,"AT",2,NA,NA,NA,NA,"IBM","2003-08-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,129.1941586,466,0.36152693893232,"N","14.8"
"122",466,"SX","466SX",2,0,2,0,0,58,59,"",10,495110,5743939,"Field UTM",51.84623825,-123.0709874,21.6659584,1249,19.63733673,5.53976059,"IDF","dk",4,918180.638,"TILL ","TYEE","SL",60,"MW",20,"TYEE","SIL",40,"MW",15,"","-",NA,"",NA,"C50647",2017,"Medium","2017-07-07",30.36171305,39,"FDI",66,104,17,"PLI",28,62,11.60000038,"SX",4,"AT",2,NA,NA,NA,NA,"IBM","2003-08-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,129.1941586,466,0.36152693893232,"N","14.8"
"123",467,"FDI","467FDI",332,28,290,14,0,59,60,"",10,496119,5743899,"Field UTM",51.84588653,-123.0563394,41.94711685,1133,26.55418968,7.317447662,"IDF","dk",4,884330.4318,"TILL ","TYEE","SL",100,"MW",20,"","-",NA,"",NA,"","-",NA,"",NA,"C50647",2017,"Medium","2017-07-07",23.41395426,42,"FDI",61,205,20,"PLI",19,49,11.5,"SX",12,"AT",8,NA,NA,NA,NA,"IBM","2003-08-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,464.2530108,467,0.149214904250966,"N","7.9"
"124",467,"PLI","467PLI",6,0,0,6,0,59,60,"",10,496119,5743899,"Field UTM",51.84588653,-123.0563394,41.94711685,1133,26.55418968,7.317447662,"IDF","dk",4,884330.4318,"TILL ","TYEE","SL",100,"MW",20,"","-",NA,"",NA,"","-",NA,"",NA,"C50647",2017,"Medium","2017-07-07",23.41395426,42,"FDI",61,205,20,"PLI",19,49,11.5,"SX",12,"AT",8,NA,NA,NA,NA,"IBM","2003-08-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,464.2530108,467,0.149214904250966,"N","7.9"
"125",469,"PLI","469PLI",19,0,6,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",499,"NR","499NR",0,0,0,0,0,65,62,"",10,474141,5745817,"Field UTM",51.86254582,-123.3755274,255.2564392,1166,4.911720753,10.39130497,"IDF","dk",4,1038200.554,"TILL ","TYEE","SL",60,"MW",20,"TYEE","SIL",40,"MW",15,"","-",NA,"",NA,"C50647",2017,"Unburned","2017-07-07",1.169083565,25,"FDI",73,234,22,"PLI",19,150,10.89999962,"SX",7,"AT",1,NA,NA,NA,NA,"IBM","2003-08-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,-1,499,0.0273323757438035,"W","4"
"127",502,"FDI","502FDI",2,0,2,0,0,66,63,"",10,478144,5745650,"Field UTM",51.8612155,-123.3173858,341.5650635,1156,7.115124702,7.65358305,"IDF","dk",4,988322.4893,"TILL ","SHEMWELL","SL",100,"W",28,"","-",NA,"",NA,"","-",NA,"",NA,"C50647",2017,"Medium","2017-07-07",4018.292905,10,"FDI",90,33,6.199999809,"SX",10,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","","1985-01-01","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,239.1455957,502,0.851385458334739,"N","55"
"128",503,"FDI","503FDI",2,0,2,0,0,67,64,"",10,479142,5745608,"Field UTM",51.86087608,-123.3028909,288.4349365,1131,6.324555397,6.672753811,"IDF","dk",4,1013139.784,"TILL ","SHEMWELL","SL",100,"W",28,"","-",NA,"",NA,"","-",NA,"",NA,"C50647",2017,"Medium","2017-07-07",4018.292905,36,"FDI",69,177,19.39999962,"PLI",19,82,10.80000019,"SX",11,"AT",1,NA,NA,NA,NA,"IBM","2003-08-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,146.973873,503,1.41333653327195,"W","130.6"
"129",503,"NonCon","503NonCon",1,0,0,1,0,67,64,"",10,479142,5745608,"Field UTM",51.86087608,-123.3028909,288.4349365,1131,6.324555397,6.672753811,"IDF","dk",4,1013139.784,"TILL ","SHEMWELL","SL",100,"W",28,"","-",NA,"",NA,"","-",NA,"",NA,"C50647",2017,"Medium","2017-07-07",4018.292905,36,"FDI",69,177,19.39999962,"PLI",19,82,10.80000019,"SX",11,"AT",1,NA,NA,NA,NA,"IBM","2003-08-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,146.973873,503,1.41333653327195,"W","130.6"
"130",505,"FDI","505FDI",321,119,202,0,0,64,65,"",10,484143,5745395,"Field UTM",51.85912552,-123.2302595,312.510437,1091,8.139410019,9.059533119,"IDF","dk",4,985598.621,"TILL ","SHEMWELL","SL",100,"W",28,"","-",NA,"",NA,"","-",NA,"",NA,"C50647",2017,"Medium","2017-07-07",495.9295584,31,"FDI",85,145,16.10000038,"PLI",12,96,9.5,"SX",3,"",NA,NA,NA,NA,NA,"IBM","2003-08-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,612.6671911,505,0.409946172981585,"W","10.3"
"131",505,"NonCon","505NonCon",4,0,0,4,0,64,65,"",10,484143,5745395,"Field UTM",51.85912552,-123.2302595,312.510437,1091,8.139410019,9.059533119,"IDF","dk",4,985598.621,"TILL ","SHEMWELL","SL",100,"W",28,"","-",NA,"",NA,"","-",NA,"",NA,"C50647",2017,"Medium","2017-07-07",495.9295584,31,"FDI",85,145,16.10000038,"PLI",12,96,9.5,"SX",3,"",NA,NA,NA,NA,NA,"IBM","2003-08-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,612.6671911,505,0.409946172981585,"W","10.3"
"132",505,"PLI","505PLI",1,0,1,0,0,64,65,"",10,484143,5745395,"Field UTM",51.85912552,-123.2302595,312.510437,1091,8.139410019,9.059533119,"IDF","dk",4,985598.621,"TILL ","SHEMWELL","SL",100,"W",28,"","-",NA,"",NA,"","-",NA,"",NA,"C50647",2017,"Medium","2017-07-07",495.9295584,31,"FDI",85,145,16.10000038,"PLI",12,96,9.5,"SX",3,"",NA,NA,NA,NA,NA,"IBM","2003-08-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,612.6671911,505,0.409946172981585,"W","10.3"
"133",506,"FDI","506FDI",43,29,14,0,0,63,66,"",10,494153,5744969,"Field UTM",51.85548996,-123.0848974,24.27444077,1188,13.98660088,6.572240829,"IDF","dk",4,950413.2901,"TILL ","TYEE","SL",100,"MW",20,"","-",NA,"",NA,"","-",NA,"",NA,"C50647",2017,"Medium","2017-07-07",61.439697,44,"FDI",75,97,16,"PLI",18,62,13.80000019,"AT",4,"SX",3,NA,NA,NA,NA,"IBM","2003-08-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,181.48024,506,1.15872820231483,"N","17.2"
"134",506,"PLI","506PLI",2,1,1,0,0,63,66,"",10,494153,5744969,"Field UTM",51.85548996,-123.0848974,24.27444077,1188,13.98660088,6.572240829,"IDF","dk",4,950413.2901,"TILL ","TYEE","SL",100,"MW",20,"","-",NA,"",NA,"","-",NA,"",NA,"C50647",2017,"Medium","2017-07-07",61.439697,44,"FDI",75,97,16,"PLI",18,62,13.80000019,"AT",4,"SX",3,NA,NA,NA,NA,"IBM","2003-08-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,181.48024,506,1.15872820231483,"N","17.2"
"135",506,"SX","506SX",45,16,29,0,0,63,66,"",10,494153,5744969,"Field UTM",51.85548996,-123.0848974,24.27444077,1188,13.98660088,6.572240829,"IDF","dk",4,950413.2901,"TILL ","TYEE","SL",100,"MW",20,"","-",NA,"",NA,"","-",NA,"",NA,"C50647",2017,"Medium","2017-07-07",61.439697,44,"FDI",75,97,16,"PLI",18,62,13.80000019,"AT",4,"SX",3,NA,NA,NA,NA,"IBM","2003-08-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,181.48024,506,1.15872820231483,"N","17.2"
"136",535,"PLI","535PLI",3,0,3,0,0,71,67,"",10,473179,5746860,"Field UTM",51.87187797,-123.3895783,281.3099365,1134,1.274754882,8.274439812,"SBPS","xc",NA,1026597.218,"GLACIOFLUVIAL ","SHEMWELL","SL",100,"W",28,"","-",NA,"",NA,"","-",NA,"",NA,"C50647",2017,"Low","2017-07-07",1084.714291,40,"PLI",96,88,12.30000019,"SX",4,76,8.899999619,"",NA,"",NA,NA,NA,NA,NA,"IBM","2003-08-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,137.1087705,535,0.596170068831697,"W","23"
"137",536,"FDI","536FDI",223,80,138,1,4,70,68,"",10,475179,5746774,"Field UTM",51.87119734,-123.3605225,80.53768158,1164,6.082762718,7.810346603,"IDF","dk",4,1023012.557,"TILL ","SHEMWELL","SL",100,"W",28,"","-",NA,"",NA,"","-",NA,"",NA,"C50647",2017,"Low","2017-07-07",1084.714291,20,"FDI",100,168,17.39999962,"",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","","1984-01-01","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,32.61427385,536,0.874308762624414,"E","6.2"
"138",536,"NonCon","536NonCon",2,0,0,2,0,70,68,"",10,475179,5746774,"Field UTM",51.87119734,-123.3605225,80.53768158,1164,6.082762718,7.810346603,"IDF","dk",4,1023012.557,"TILL ","SHEMWELL","SL",100,"W",28,"","-",NA,"",NA,"","-",NA,"",NA,"C50647",2017,"Low","2017-07-07",1084.714291,20,"FDI",100,168,17.39999962,"",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","","1984-01-01","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,32.61427385,536,0.874308762624414,"E","6.2"
"139",536,"PLI","536PLI",2,0,2,0,0,70,68,"",10,475179,5746774,"Field UTM",51.87119734,-123.3605225,80.53768158,1164,6.082762718,7.810346603,"IDF","dk",4,1023012.557,"TILL ","SHEMWELL","SL",100,"W",28,"","-",NA,"",NA,"","-",NA,"",NA,"C50647",2017,"Low","2017-07-07",1084.714291,20,"FDI",100,168,17.39999962,"",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","","1984-01-01","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,32.61427385,536,0.874308762624414,"E","6.2"
"140",536,"SX","536SX",1,0,0,0,1,70,68,"",10,475179,5746774,"Field UTM",51.87119734,-123.3605225,80.53768158,1164,6.082762718,7.810346603,"IDF","dk",4,1023012.557,"TILL ","SHEMWELL","SL",100,"W",28,"","-",NA,"",NA,"","-",NA,"",NA,"C50647",2017,"Low","2017-07-07",1084.714291,20,"FDI",100,168,17.39999962,"",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","","1984-01-01","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,32.61427385,536,0.874308762624414,"E","6.2"
"141",538,"FDI","538FDI",78,48,30,0,0,74,69,"",10,477189,5746708,"Field UTM",51.87068976,-123.3313237,350.5376892,1105,6.082762718,8.791175842,"IDF","dk",4,986604.1608,"TILL ","SHEMWELL","SL",100,"W",28,"","-",NA,"",NA,"","-",NA,"",NA,"C50647",2017,"Medium","2017-07-07",4018.292905,11,"PLI",90,22,4.199999809,"AT",10,18,4.599999905,"",NA,"",NA,NA,NA,NA,NA,"","","1984-05-31","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,62.59805638,538,0.701629289352187,"N","14.4"
"142",538,"NonCon","538NonCon",17,0,1,13,3,74,69,"",10,477189,5746708,"Field UTM",51.87068976,-123.3313237,350.5376892,1105,6.082762718,8.791175842,"IDF","dk",4,986604.1608,"TILL ","SHEMWELL","SL",100,"W",28,"","-",NA,"",NA,"","-",NA,"",NA,"C50647",2017,"Medium","2017-07-07",4018.292905,11,"PLI",90,22,4.199999809,"AT",10,18,4.599999905,"",NA,"",NA,NA,NA,NA,NA,"","","1984-05-31","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,62.59805638,538,0.701629289352187,"N","14.4"
"143",538,"PLI","538PLI",1,0,1,0,0,74,69,"",10,477189,5746708,"Field UTM",51.87068976,-123.3313237,350.5376892,1105,6.082762718,8.791175842,"IDF","dk",4,986604.1608,"TILL ","SHEMWELL","SL",100,"W",28,"","-",NA,"",NA,"","-",NA,"",NA,"C50647",2017,"Medium","2017-07-07",4018.292905,11,"PLI",90,22,4.199999809,"AT",10,18,4.599999905,"",NA,"",NA,NA,NA,NA,NA,"","","1984-05-31","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,62.59805638,538,0.701629289352187,"N","14.4"
"144",540,"NonCon","540NonCon",4,0,0,4,0,73,70,"",10,480187,5746573,"Field UTM",51.86959053,-123.2877714,15.94539547,1100,3.640054941,8.834632874,"IDF","dk",4,1002257.496,"TILL ","SHEMWELL","SL",100,"W",28,"","-",NA,"",NA,"","-",NA,"",NA,"C50647",2017,"Medium","2017-07-07",13.39200281,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","","2008-11-05","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,199.978289,540,0.0494087028426383,"N","93.4"
"145",540,"PLI","540PLI",9,0,5,3,1,73,70,"",10,480187,5746573,"Field UTM",51.86959053,-123.2877714,15.94539547,1100,3.640054941,8.834632874,"IDF","dk",4,1002257.496,"TILL ","SHEMWELL","SL",100,"W",28,"","-",NA,"",NA,"","-",NA,"",NA,"C50647",2017,"Medium","2017-07-07",13.39200281,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","","2008-11-05","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,199.978289,540,0.0494087028426383,"N","93.4"
"146",541,"FDI","541FDI",1,0,1,0,0,72,71,"",10,484182,5746398,"Field UTM",51.86814469,-123.2297391,1.63657701,1030,8.753570557,6.34773159,"IDF","dk",4,956785.8809,"FLUVIAL ","HAWKS","SIL",70,"R",25,"SHEMWELL","SL",30,"W",28,"","-",NA,"",NA,"C50647",2017,"Medium","2017-07-07",495.9295584,38,"SX",89,181,20.10000038,"FDI",7,178,17.5,"AT",4,"",NA,NA,NA,NA,NA,"IBM","2003-08-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,94.02958841,541,1.46825318152611,"N","78"
