"","SampleSite_ID","Species","Plot_Sp","total","x0","x10","x30","x130","X","UNIQUE_ID","Contract","Zone","Easting","Northing","Coordinate_source","Latitude","Longitude","Aspect","Elevation","Slope","TWI","BEC_Zone","BEC_Subzone","BEC_Variant","Solar_Radiation","PARENT_SOILS","SOILNAME_1","TEXTURE_1","PERCENT_1","DRAIN_1","COFRAG_1","SOILNAME_2","TEXTURE_2","PERCENT_2","DRAIN_2","COFRAG_2","SOILNAME_3","TEXTURE_3","PERCENT_3","DRAIN_3","COFRAG_3","FIRE_NUMBER_1","FIRE_YEAR_1","BURN_SEVERITY_RATING_1","FIRE_DATE_1","PATCH_SIZE_1","CROWN_CLOSURE_1","SPECIES_CD_1_1","SPECIES_PCT_1_1","PROJ_AGE_1_1","PROJ_HEIGHT_1_1","SPECIES_CD_2_1","SPECIES_PCT_2_1","PROJ_AGE_2_1","PROJ_HEIGHT_2_1","SPECIES_CD_3_1","SPECIES_PCT_3_1","SPECIES_CD_4_1","SPECIES_PCT_4_1","SPECIES_CD_5_1","SPECIES_PCT_5_1","SPECIES_CD_6_1","SPECIES_PCT_6_1","DISTURBANCE_TYPE_1","DISTURBANCE_DATE_1","HARVEST_DATE_1","FIRE_NUMBER_2","FIRE_YEAR_2","BURN_SEVERITY_RATING_2","FIRE_DATE_2","PATCH_SIZE_2","CROWN_CLOSURE_2","SPECIES_CD_1_2","SPECIES_PCT_1_2","PROJ_AGE_1_2","PROJ_HEIGHT_1_2","SPECIES_CD_2_2","SPECIES_PCT_2_2","PROJ_AGE_2_2","PROJ_HEIGHT_2_2","SPECIES_CD_3_2","SPECIES_PCT_3_2","SPECIES_CD_4_2","SPECIES_PCT_4_2","SPECIES_CD_5_2","SPECIES_PCT_5_2","SPECIES_CD_6_2","SPECIES_PCT_6_2","DISTURBANCE_TYPE_2","DISTURBANCE_DATE_2","HARVEST_DATE_2","DISTANCE_TO_PERIMETER","Card","Beers_aspect","Azimuth","Distance"
"1",-1291634974,"NonCon","-1291634974NonCon",27,0,0,24,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",-1291634974,"PLI","-1291634974PLI",66,0,0,19,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",0,"FDI","0FDI",4,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",3,"PLI","3PLI",15,1,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",13,"PLI","13PLI",17,0,3,7,7,1,1,"Toosey",10,485004,5718397,"Field UTM",51.61640228,-123.2165934,282.2647705,1468,11.76860237,6.051758289,"SBPS","xc",NA,1049990.114,"TILL ","KLOAKUT","L",100,"MW",35,"","-",NA,"",NA,"","-",NA,"",NA,"C20442",2009,"Unknown","2009-08-01",167.5119125,1,"SX",60,7,0.300000012,"PLI",40,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","","1997-07-01","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,62.46410946,13,1.51339347519461,"W","1.8"
"6",13,"PLI","13PLI",17,0,3,7,7,1,1,"Toosey",10,485004,5718397,"Field UTM",51.61640228,-123.2165934,282.2647705,1468,11.76860237,6.051758289,"SBPS","xc",NA,1049990.114,"TILL ","KLOAKUT","L",100,"MW",35,"","-",NA,"",NA,"","-",NA,"",NA,"C20442",2009,"Unknown","2009-08-01",167.5119125,1,"SX",60,7,0.300000012,"PLI",40,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","","1997-07-01","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,62.46410946,13,1.51339347519461,"W","1.8"
"7",13,"PLI","13PLI",17,0,3,7,7,2,2,"Elhdaqox",10,485007,5718403,"Field UTM",51.61645631,-123.2165503,282.2647705,1468,11.76860237,6.051758289,"SBPS","xc",NA,1049990.114,"TILL ","KLOAKUT","L",100,"MW",35,"","-",NA,"",NA,"","-",NA,"",NA,"C20442",2009,"Unknown","2009-08-01",167.5119125,1,"SX",60,7,0.300000012,"PLI",40,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","","1997-07-01","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,58.3400901,13,1.51339347519461,"W","1.8"
"8",13,"PLI","13PLI",17,0,3,7,7,2,2,"Elhdaqox",10,485007,5718403,"Field UTM",51.61645631,-123.2165503,282.2647705,1468,11.76860237,6.051758289,"SBPS","xc",NA,1049990.114,"TILL ","KLOAKUT","L",100,"MW",35,"","-",NA,"",NA,"","-",NA,"",NA,"C20442",2009,"Unknown","2009-08-01",167.5119125,1,"SX",60,7,0.300000012,"PLI",40,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","","1997-07-01","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,58.3400901,13,1.51339347519461,"W","1.8"
"9",13,"SX","13SX",1,1,0,0,0,1,1,"Toosey",10,485004,5718397,"Field UTM",51.61640228,-123.2165934,282.2647705,1468,11.76860237,6.051758289,"SBPS","xc",NA,1049990.114,"TILL ","KLOAKUT","L",100,"MW",35,"","-",NA,"",NA,"","-",NA,"",NA,"C20442",2009,"Unknown","2009-08-01",167.5119125,1,"SX",60,7,0.300000012,"PLI",40,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","","1997-07-01","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,62.46410946,13,1.51339347519461,"W","1.8"
"10",13,"SX","13SX",1,1,0,0,0,1,1,"Toosey",10,485004,5718397,"Field UTM",51.61640228,-123.2165934,282.2647705,1468,11.76860237,6.051758289,"SBPS","xc",NA,1049990.114,"TILL ","KLOAKUT","L",100,"MW",35,"","-",NA,"",NA,"","-",NA,"",NA,"C20442",2009,"Unknown","2009-08-01",167.5119125,1,"SX",60,7,0.300000012,"PLI",40,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","","1997-07-01","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,62.46410946,13,1.51339347519461,"W","1.8"
"11",13,"SX","13SX",1,1,0,0,0,2,2,"Elhdaqox",10,485007,5718403,"Field UTM",51.61645631,-123.2165503,282.2647705,1468,11.76860237,6.051758289,"SBPS","xc",NA,1049990.114,"TILL ","KLOAKUT","L",100,"MW",35,"","-",NA,"",NA,"","-",NA,"",NA,"C20442",2009,"Unknown","2009-08-01",167.5119125,1,"SX",60,7,0.300000012,"PLI",40,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","","1997-07-01","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,58.3400901,13,1.51339347519461,"W","1.8"
"12",13,"SX","13SX",1,1,0,0,0,2,2,"Elhdaqox",10,485007,5718403,"Field UTM",51.61645631,-123.2165503,282.2647705,1468,11.76860237,6.051758289,"SBPS","xc",NA,1049990.114,"TILL ","KLOAKUT","L",100,"MW",35,"","-",NA,"",NA,"","-",NA,"",NA,"C20442",2009,"Unknown","2009-08-01",167.5119125,1,"SX",60,7,0.300000012,"PLI",40,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","","1997-07-01","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,58.3400901,13,1.51339347519461,"W","1.8"
"13",20,"PLI","20PLI",296,2,55,235,4,3,3,"",10,486052,5719359,"Field UTM",51.62507904,-123.2014951,292.4569397,1492,20.2885437,7.992043972,"SBPS","xc",NA,1008497.89,"TILL ","KLOAKUT","L",70,"MW",35,"WILLAN LAKE","SL",30,"W",NA,"","-",NA,"",NA,"C20442",2009,"Unknown","2009-08-01",167.5119125,60,"PLI",100,82,13.80000019,"",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,108.5694735,20,0.0347167090293635,"W","14.1"
"14",20,"SX","20SX",10,1,5,3,1,3,3,"",10,486052,5719359,"Field UTM",51.62507904,-123.2014951,292.4569397,1492,20.2885437,7.992043972,"SBPS","xc",NA,1008497.89,"TILL ","KLOAKUT","L",70,"MW",35,"WILLAN LAKE","SL",30,"W",NA,"","-",NA,"",NA,"C20442",2009,"Unknown","2009-08-01",167.5119125,60,"PLI",100,82,13.80000019,"",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,108.5694735,20,0.0347167090293635,"W","14.1"
"15",141,"FDI","141FDI",46,15,30,1,0,4,4,"",10,499771,5735835,"Field UTM",51.77339453,-123.003319,266.1859131,1195,3.758324146,7.193220139,"IDF","dk",4,1037142.381,"TILL ","TYEE","SL",100,"MW",20,"","-",NA,"",NA,"","-",NA,"",NA,"C50647",2017,"Low","2017-07-07",312.3172318,20,"PLI",55,67,12.30000019,"SX",25,89,12.39999962,"FDI",19,"AT",1,NA,NA,NA,NA,"IBM","2003-08-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,106.2081729,141,0.832552152217843,"W","4"
"16",141,"NonCon","141NonCon",4,0,0,3,1,4,4,"",10,499771,5735835,"Field UTM",51.77339453,-123.003319,266.1859131,1195,3.758324146,7.193220139,"IDF","dk",4,1037142.381,"TILL ","TYEE","SL",100,"MW",20,"","-",NA,"",NA,"","-",NA,"",NA,"C50647",2017,"Low","2017-07-07",312.3172318,20,"PLI",55,67,12.30000019,"SX",25,89,12.39999962,"FDI",19,"AT",1,NA,NA,NA,NA,"IBM","2003-08-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,106.2081729,141,0.832552152217843,"W","4"
"17",141,"PLI","141PLI",2,0,1,1,0,4,4,"",10,499771,5735835,"Field UTM",51.77339453,-123.003319,266.1859131,1195,3.758324146,7.193220139,"IDF","dk",4,1037142.381,"TILL ","TYEE","SL",100,"MW",20,"","-",NA,"",NA,"","-",NA,"",NA,"C50647",2017,"Low","2017-07-07",312.3172318,20,"PLI",55,67,12.30000019,"SX",25,89,12.39999962,"FDI",19,"AT",1,NA,NA,NA,NA,"IBM","2003-08-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,106.2081729,141,0.832552152217843,"W","4"
"18",158,"FDI","158FDI",12,4,5,2,1,10,5,"",10,455793,5738613,"Field UTM",51.79662502,-123.6410447,263.6598206,1194,4.527692795,9.779569626,"IDF","dk",4,1037163.48,"TILL ","SHEMWELL","SL",100,"W",28,"","-",NA,"",NA,"","-",NA,"",NA,"C50418",2009,"Unknown","2009-07-30",67735.53928,50,"PLI",44.5,109,14.5,"AT",44.20000076,NA,NA,"FDI",11.30000019,"",NA,NA,NA,NA,NA,"IBM","1985-01-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,1484.608516,158,1.70593369932254,"W","4"
"19",158,"NonCon","158NonCon",15,0,0,4,11,10,5,"",10,455793,5738613,"Field UTM",51.79662502,-123.6410447,263.6598206,1194,4.527692795,9.779569626,"IDF","dk",4,1037163.48,"TILL ","SHEMWELL","SL",100,"W",28,"","-",NA,"",NA,"","-",NA,"",NA,"C50418",2009,"Unknown","2009-07-30",67735.53928,50,"PLI",44.5,109,14.5,"AT",44.20000076,NA,NA,"FDI",11.30000019,"",NA,NA,NA,NA,NA,"IBM","1985-01-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,1484.608516,158,1.70593369932254,"W","4"
"20",158,"SX","158SX",127,17,53,49,8,10,5,"",10,455793,5738613,"Field UTM",51.79662502,-123.6410447,263.6598206,1194,4.527692795,9.779569626,"IDF","dk",4,1037163.48,"TILL ","SHEMWELL","SL",100,"W",28,"","-",NA,"",NA,"","-",NA,"",NA,"C50418",2009,"Unknown","2009-07-30",67735.53928,50,"PLI",44.5,109,14.5,"AT",44.20000076,NA,NA,"FDI",11.30000019,"",NA,NA,NA,NA,NA,"IBM","1985-01-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,1484.608516,158,1.70593369932254,"W","4"
"21",159,"FDI","159FDI",183,101,72,10,0,9,6,"",10,456801,5738565,"Field UTM",51.79627224,-123.6264227,175.3999023,1285,21.82028961,5.434353352,"IDF","dk",4,1155886.88,"TILL ","TYEE","SL",60,"MW",NA,"TYEE","SIL",40,"MW",15,"","-",NA,"",NA,"C50418",2009,"Unknown","2009-07-30",67735.53928,60,"FDI",87.5,186,21.39999962,"PLI",12.5,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,893.1339882,159,1.46922816765153,"S","4"
"22",161,"NonCon","161NonCon",18,0,1,15,2,7,7,"",10,480804,5737551,"Field UTM",51.78849427,-123.2783096,74.74488068,1198,2.850438595,14.85990143,"SBPS","xc",NA,1030575.813,"TILL ","SHEMWELL","SL",100,"W",28,"","-",NA,"",NA,"","-",NA,"",NA,"C50647",2017,"Low","2017-07-07",13.36368721,32,"PLI",78,94,12.89999962,"AT",16,123,14.19999981,"SX",6,"",NA,NA,NA,NA,NA,"IBM","2003-08-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,46.21649103,161,1.35635123606335,"E","4"
"23",161,"SX","161SX",2,1,0,0,1,7,7,"",10,480804,5737551,"Field UTM",51.78849427,-123.2783096,74.74488068,1198,2.850438595,14.85990143,"SBPS","xc",NA,1030575.813,"TILL ","SHEMWELL","SL",100,"W",28,"","-",NA,"",NA,"","-",NA,"",NA,"C50647",2017,"Low","2017-07-07",13.36368721,32,"PLI",78,94,12.89999962,"AT",16,123,14.19999981,"SX",6,"",NA,NA,NA,NA,NA,"IBM","2003-08-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,46.21649103,161,1.35635123606335,"E","4"
"24",162,"FDI","162FDI",1,0,1,0,0,6,8,"",10,481817,5737505,"Field UTM",51.78811452,-123.2636206,337.619873,1199,4.596194267,9.631022453,"SBPS","xc",NA,1010038.901,"TILL ","SHEMWELL","SL",100,"W",28,"","-",NA,"",NA,"","-",NA,"",NA,"C50647",2017,"Unburned","2017-07-07",493.8347522,12,"AT",80,11,2.799999952,"PLI",20,7,0.899999976,"",NA,"",NA,NA,NA,NA,NA,"","","2004-07-17","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,-1,162,0.391292307433551,"N","4"
"25",162,"NonCon","162NonCon",116,0,0,105,11,6,8,"",10,481817,5737505,"Field UTM",51.78811452,-123.2636206,337.619873,1199,4.596194267,9.631022453,"SBPS","xc",NA,1010038.901,"TILL ","SHEMWELL","SL",100,"W",28,"","-",NA,"",NA,"","-",NA,"",NA,"C50647",2017,"Unburned","2017-07-07",493.8347522,12,"AT",80,11,2.799999952,"PLI",20,7,0.899999976,"",NA,"",NA,NA,NA,NA,NA,"","","2004-07-17","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,-1,162,0.391292307433551,"N","4"
"26",162,"PLI","162PLI",6,1,0,4,1,6,8,"",10,481817,5737505,"Field UTM",51.78811452,-123.2636206,337.619873,1199,4.596194267,9.631022453,"SBPS","xc",NA,1010038.901,"TILL ","SHEMWELL","SL",100,"W",28,"","-",NA,"",NA,"","-",NA,"",NA,"C50647",2017,"Unburned","2017-07-07",493.8347522,12,"AT",80,11,2.799999952,"PLI",20,7,0.899999976,"",NA,"",NA,NA,NA,NA,NA,"","","2004-07-17","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,-1,162,0.391292307433551,"N","4"
"27",162,"SX","162SX",1,0,1,0,0,6,8,"",10,481817,5737505,"Field UTM",51.78811452,-123.2636206,337.619873,1199,4.596194267,9.631022453,"SBPS","xc",NA,1010038.901,"TILL ","SHEMWELL","SL",100,"W",28,"","-",NA,"",NA,"","-",NA,"",NA,"C50647",2017,"Unburned","2017-07-07",493.8347522,12,"AT",80,11,2.799999952,"PLI",20,7,0.899999976,"",NA,"",NA,NA,NA,NA,NA,"","","2004-07-17","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,-1,162,0.391292307433551,"N","4"
"28",163,"NonCon","163NonCon",2,0,1,1,0,8,9,"",10,486812,5737301,"Field UTM",51.78642037,-123.1911949,212.4711914,1144,3.259601116,7.335588455,"IDF","dk",4,1044536.234,"TILL ","SHEMWELL","SL",100,"W",28,"","-",NA,"",NA,"","-",NA,"",NA,"C50647",2017,"Medium","2017-07-07",224.0529771,20,"PLI",53,108,14.89999962,"FDI",46,163,18.39999962,"AT",1,"",NA,NA,NA,NA,NA,"IBM","2003-08-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,218.1906986,163,0.86104490576338,"S","82.6"
"29",163,"PLI","163PLI",1,0,1,0,0,8,9,"",10,486812,5737301,"Field UTM",51.78642037,-123.1911949,212.4711914,1144,3.259601116,7.335588455,"IDF","dk",4,1044536.234,"TILL ","SHEMWELL","SL",100,"W",28,"","-",NA,"",NA,"","-",NA,"",NA,"C50647",2017,"Medium","2017-07-07",224.0529771,20,"PLI",53,108,14.89999962,"FDI",46,163,18.39999962,"AT",1,"",NA,NA,NA,NA,NA,"IBM","2003-08-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,218.1906986,163,0.86104490576338,"S","82.6"
"30",165,"FDI","165FDI",1,1,0,0,0,5,10,"",10,499810,5736745,"Field UTM",51.78157663,-123.0027543,343.6104736,1166,4.430011272,8.127403259,"IDF","dk",4,1005609.359,"TILL ","TYEE","SL",100,"MW",20,"","-",NA,"",NA,"","-",NA,"",NA,"C50647",2017,"Low","2017-07-07",312.3172318,20,"PLI",55,67,12.30000019,"SX",25,89,12.39999962,"FDI",19,"AT",1,NA,NA,NA,NA,"IBM","2003-08-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,104.2009456,165,0.188324180502348,"N","4"
"31",165,"PLI","165PLI",135,43,75,14,3,5,10,"",10,499810,5736745,"Field UTM",51.78157663,-123.0027543,343.6104736,1166,4.430011272,8.127403259,"IDF","dk",4,1005609.359,"TILL ","TYEE","SL",100,"MW",20,"","-",NA,"",NA,"","-",NA,"",NA,"C50647",2017,"Low","2017-07-07",312.3172318,20,"PLI",55,67,12.30000019,"SX",25,89,12.39999962,"FDI",19,"AT",1,NA,NA,NA,NA,"IBM","2003-08-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,104.2009456,165,0.188324180502348,"N","4"
"32",193,"NonCon","193NonCon",1,0,0,1,0,11,12,"Elhdaqox",10,471848,5738925,"Field UTM",51.80046894,-123.408265,321.3401794,1188,3.201562166,10.34928703,"SBPS","xc",NA,1019564.966,"TILL ","SHEMWELL","SL",100,"W",28,"","-",NA,"",NA,"","-",NA,"",NA,"C50647",2017,"Low","2017-07-07",2.849780968,39,"PLI",90,91,13.30000019,"SX",8,73,9.199999809,"AT",2,"",NA,NA,NA,NA,NA,"IBM","2003-08-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,8.706704877,193,1.94119874494654,"N","753.2"
"33",193,"NonCon","193NonCon",1,0,0,1,0,11,12,"Elhdaqox",10,471848,5738925,"Field UTM",51.80046894,-123.408265,321.3401794,1188,3.201562166,10.34928703,"SBPS","xc",NA,1019564.966,"TILL ","SHEMWELL","SL",100,"W",28,"","-",NA,"",NA,"","-",NA,"",NA,"C50647",2017,"Low","2017-07-07",2.849780968,39,"PLI",90,91,13.30000019,"SX",8,73,9.199999809,"AT",2,"",NA,NA,NA,NA,NA,"IBM","2003-08-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,8.706704877,193,1.94119874494654,"N","757.4"
"34",193,"NonCon","193NonCon",1,0,0,1,0,14,11,"Toosey",10,471846,5738929,"Field UTM",51.8005048,-123.4082944,321.3401794,1188,3.201562166,10.34928703,"SBPS","xc",NA,1019564.966,"TILL ","SHEMWELL","SL",100,"W",28,"","-",NA,"",NA,"","-",NA,"",NA,"C50647",2017,"Low","2017-07-07",2.849780968,39,"PLI",90,91,13.30000019,"SX",8,73,9.199999809,"AT",2,"",NA,NA,NA,NA,NA,"IBM","2003-08-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,8.311323452,193,1.94119874494654,"N","753.2"
"35",193,"NonCon","193NonCon",1,0,0,1,0,14,11,"Toosey",10,471846,5738929,"Field UTM",51.8005048,-123.4082944,321.3401794,1188,3.201562166,10.34928703,"SBPS","xc",NA,1019564.966,"TILL ","SHEMWELL","SL",100,"W",28,"","-",NA,"",NA,"","-",NA,"",NA,"C50647",2017,"Low","2017-07-07",2.849780968,39,"PLI",90,91,13.30000019,"SX",8,73,9.199999809,"AT",2,"",NA,NA,NA,NA,NA,"IBM","2003-08-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,8.311323452,193,1.94119874494654,"N","757.4"
"36",193,"PLI","193PLI",21,0,1,20,0,11,12,"Elhdaqox",10,471848,5738925,"Field UTM",51.80046894,-123.408265,321.3401794,1188,3.201562166,10.34928703,"SBPS","xc",NA,1019564.966,"TILL ","SHEMWELL","SL",100,"W",28,"","-",NA,"",NA,"","-",NA,"",NA,"C50647",2017,"Low","2017-07-07",2.849780968,39,"PLI",90,91,13.30000019,"SX",8,73,9.199999809,"AT",2,"",NA,NA,NA,NA,NA,"IBM","2003-08-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,8.706704877,193,1.94119874494654,"N","753.2"
"37",193,"PLI","193PLI",21,0,1,20,0,11,12,"Elhdaqox",10,471848,5738925,"Field UTM",51.80046894,-123.408265,321.3401794,1188,3.201562166,10.34928703,"SBPS","xc",NA,1019564.966,"TILL ","SHEMWELL","SL",100,"W",28,"","-",NA,"",NA,"","-",NA,"",NA,"C50647",2017,"Low","2017-07-07",2.849780968,39,"PLI",90,91,13.30000019,"SX",8,73,9.199999809,"AT",2,"",NA,NA,NA,NA,NA,"IBM","2003-08-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,8.706704877,193,1.94119874494654,"N","757.4"
"38",193,"PLI","193PLI",21,0,1,20,0,14,11,"Toosey",10,471846,5738929,"Field UTM",51.8005048,-123.4082944,321.3401794,1188,3.201562166,10.34928703,"SBPS","xc",NA,1019564.966,"TILL ","SHEMWELL","SL",100,"W",28,"","-",NA,"",NA,"","-",NA,"",NA,"C50647",2017,"Low","2017-07-07",2.849780968,39,"PLI",90,91,13.30000019,"SX",8,73,9.199999809,"AT",2,"",NA,NA,NA,NA,NA,"IBM","2003-08-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,8.311323452,193,1.94119874494654,"N","753.2"
"39",193,"PLI","193PLI",21,0,1,20,0,14,11,"Toosey",10,471846,5738929,"Field UTM",51.8005048,-123.4082944,321.3401794,1188,3.201562166,10.34928703,"SBPS","xc",NA,1019564.966,"TILL ","SHEMWELL","SL",100,"W",28,"","-",NA,"",NA,"","-",NA,"",NA,"C50647",2017,"Low","2017-07-07",2.849780968,39,"PLI",90,91,13.30000019,"SX",8,73,9.199999809,"AT",2,"",NA,NA,NA,NA,NA,"IBM","2003-08-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,8.311323452,193,1.94119874494654,"N","757.4"
"40",194,"FDI","194FDI",1,1,0,0,0,12,13,"",10,481851,5738507,"Field UTM",51.79712479,-123.2631801,130.6012878,1158,9.219544411,6.29586792,"IDF","dk",4,1062031.446,"TILL ","SHEMWELL","SL",100,"W",28,"","-",NA,"",NA,"","-",NA,"",NA,"C50647",2017,"Low","2017-07-07",640.3959118,20,"FDI",85,23,3.700000048,"SX",15,78,11.60000038,"",NA,"",NA,NA,NA,NA,NA,"","","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,222.8670928,194,0.677943615230812,"E","4"
