Card,Regen,ID,DisplayName,TreeNumber,Species,Status,StandingOrLeaning,DBH,Height,BrokenTop,BarkBurn_Percent,BurnLength,Notes
1341,Regen,-7.3987E+11,Overstory:  - ,,,,,,,,,,
1341,Regen,-7.77312E+11,Overstory:  - ,,,,,,,,,,
766,Regen,-6.69383E+11,Overstory:  - ,,,,,,,,,,
766,Regen,-9.3885E+11,Overstory:  - ,,,,,,,,,,
766,Regen,-7.49946E+11,Overstory:  - ,,,,,,,,,,
766,Regen,-6.18555E+11,Overstory:  - ,,,,,,,,,,
711,Regen,-1.50951E+11,Overstory:  - ,,,,,,,,,,
711,Regen,-4.01935E+11,Overstory:  - ,,,,,,,,,,
711,Regen,-7.71958E+11,Overstory:  - ,,,,,,,,,,
711,Regen,-4.26146E+11,Overstory:  - ,,,,,,,,,,
711,Regen,-5.11539E+11,Overstory:  - ,,,,,,,,,,
711,Regen,-9.87555E+11,Overstory:  - ,,,,,,,,,,
1297,Regen,-9.40156E+11,Overstory:  - ,,,,,,,,,,
577,Regen,4.78086E+11,Overstory: 1 - FDI,1,FDI,L,S,5.8,8.1,N,100,0.5,
577,Regen,9.44606E+11,Overstory: 2 - FDI,2,FDI,D,S,11.1,8.9,N,100,1,
577,Regen,3.57493E+11,Overstory: 3 - FDI,3,FDI,L,S,9.1,7.9,N,100,0.6,
577,Regen,5.70459E+11,Overstory: 4 - FDI,4,FDI,L,S,4.9,4.2,N,100,0.3,
577,Regen,-3.68579E+11,Overstory:  - ,,,,,,,,,,
577,Regen,4.0979E+11,Overstory: 5 - FDI,5,FDI,L,S,37.1,21.4,N,100,3.3,
577,Regen,4.324E+11,Overstory: 6 - FDI,6,FDI,L,S,25.1,14.8,N,100,2.8,
577,Regen,8.65976E+11,Overstory: 7 - FDI,7,FDI,L,S,41.8,24.6,N,100,5,
536,Regen,-3.45381E+11,Overstory:  - ,,,,,,,,,,
536,Regen,-8.85837E+11,Overstory:  - ,,,,,,,,,,
536,Regen,-3.42767E+11,Overstory:  - ,,,,,,,,,,
536,Regen,-6.0101E+11,Overstory:  - ,,,,,,,,,,
536,Regen,4.78969E+11,Overstory: 1 - FDI,1,FDI,D,S,6.5,5.7,N,100,0.5,
536,Regen,6.69711E+11,Overstory: 2 - FDI,2,FDI,D,S,9,7,N,100,1.5,
536,Regen,-6.5E+11,Overstory:  - ,,,,,,,,,,
536,Regen,-1.61168E+11,Overstory:  - ,,,,,,,,,,
536,Regen,-4.90608E+11,Overstory:  - ,,,,,,,,,,
2378,Regen,-2.47783E+11,Overstory:  - ,,,,,,,,,,
2378,Regen,-2.30536E+11,Overstory:  - ,,,,,,,,,,
2378,Regen,-2.96216E+11,Overstory:  - ,,,,,,,,,,
2378,Regen,-2.03791E+11,Overstory:  - ,,,,,,,,,,
669,Regen,7.38313E+11,Overstory: 1 - FDI,1,FDI,D,L,5.7,9.4,N,100,0.5,
669,Regen,8.36769E+11,Overstory: 2 - FDI,2,FDI,D,L,5.5,5.1,Y,100,0.5,
669,Regen,4.87012E+11,Overstory: 8 - FDI,8,FDI,D,L,4.7,7,Y,90,0.4,
669,Regen,-9.61396E+11,Overstory:  - ,,,,,,,,,,
669,Regen,8.63299E+11,Overstory: 3 - FDI,3,FDI,L,L,24.5,22.3,N,80,0.8,
669,Regen,6.32468E+11,Overstory: 4 - FDI,4,FDI,D,S,24.6,18.9,Y,80,1.8,
669,Regen,8.72382E+11,Overstory: 5 - FDI,5,FDI,D,L,6.5,7.3,N,100,1,
669,Regen,1.83299E+11,Overstory: 6 - FDI,6,FDI,D,S,13.7,9.5,Y,100,0.3,
669,Regen,5.40309E+11,Overstory: 7 - FDI,7,FDI,D,S,4.7,5.6,N,100,1,
1423,Regen,-5.46634E+11,Overstory:  - ,,,,,,,,,,
1831,Regen,-8.0274E+11,Overstory:  - ,,,,,,,,,,
3,Regen,5.06771E+11,Overstory:  - SW,,SW,,,,,,,,
231,Regen,-3.79087E+11,Overstory:  - ,,,,,,,,,,
231,Regen,-3.81819E+11,Overstory:  - ,,,,,,,,,,
231,Regen,-2.17663E+11,Overstory:  - ,,,,,,,,,,
231,Regen,-2.06234E+11,Overstory:  - ,,,,,,,,,,
231,Regen,-5.7788E+11,Overstory:  - ,,,,,,,,,,
231,Regen,-6.91258E+11,Overstory:  - ,,,,,,,,,,
231,Regen,-7.90429E+11,Overstory:  - ,,,,,,,,,,
1413,Regen,-4.5878E+11,Overstory:  - ,,,,,,,,,,
1413,Regen,-9.69372E+11,Overstory:  - ,,,,,,,,,,
1413,Regen,2.12612E+11,Overstory: 1 - SX,1,SX,L,S,5,4.6,N,0,0,
1413,Regen,6.73204E+11,Overstory: 2 - SX,2,SX,L,S,6.6,6.6,N,0,0,
1413,Regen,2.78667E+11,Overstory: 3 - AT,3,AT,D,S,29.8,17.7,N,0,0,
1413,Regen,6.96438E+11,Overstory: 4 - SX,4,SX,L,S,7.1,8.6,N,0,0,
1413,Regen,-3.99463E+11,Overstory:  - ,,,,,,,,,,
1413,Regen,9.61173E+11,Overstory: 13 - SX,13,SX,L,S,13.6,12.2,,0,0,dead top
1413,Regen,-8.79056E+11,Overstory:  - ,,,,,,,,,,
1413,Regen,-3.83156E+11,Overstory:  - ,,,,,,,,,,
1413,Regen,-4.61868E+11,Overstory:  - ,,,,,,,,,,
1413,Regen,5.20098E+11,Overstory: 5 - SX,5,SX,D,S,21.4,16.6,Y,60,2.5,
1413,Regen,9.9854E+11,Overstory: 6 - SX,6,SX,D,S,18.6,16.9,N,90,3.5,
1413,Regen,-5.84083E+11,Overstory:  - ,,,,,,,,,,
1413,Regen,8.29689E+11,Overstory: 7 - SX,7,SX,D,L,5,6.2,N,100,0.5,
1413,Regen,6.20338E+11,Overstory: 8 - SX,8,SX,D,L,4.8,7.2,N,0,0,
1413,Regen,1.48309E+11,Overstory: 9 - SX,9,SX,D,S,5.5,7.3,N,0,0,
1413,Regen,8.46591E+11,Overstory: 10 - SX,10,SX,D,S,5.7,6.7,N,0,0,
1413,Regen,8.08163E+11,Overstory: 11 - SX,11,SX,D,S,7.6,9.3,N,0,0,
1413,Regen,8.40455E+11,Overstory: 12 - SX,12,SX,D,S,8.7,9.8,N,0,0,dead top
1413,Regen,-8.31974E+11,Overstory:  - ,,,,,,,,,,
585,Regen,-7.7141E+11,Overstory:  - ,,,,,,,,,,
585,Regen,-8.41527E+11,Overstory:  - ,,,,,,,,,,
585,Regen,-8.56329E+11,Overstory:  - ,,,,,,,,,,
585,Regen,-3.344E+11,Overstory:  - ,,,,,,,,,,
585,Regen,-2.0944E+11,Overstory:  - ,,,,,,,,,,
585,Regen,-8.31736E+11,Overstory:  - ,,,,,,,,,,
585,Regen,-9.29037E+11,Overstory:  - ,,,,,,,,,,
1651,Regen,-9.61788E+11,Overstory:  - ,,,,,,,,,,
1651,Regen,-5.86492E+11,Overstory:  - ,,,,,,,,,,
1651,Regen,-7.00988E+11,Overstory:  - ,,,,,,,,,,
1651,Regen,-2.61164E+11,Overstory:  - ,,,,,,,,,,
1651,Regen,-8.60877E+11,Overstory:  - ,,,,,,,,,,
1876,Regen,7.48148E+11,Overstory: 1 - PLI,1,PLI,D,S,13.5,17.3,N,80,0.5,
1876,Regen,-6.53018E+11,Overstory:  - ,,,,,,,,,,
1876,Regen,5.03322E+11,Overstory: 10 - PLI,10,PLI,D,S,14.7,15.6,N,100,3,
1876,Regen,2.59758E+11,Overstory: 11 - SX,11,SX,D,S,8,10.9,N,100,0.7,
1876,Regen,4.44426E+11,Overstory: 12 - SX,12,SX,D,S,13.8,14.4,N,100,1.2,
1876,Regen,2.67352E+11,Overstory: 13 - PLI,13,PLI,D,S,8.4,10.8,N,100,0.4,
1876,Regen,-2.86317E+11,Overstory:  - ,,,,,,,,,,
1876,Regen,8.71708E+11,Overstory: 2 - PLI,2,PLI,D,S,14.8,12.6,N,100,0.3,
1876,Regen,2.19287E+11,Overstory: 3 - PLI,3,PLI,D,S,12.8,16.4,N,80,0.3,
1876,Regen,4.14444E+11,Overstory: 4 - PLI,4,PLI,D,S,13,14.3,N,100,0.4,
1876,Regen,-5.73213E+11,Overstory:  - ,,,,,,,,,,
1876,Regen,3.02353E+11,Overstory: 5 - SX,5,SX,D,L,7.2,6.3,N,100,1.4,
1876,Regen,7.6754E+11,Overstory: 6 - SX,6,SX,D,L,7.7,5.6,N,100,1.4,
1876,Regen,4.60345E+11,Overstory: 7 - PLI,7,PLI,D,S,13.4,14.9,N,100,1.3,
1876,Regen,5.60473E+11,Overstory: 8 - PLI,8,PLI,D,S,9.7,11.8,N,90,0.3,
1876,Regen,4.87055E+11,Overstory: 9 - PLI,9,PLI,D,S,10.9,14.5,N,100,3,
1876,Regen,-8.3114E+11,Overstory:  - ,,,,,,,,,,
538,Regen,-6.35182E+11,Overstory:  - ,,,,,,,,,,
538,Regen,-2.30082E+11,Overstory:  - ,,,,,,,,,,
538,Regen,-5.58137E+11,Overstory:  - ,,,,,,,,,,
538,Regen,4.15348E+11,Overstory: 1 - PLI,1,PLI,D,S,6.3,3.6,N,100,0.2,
538,Regen,-7.29931E+11,Overstory:  - ,,,,,,,,,,
538,Regen,-4.5091E+11,Overstory:  - ,,,,,,,,,,
538,Regen,-9.71709E+11,Overstory:  - ,,,,,,,,,,
1792,Regen,-2.41133E+11,Overstory:  - ,,,,,,,,,,
1792,Regen,4.99024E+11,Overstory: 1 - PLI,1,PLI,D,S,14.1,9.2,N,100,3.5,
1792,Regen,3.10696E+11,Overstory: 2 - PLI,2,PLI,D,S,13.1,9.8,N,100,3,
1792,Regen,-3.11496E+11,Overstory:  - ,,,,,,,,,,
1792,Regen,1.43725E+11,Overstory: 4 - PLI,4,PLI,D,S,16,8.8,N,100,5,
1792,Regen,-8.62127E+11,Overstory:  - ,,,,,,,,,,
1792,Regen,-5.94642E+11,Overstory:  - ,,,,,,,,,,
1792,Regen,-5.24317E+11,Overstory:  - ,,,,,,,,,,
1792,Regen,7.23231E+11,Overstory: 3 - PLI,3,PLI,D,S,14.5,6.6,N,100,3.5,
581,Regen,-8.60136E+11,Overstory:  - ,,,,,,,,,,
581,Regen,-3.20068E+11,Overstory:  - ,,,,,,,,,,
581,Regen,8.35048E+11,Overstory: 3 - FDI,3,FDI,D,L,6.5,4.1,N,100,1.2,
581,Regen,2.98808E+11,Overstory: 4 - FDI,4,FDI,,S,5.4,4.2,N,100,0.7,
581,Regen,-6.67663E+11,Overstory:  - ,,,,,,,,,,
581,Regen,9.22932E+11,Overstory: 1 - FDI,1,FDI,D,S,8.3,7,N,100,3.5,
581,Regen,8.01546E+11,Overstory: 2 - PLI,2,PLI,D,S,10.5,11.1,N,100,1.1,
581,Regen,-7.29338E+11,Overstory:  - ,,,,,,,,,,
581,Regen,-8.04046E+11,Overstory:  - ,,,,,,,,,,
194,Regen,-3.17616E+11,Overstory:  - ,,,,,,,,,,
194,Regen,-8.96385E+11,Overstory:  - ,,,,,,,,,,
194,Regen,5.04136E+11,Overstory: 3 - PLI,3,PLI,D,S,11.4,7.7,N,90,1,
194,Regen,3.58755E+11,Overstory: 1 - AT,1,AT,L,S,11.3,8.9,N,30,0.2,
194,Regen,8.43051E+11,Overstory: 2 - PLI,2,PLI,L,S,17.6,11.5,N,20,0.1,
194,Regen,-8.80754E+11,Overstory:  - ,,,,,,,,,,
194,Regen,-1.08664E+11,Overstory:  - ,,,,,,,,,,
194,Regen,-8.74756E+11,Overstory:  - ,,,,,,,,,,
1796,Regen,-7.18573E+11,Overstory:  - ,,,,,,,,,,
1421,Regen,-4.41758E+11,Overstory:  - ,,,,,,,,,,
1421,Regen,-6.60109E+11,Overstory:  - ,,,,,,,,,,
1421,Regen,-5.43955E+11,Overstory:  - ,,,,,,,,,,
1421,Regen,-5.88499E+11,Overstory:  - ,,,,,,,,,,
1421,Regen,-8.88852E+11,Overstory:  - ,,,,,,,,,,
719,Regen,8.1124E+11,Overstory: 1 - FDI,1,FDI,D,S,23.3,19.6,N,100,19.6,
719,Regen,8.4071E+11,Overstory: 2 - FDI,2,FDI,D,L,6.2,1.6,Y,100,1.6,
719,Regen,9.1136E+11,Overstory: 3 - FDI,3,FDI,D,L,6.8,3,Y,100,3,
719,Regen,-1.67296E+11,Overstory:  - ,,,,,,,,,,
719,Regen,-8.25824E+11,Overstory:  - ,,,,,,,,,,
719,Regen,-4.15949E+11,Overstory:  - ,,,,,,,,,,
506,Regen,4.81013E+11,Overstory: 1 - FDI,1,FDI,D,S,13,1.8,Y,100,1.8,
506,Regen,5.90662E+11,Overstory: 2 - FDI,2,FDI,D,S,11.6,11.5,N,100,7,
506,Regen,7.58934E+11,Overstory: 3 - FDI,3,FDI,D,S,4.2,7.6,N,100,4,
506,Regen,-9.56114E+11,Overstory:  - ,,,,,,,,,,
506,Regen,-1.38214E+11,Overstory:  - ,,,,,,,,,,
506,Regen,4.5213E+11,Overstory: 9 - FDI,9,FDI,D,S,9,11.1,N,100,0.8,
506,Regen,3.66975E+11,Overstory: 10 - FDI,10,FDI,D,S,14.2,15.2,N,100,8,
506,Regen,9.62898E+11,Overstory: 11 - FDI,11,FDI,D,S,7.8,7.2,N,100,5,
506,Regen,-8.85289E+11,Overstory:  - ,,,,,,,,,,
506,Regen,-7.17225E+11,Overstory:  - ,,,,,,,,,,
506,Regen,6.4651E+11,Overstory: 4 - ,4,,,,,,,,,
506,Regen,2.41181E+11,Overstory: 4 - SX,4,SX,D,L,13.2,15.4,N,100,4.7,
506,Regen,9.21785E+11,Overstory: 5 - FDI,5,FDI,D,L,11.3,13.6,Y,100,8.8,
506,Regen,1.8736E+11,Overstory: 6 - FDI,6,FDI,D,S,14.2,15.4,N,100,6,
506,Regen,5.60334E+11,Overstory: 7 - FDI,7,FDI,D,S,14.3,13.7,N,100,7.5,
506,Regen,8.8474E+11,Overstory: 8 - FDI,8,FDI,D,L,8.2,2.6,Y,100,2.6,
506,Regen,-5.47955E+11,Overstory:  - ,,,,,,,,,,
141,Regen,8.79397E+11,Overstory: 1 - FDI,1,FDI,D,S,8.4,6.3,N,30,0.5,
141,Regen,-7.7327E+11,Overstory:  - ,,,,,,,,,,
141,Regen,-2.94162E+11,Overstory:  - ,,,,,,,,,,
141,Regen,-3.25783E+11,Overstory:  - ,,,,,,,,,,
141,Regen,-5.45077E+11,Overstory:  - ,,,,,,,,,,
141,Regen,-5.50276E+11,Overstory:  - ,,,,,,,,,,
141,Regen,6.27512E+11,Overstory: 2 - FDI,2,FDI,L,S,5.3,5.5,N,50,0.4,
141,Regen,2.80145E+11,Overstory: 3 - PLI,3,PLI,D,L,6.8,5.3,N,50,1.1,
141,Regen,2.43302E+11,Overstory: 4 - FDI,4,FDI,D,S,8.1,7.1,N,60,1.5,
141,Regen,8.80836E+11,Overstory: 5 - FDI,5,FDI,D,S,4.5,4,N,100,0.7,
2311,Regen,2.16641E+11,Overstory: 1 - PLI,1,PLI,D,L,9.9,7.8,N,100,0.5,
2311,Regen,4.168E+11,Overstory: 2 - PLI,2,PLI,L,S,11.8,7.7,N,0,,
2311,Regen,3.96626E+11,Overstory: 5 - PLI,5,PLI,D,S,4.6,4.8,N,100,1,
2311,Regen,-7.40633E+11,Overstory:  - ,,,,,,,,,,
2311,Regen,9.37441E+11,Overstory: 3 - PLI,3,PLI,D,S,12.6,8.3,N,100,4.5,
2311,Regen,4.14608E+11,Overstory: 4 - PLI,4,PLI,D,L,9.8,7.4,N,100,4.5,
1295,Regen,-2.70659E+11,Overstory:  - ,,,,,,,,,,
1295,Regen,-3.97404E+11,Overstory:  - ,,,,,,,,,,
1295,Regen,7.79865E+11,Overstory: 1 - FDI,1,FDI,L,S,22,18.1,N,40,0.3,
1295,Regen,9.91865E+11,Overstory: 2 - FDI,2,FDI,L,S,18.1,5.9,N,10,0.2,
1295,Regen,-2.43202E+11,Overstory:  - ,,,,,,,,,,
424,Regen,-4.48616E+11,Overstory:  - ,,,,,,,,,,
424,Regen,5.19687E+11,Overstory: 1 - AT,1,AT,D,S,20.5,16.5,N,0,,
424,Regen,2.2618E+11,Overstory: 2 - AT,2,AT,D,S,13,9.1,Y,0,,
424,Regen,-3.34712E+11,Overstory:  - ,,,,,,,,,,
424,Regen,-4.06114E+11,Overstory:  - ,,,,,,,,,,
330,Regen,-7.09164E+11,Overstory:  - ,,,,,,,,,,
330,Regen,-3.69148E+11,Overstory:  - ,,,,,,,,,,
330,Regen,7.50463E+11,Overstory: 2 - FDI,2,FDI,L,S,20,10.7,N,100,1.2,
330,Regen,1.40665E+11,Overstory: 3 - PLI,3,PLI,D,S,4,4.6,N,100,0.4,
330,Regen,-4.62758E+11,Overstory:  - ,,,,,,,,,,
330,Regen,4.41062E+11,Overstory: 1 - PLI,1,PLI,D,S,13.3,6.1,N,100,1.7,
