Card,ID,Display Name,Quandrant,Species,x0,x10,x30,x130,Notes,x
1335,2.82118E+11,Regen: SW - SX,SW,SX,4,3,,,,
1340,3.51524E+11,Regen: NE - AT,NE,AT,,7,5,,,
1340,3.80007E+11,Regen: NE - PLI,NE,PLI,4,62,5,,,
1340,9.64379E+11,Regen: NW - AT,NW,AT,4,12,,,,
1340,5.47294E+11,Regen: NW - PLI,NW,PLI,4,60,18,,,
1340,9.78179E+11,Regen: SE - AT,SE,AT,,,6,,,
1340,3.42577E+11,Regen: SE - PLI,SE,PLI,1,46,5,,,
1340,3.57739E+11,Regen: SW - PLI,SW,PLI,1,19,,,,
1341,1.76086E+11,Regen: NE - AT,NE,AT,,2,3,,,
1341,8.09441E+11,Regen: NE - PLI,NE,PLI,,2,,,,
1341,1.36461E+11,Regen: NW - AT,NW,AT,,1,2,,,
1341,3.81914E+11,Regen: NW - PLI,NW,PLI,1,17,4,,,
1341,5.32199E+11,Regen: SE - PLI,SE,PLI,,23,15,,,
1341,3.76463E+11,Regen: SW - AT,SW,AT,,3,4,,,
1341,2.87385E+11,Regen: SW - PLI,SW,PLI,9,47,31,,,
1356,7.28483E+11,Regen: NE - PLI,NE,PLI,0,1,3,4,,
1356,2.69774E+11,Regen: NW - PLI,NW,PLI,0,0,6,7,,
1356,8.77147E+11,Regen: SE - PLI,SE,PLI,0,1,1,3,,
1356,5.75309E+11,Regen: SW - PLI,SW,PLI,0,0,0,11,,
1362,-6.31262E+11,Regen:  - ,,,,,,,,
1364,2.45994E+11,Regen: NE - FDI,NE,FDI,1,,,,,
1364,7.99871E+11,Regen: NW - FDI,NW,FDI,1,,,,,
1364,4.90784E+11,Regen: SE - ,SE,,,,,,,
1364,8.49886E+11,Regen: SW - ,SW,,,,,,,
1367,7.13562E+11,Regen: NE - AT,NE,AT,,,,1,,
1367,5.71763E+11,Regen: NE - FDI,NE,FDI,1,2,,,,
1367,8.92018E+11,Regen: NW - FDI,NW,FDI,,1,,,,
1367,3.02325E+11,Regen: NW - PLI,NW,PLI,,,2,,,
1367,5.18382E+11,Regen: SE - AT,SE,AT,,,1,,,
1367,1.66994E+11,Regen: SE - FDI,SE,FDI,,2,,,,
1367,3.52794E+11,Regen: SW - FDI,SW,FDI,,1,,,,
1367,1.05888E+11,Regen: SW - PLI,SW,PLI,,,1,,,
1398,3.58362E+11,Regen: NE - FDI,NE,FDI,19,3,,,,
1398,7.88317E+11,Regen: NE - PLI,NE,PLI,11,49,9,,,
1398,9.98164E+11,Regen: NW - FDI,NW,FDI,7,2,,,,
1398,6.06934E+11,Regen: NW - PLI,NW,PLI,,35,14,,,
1398,8.62239E+11,Regen: SE - FDI,SE,FDI,11,,,,,
1398,2.38785E+11,Regen: SE - PLI,SE,PLI,6,27,2,1,,
1398,9.09129E+11,Regen: SE - SX,SE,SX,,,1,,,
1398,2.14397E+11,Regen: SW - FDI,SW,FDI,11,1,,,,
1398,8.58349E+11,Regen: SW - PLI,SW,PLI,8,31,14,,,
1400,2.6932E+11,Regen: NE - PLI,NE,PLI,,1,7,,,
1400,7.73079E+11,Regen: NW - PLI,NW,PLI,,2,12,,,
1400,2.82485E+11,Regen: SE - PLI,SE,PLI,,,2,,,
1400,1.9864E+11,Regen: SW - PLI,SW,PLI,,2,14,,,
1401,7.2695E+11,Regen: NE - FDI,NE,FDI,,1,,,,
1401,6.1345E+11,Regen: NE - PLI,NE,PLI,2,31,26,,,
1401,9.13071E+11,Regen: NW - PLI,NW,PLI,,33,33,,,
1401,2.75737E+11,Regen: SE - FDI,SE,FDI,1,,,,,
1401,3.67613E+11,Regen: SE - PLI,SE,PLI,,22,58,,,
1401,6.04102E+11,Regen: SW - PLI,SW,PLI,,13,34,,,
1413,9.88885E+11,Regen: NE - ACT,NE,ACT,,,3,1,,
1413,9.51098E+11,Regen: NE - AT,NE,AT,,,,1,,
1413,9.09041E+11,Regen: NE - SX,NE,SX,,,2,1,,
1413,4.55212E+11,Regen: NW - AT,NW,AT,,,,6,,
1413,9.82741E+11,Regen: NW - SX,NW,SX,,,7,1,,
1413,5.05851E+11,Regen: SE - ACT,SE,ACT,,,2,3,,
1413,8.94724E+11,Regen: SE - AT,SE,AT,,,10,3,,
1413,3.95996E+11,Regen: SE - PLI,SE,PLI,1,,,,,
1413,5.76001E+11,Regen: SE - SX,SE,SX,18,5,,,,
1413,9.23443E+11,Regen: SW - AT,SW,AT,,1,1,3,,
1413,3.70921E+11,Regen: SW - PLI,SW,PLI,3,,,,,
1413,8.26747E+11,Regen: SW - SX,SW,SX,11,4,,1,,
1421,9.38257E+11,Regen: NE - PLI,NE,PLI,1,,1,3,,
1421,6.93761E+11,Regen: NW - PLI,NW,PLI,,,,1,,
1421,8.66737E+11,Regen: SE - PLI,SE,PLI,,,,1,,
1421,1.30263E+11,Regen: SW - AT,SW,AT,,,1,1,,
1421,2.30726E+11,Regen: SW - PLI,SW,PLI,,,3,4,,
1422,1.20283E+11,Regen: NE - ,NE,,,,,,no trees only 1 in NW,
1422,5.06904E+11,Regen: NW - PLI,NW,PLI,,,1,,dwarf mistletoe,
1422,3.63182E+11,Regen: SE - ,SE,,,,,,,
1422,6.34472E+11,Regen: SW - ,SW,,,,,,,
1423,-3.34315E+11,Regen:  - ,,,,,,,,
1425,4.90482E+11,Regen: NE - AT,NE,AT,,1,12,3,,
1425,7.60038E+11,Regen: NE - FDI,NE,FDI,,1,,,,
1425,9.40332E+11,Regen: NE - PLI,NE,PLI,,4,1,2,,
1425,6.16463E+11,Regen: NE - SX,NE,SX,,,1,,,
1425,3.24243E+11,Regen: NW - AT,NW,AT,,4,34,2,,
1425,8.25939E+11,Regen: NW - PLI,NW,PLI,,5,8,,,
1425,9.10027E+11,Regen: SE - AT,SE,AT,3,7,20,4,,
1425,2.90397E+11,Regen: SE - FDI,SE,FDI,1,,,,,
1425,1.94318E+11,Regen: SE - PLI,SE,PLI,,7,3,,,
1425,2.27549E+11,Regen: SW - AT,SW,AT,,5,14,4,,
1425,9.91416E+11,Regen: SW - PLI,SW,PLI,2,3,1,3,,
1430,1.3483E+11,Regen: NE - FDI,NE,FDI,4,,,,barley any evidence of burn almost none,
1430,9.08079E+11,Regen: NW - FDI,NW,FDI,,,6,,,
1430,8.80155E+11,Regen: SE - FDI,SE,FDI,1,8,40,1,,
1430,6.77285E+11,Regen: SW - FDI,SW,FDI,7,2,2,,,
1438,2.48507E+11,Regen: NE - FDI,NE,FDI,3,,,,,
1438,4.58621E+11,Regen: NE - PLI,NE,PLI,,2,4,,,
1438,5.52486E+11,Regen: NW - AT,NW,AT,,,1,,,
1438,4.17156E+11,Regen: NW - FDI,NW,FDI,,,1,,,
1438,6.215E+11,Regen: NW - PLI,NW,PLI,,,11,,,
1438,1.26377E+11,Regen: SE - FDI,SE,FDI,5,,,,,
1438,3.88994E+11,Regen: SE - FDI,SE,FDI,1,,,,,
1438,7.13193E+11,Regen: SE - PLI,SE,PLI,,6,7,,,
1438,7.42288E+11,Regen: SW - FDI,SW,FDI,3,2,,,,
1438,9.22258E+11,Regen: SW - PLI,SW,PLI,,4,7,,,
1439,4.96474E+11,Regen: NE - PLI,NE,PLI,,,19,3,,
1439,1.58539E+11,Regen: NW - AT,NW,AT,,,1,1,,
1439,7.64416E+11,Regen: NW - PLI,NW,PLI,,3,40,4,,
1439,2.50779E+11,Regen: SE - PLI,SE,PLI,,,26,14,,
1439,4.484E+11,Regen: SW - AT,SW,AT,,,,2,,
1439,1.27289E+11,Regen: SW - PLI,SW,PLI,,,27,5,,
1440,2.79506E+11,Regen: NE - AT,NE,AT,,,16,4,,
1440,5.14315E+11,Regen: NE - PLI,NE,PLI,,,1,1,,
1440,9.17349E+11,Regen: NW - AT,NW,AT,,,3,4,,
1440,7.42225E+11,Regen: SE - AT,SE,AT,,,4,3,,
1440,8.51401E+11,Regen: SE - PLI,SE,PLI,,,,1,,
1440,7.69534E+11,Regen: SW - AT,SW,AT,,7,,,,
1450,7.65942E+11,Regen: NE - AT,NE,AT,,,5,4,,
1450,2.10733E+11,Regen: NE - PLI,NE,PLI,1,1,,,,
1450,7.18181E+11,Regen: NW - AT,NW,AT,,,12,7,,
1450,2.60862E+11,Regen: NW - PLI,NW,PLI,,,3,,,
1450,2.15092E+11,Regen: SE - AT,SE,AT,,3,3,2,,
1450,7.0473E+11,Regen: SE - PLI,SE,PLI,,,2,,,
1450,2.07748E+11,Regen: SW - AT,SW,AT,,,13,7,,
1450,6.21012E+11,Regen: SW - PLI,SW,PLI,1,,2,,,
1460,1.86133E+11,Regen: NE - AT,NE,AT,,,1,,,
1460,3.057E+11,Regen: NE - FDI,NE,FDI,9,4,3,,,
1460,6.7734E+11,Regen: NW - AT,NW,AT,,,,2,,
1460,2.17311E+11,Regen: NW - FDI,NW,FDI,1,3,1,,,
1460,5.60702E+11,Regen: SE - AT,SE,AT,,,2,3,,
1460,8.40422E+11,Regen: SW - AT,SW,AT,,,1,7,,
1460,5.60877E+11,Regen: SW - FDI,SW,FDI,,1,,,,
1460,-6.79276E+11,Regen:  - ,,,,,,,,
1460,3.01952E+11,Regen: NW - FDI,NW,FDI,3,6,2,,,
1460,6.74727E+11,Regen: SE - AT,SE,AT,,,1,8,,
1460,8.00384E+11,Regen: SE - FDI,SE,FDI,,1,,,,
1460,7.60523E+11,Regen: SW - AT,SW,AT,,,,2,,
1460,1.63623E+11,Regen: SW - FDI,SW,FDI,,,1,,,
1461,3.56327E+11,Regen: NE - PLI,NE,PLI,,,2,2,,
1461,4.45805E+11,Regen: NW - PLI,NW,PLI,,,,5,,
1461,8.77576E+11,Regen: SE - PLI,SE,PLI,,,1,1,,
1461,4.47355E+11,Regen: SW - PLI,SW,PLI,,,1,1,,
1461,8.57747E+11,Regen: NE - ,NE,,,,,,,
1461,4.01599E+11,Regen: NE - PLI,NE,PLI,,,1,2,,
1461,4.73059E+11,Regen: NW - AT,NW,AT,,,1,3,,
1461,7.92222E+11,Regen: NW - PLI,NW,PLI,,2,2,2,,
1461,9.09431E+11,Regen: SE - ,SE,,,,,,east,
1461,4.80463E+11,Regen: SE - PLI,SE,PLI,,,,1,,
1461,5.85637E+11,Regen: SW - ,SW,,,,,,south,
1461,7.51272E+11,Regen: SW - PLI,SW,PLI,,,2,7,,
1467,-1.71299E+11,Regen:  - ,,,,,,,,
1476,4.41396E+11,Regen: NE - AT,NE,AT,,,2,,,
1476,7.74716E+11,Regen: NE - PLI,NE,PLI,,4,191,,,
1476,6.24261E+11,Regen: NW - AT,NW,AT,,,1,,,
1476,8.90418E+11,Regen: NW - PLI,NW,PLI,,10,208,,,
1476,7.91109E+11,Regen: SE - AT,SE,AT,,,5,,,
1476,1.07553E+11,Regen: SE - PLI,SE,PLI,,4,206,,,
1476,1.77294E+11,Regen: SW - AT,SW,AT,,5,,,,
1476,2.51714E+11,Regen: SW - PLI,SW,PLI,,6,163,,,
1478,4.05045E+11,Regen: NE - PLI,NE,PLI,,,4,3,,
1478,1.52888E+11,Regen: NW - AT,NW,AT,,,15,8,,
1478,5.19316E+11,Regen: NW - AT,NW,AT,,,15,6,,
1478,5.14422E+11,Regen: NW - PLI,NW,PLI,,,3,7,,
1478,7.85741E+11,Regen: SE - AT,SE,AT,,,25,10,,
1478,7.48339E+11,Regen: SE - PLI,SE,PLI,,,3,1,,
1478,5.71529E+11,Regen: SW - AT,SW,AT,,,10,15,,
1478,8.90717E+11,Regen: SW - FDI,SW,FDI,,,,4,,
1479,3.91885E+11,Regen: NE - ,NE,,,,,,,
1479,4.44773E+11,Regen: NW - ,NW,,,,,,,
1479,4.1754E+11,Regen: SE - ,SE,,,,,,,
1479,2.38264E+11,Regen: SW - ,SW,,,,,,,
1481,7.15919E+11,Regen: NE - PLI,NE,PLI,,,2,,,
1481,9.27804E+11,Regen: NW - PLI,NW,PLI,,,4,,,
1481,5.06263E+11,Regen: SE - PLI,SE,PLI,,,13,,,
1481,6.05803E+11,Regen: SW - PLI,SW,PLI,,,7,,,
1482,9.72833E+11,Regen: NE - ,NE,,,,,,,
1484,8.6259E+11,Regen: NE - AT,NE,AT,,,3,7,,
1484,7.97614E+11,Regen: NW - ,NW,,,,,,No trees,
1484,4.4416E+11,Regen: SE - AT,SE,AT,,,1,,,
1484,2.51282E+11,Regen: SW - AT,SW,AT,,,2,1,,
1485,-7.3205E+11,Regen:  - ,,,,,,,,
1485,6.62854E+11,Regen: NE - PLI,NE,PLI,1,15,11,1,,
1485,7.32727E+11,Regen: NW - PLI,NW,PLI,1,4,8,,,
1485,1.06849E+11,Regen: SE - PLI,SE,PLI,,6,10,,,
1485,5.29705E+11,Regen: SW - AT,SW,AT,,,1,,,
1485,4.80903E+11,Regen: SW - PLI,SW,PLI,,,8,,,
1485,-9.71941E+11,Regen:  - ,,,,,,,,
1485,4.86908E+11,Regen: NE - ,NE,,,,,,,
1485,4.78879E+11,Regen: NW - ,NW,,,,,,,
1485,1.91873E+11,Regen: SE - ,SE,,,,,,,
1485,2.65829E+11,Regen: SW - ,SW,,,,,,,
1487,8.6094E+11,Regen: NE - PLI,NE,PLI,,,,2,,
1487,5.96431E+11,Regen: NW - PLI,NW,PLI,,,,2,,
1487,3.70363E+11,Regen: SE - PLI,SE,PLI,,,,1,,
1487,6.74594E+11,Regen: SW - PLI,SW,PLI,,,,2,,
1498,8.25374E+11,Regen: NE - AT,NE,AT,,,3,1,,
1498,1.02948E+11,Regen: NE - PLI,NE,PLI,,,1,,,
1498,2.21306E+11,Regen: NW - AT,NW,AT,,,2,,,
1498,4.01854E+11,Regen: NW - PLI,NW,PLI,,,1,,,
1498,1.93915E+11,Regen: SE - PLI,SE,PLI,1,1,2,,,
1498,4.19172E+11,Regen: SW - PLI,SW,PLI,,,1,,,
1500,5.83747E+11,Regen: NE - PLI,NE,PLI,,1,18,,,
1500,9.29762E+11,Regen: NW - PLI,NW,PLI,,,13,,,
1500,7.57735E+11,Regen: SE - PLI,SE,PLI,,4,23,,,
1500,7.41711E+11,Regen: SW - PLI,SW,PLI,,1,18,,,
1501,4.95615E+11,Regen: NE - PLI,NE,PLI,,,5,,,
1501,8.21038E+11,Regen: NW - PLI,NW,PLI,,,6,,,
1501,4.02754E+11,Regen: SE - PLI,SE,PLI,,,6,,,
1501,8.91588E+11,Regen: SW - PLI,SW,PLI,,,3,,,
1502,-1.39684E+11,Regen:  - ,,,,,,,,
1502,2.29274E+11,Regen: NE - AT,NE,AT,,,1,8,Not a normal plot.,
1502,2.23453E+11,Regen: NW - AT,NW,AT,,,4,14,,
1502,3.27981E+11,Regen: SE - AT,SE,AT,,,4,14,,
1502,8.2335E+11,Regen: SW - AT,SW,AT,,,3,34,,
1503,9.1669E+11,Regen: NE - AT,NE,AT,,,18,4,,
1503,4.06116E+11,Regen: NW - AT,NW,AT,,,22,5,,
1503,8.90638E+11,Regen: NW - PLI,NW,PLI,,,1,,,
1503,9.45378E+11,Regen: SE - AT,SE,AT,,,13,10,,
1503,5.54631E+11,Regen: SW - AT,SW,AT,,,19,3,,
1503,6.1045E+11,Regen: SW - PLI,SW,PLI,,,2,1,,
1504,2.63122E+11,Regen: NE - PLI,NE,PLI,,1,2,,,
1504,7.69872E+11,Regen: NW - PLI,NW,PLI,,,1,1,,
1504,9.0926E+11,Regen: SE - FDI,SE,FDI,,1,,,,
1504,1.20629E+11,Regen: SE - PLI,SE,PLI,,,2,,,
1504,9.55756E+11,Regen: SW - PLI,SW,PLI,,,1,,,
1505,9.13384E+11,Regen: NE - PLI,NE,PLI,,3,95,,,
1505,6.64862E+11,Regen: NW - ,NW,,,7,104,,,
1505,1.55072E+11,Regen: SE - PLI,SE,PLI,,,73,,,
1505,3.26604E+11,Regen: SW - PLI,SW,PLI,,2,31,,,
1507,9.01936E+11,Regen: NE - AT,NE,AT,,,3,4,,
1507,8.31742E+11,Regen: NE - PLI,NE,PLI,,,,3,,
1507,7.0476E+11,Regen: NW - AT,NW,AT,,,13,4,,
1507,1.03138E+11,Regen: NW - FDI,NW,FDI,,,,3,,
1507,4.98411E+11,Regen: SE - PLI,SE,PLI,,,3,2,,
1507,5.91678E+11,Regen: SW - AT,SW,AT,,,5,4,,
1507,7.53485E+11,Regen: SW - PLI,SW,PLI,,,5,3,,
1508,4.86123E+11,Regen: NE - PLI,NE,PLI,,,,1,,
1508,7.1073E+11,Regen: NW - PLI,NW,PLI,,,1,3,,
1508,4.5268E+11,Regen: SE - PLI,SE,PLI,,,,1,,
1508,6.5256E+11,Regen: SW - PLI,SW,PLI,,3,,5,,
1510,1.93337E+11,Regen: NE - ,NE,,,,,,,
1510,1.27728E+11,Regen: NW - ,NW,,,15,415,,,
1510,1.8484E+11,Regen: SE - ,SE,,,,,,,
1510,8.63691E+11,Regen: SW - ,SW,,,,,,,
1511,6.75678E+11,Regen: NE - PLI,NE,PLI,,,90,,,
1511,1.66132E+11,Regen: NW - PLI,NW,PLI,,,89,,,
1511,8.79078E+11,Regen: SE - PLI,SE,PLI,,,88,,,
1511,6.77371E+11,Regen: SW - PLI,SW,PLI,,,93,,,
1514,5.33795E+11,Regen: NE - AT,NE,AT,,,,,0 trees,
1514,4.78904E+11,Regen: NW - AT,NW,AT,,1,4,2,,
1514,3.53329E+11,Regen: SE - AT,SE,AT,,,5,2,,
1514,8.77606E+11,Regen: SW - AT,SW,AT,,,17,2,,
1514,6.47916E+11,Regen: SW - PLI,SW,PLI,,,1,,,
1518,8.89282E+11,Regen: NE - PLI,NE,PLI,,3,,,,
1518,5.73649E+11,Regen: NW - PLI,NW,PLI,,4,,,,
1518,7.12935E+11,Regen: SE - PLI,SE,PLI,,4,2,,,
1518,8.61886E+11,Regen: SW - PLI,SW,PLI,,3,5,,,
1522,9.39413E+11,Regen: NE - PLI,NE,PLI,2,13,17,,,
1522,3.82089E+11,Regen: NW - PLI,NW,PLI,5,10,,,,
1522,8.65255E+11,Regen: SE - PLI,SE,PLI,1,5,19,,,
1522,3.94729E+11,Regen: SW - PLI,SW,PLI,6,5,2,,,
1526,3.02434E+11,Regen: NE - PLI,NE,PLI,,,1,3,,
1526,5.97527E+11,Regen: NW - PLI,NW,PLI,,2,,,,
1526,8.25855E+11,Regen: SE - PLI,SE,PLI,,,1,9,,
1526,3.3428E+11,Regen: SW - PLI,SW,PLI,,1,,1,,
1527,5.04861E+11,Regen: NE - ,NE,,,,,,,
1527,1.04043E+11,Regen: NW - PLI,NW,PLI,,101,303,,,
1527,1.29531E+11,Regen: SE - ,SE,,,,,,,
1527,3.23031E+11,Regen: SW - ,SW,,,,,,,
1529,6.12106E+11,Regen: NE - ,NE,,,9,187,,,
1529,2.92478E+11,Regen: NW - PLI,NW,PLI,,2,160,,,
1529,8.7446E+11,Regen: SE - PLI,SE,PLI,,1,159,,,
1529,8.7133E+11,Regen: SW - PLI,SW,PLI,,,146,,,
1531,3.40867E+11,Regen: NE - AT,NE,AT,,,1,5,,
1531,5.88442E+11,Regen: NE - FDI,NE,FDI,1,,,,,
1531,4.89611E+11,Regen: NE - PLI,NE,PLI,,,1,,,
1531,4.53443E+11,Regen: NW - AT,NW,AT,,,0,11,,
1531,4.42053E+11,Regen: NW - PLI,NW,PLI,,,1,,,
1531,2.53591E+11,Regen: SE - AT,SE,AT,,,1,6,,
1531,3.91167E+11,Regen: SE - PLI,SE,PLI,,,1,,,
1531,7.99879E+11,Regen: SW - AT,SW,AT,,,4,3,,
1535,8.00344E+11,Regen: NE - AT,NE,AT,,,,1,,
1535,8.58899E+11,Regen: NW - ,NW,,,,,,No trees,
1535,3.07591E+11,Regen: SE - PLI,SE,PLI,,,,9,,
1535,4.66261E+11,Regen: SW - PLI,SW,PLI,,,,9,,
1538,9.54893E+11,Regen: NE - PLI,NE,PLI,,2,,,,
1538,9.12101E+11,Regen: NW - ,NW,,,,,,N/a trees,
1538,2.7129E+11,Regen: SE - PLI,SE,PLI,,,,,N/a trees,
1538,7.46284E+11,Regen: SW - ,SW,,,,,,N/a trees,
1539,-5.99945E+11,Regen:  - ,,,,,,,,
1539,6.65599E+11,Regen: NE - PLI,NE,PLI,,83,83,7,,
1539,4.77769E+11,Regen: NW - PLI,NW,PLI,,,8,3,,
1539,4.33618E+11,Regen: SE - PLI,SE,PLI,,,164,4,,
1539,1.4438E+11,Regen: SW - PLI,SW,PLI,,,46,1,,
1540,4.20378E+11,Regen: NE - PLI,NE,PLI,1,,9,2,,
1540,8.12688E+11,Regen: NW - PLI,NW,PLI,,13,,2,,
1540,9.59499E+11,Regen: SE - PLI,SE,PLI,,1,9,1,,
1540,5.00649E+11,Regen: SW - PLI,SW,PLI,,,8,,,
1542,6.58439E+11,Regen: NE - PLI,NE,PLI,,6,50,,,
1542,8.84029E+11,Regen: NW - PLI,NW,PLI,,3,25,,,
1542,3.75648E+11,Regen: SE - PLI,SE,PLI,,4,48,,,
1542,8.42567E+11,Regen: SW - PLI,SW,PLI,,8,40,,,
1544,3.11877E+11,Regen: NE - PLI,NE,PLI,,,,1,,
1544,9.5977E+11,Regen: NW - PLI,NW,PLI,,,1,,,
1544,3.44918E+11,Regen: SE - ,SE,,,,,,No trees,
1544,8.74453E+11,Regen: SW - PLI,SW,PLI,,,1,,,
1552,7.17294E+11,Regen: NE - FDI,NE,FDI,37,,,,,
1552,7.45204E+11,Regen: NW - FDI,NW,FDI,31,,,,,
1552,7.14506E+11,Regen: SE - FDI,SE,FDI,39,,,,,
1552,3.253E+11,Regen: SW - FDI,SW,FDI,54,,,,,
1554,1.73618E+11,Regen: NE - PLI,NE,PLI,1,1,15,2,,
1554,4.06554E+11,Regen: NW - PLI,NW,PLI,,,13,,,
1554,1.94122E+11,Regen: SE - PLI,SE,PLI,,,12,2,,
1554,6.19434E+11,Regen: SW - PLI,SW,PLI,,,12,4,,
1557,5.94303E+11,Regen: NE - PLI,NE,PLI,5,6,,1,,
1557,6.92832E+11,Regen: NW - PLI,NW,PLI,4,13,,2,,
1557,4.85048E+11,Regen: SE - PLI,SE,PLI,4,14,20,,,
1557,5.47652E+11,Regen: SW - PLI,SW,PLI,5,9,6,1,,
1558,6.1557E+11,Regen: NE - PLI,NE,PLI,1,17,113,,,
1558,6.21644E+11,Regen: NW - PLI,NW,PLI,,4,85,,,
1558,4.98196E+11,Regen: SE - PLI,SE,PLI,1,4,86,,,
1558,5.08802E+11,Regen: SW - PLI,SW,PLI,,2,89,,,
1559,2.80258E+11,Regen: NE - PLI,NE,PLI,,10,,8,,
1559,3.88398E+11,Regen: NW - PLI,NW,PLI,,,2,11,,
1559,5.29244E+11,Regen: SE - PLI,SE,PLI,,,,7,,
1559,1.76321E+11,Regen: SW - PLI,SW,PLI,,,3,10,,
1560,3.98355E+11,Regen: NE - AT,NE,AT,,,20,,,
1560,2.9256E+11,Regen: NE - PLI,NE,PLI,,,2,,,
1560,3.45855E+11,Regen: NE - SW,NE,SW,2,4,22,,,
1560,2.67517E+11,Regen: NW - AT,NW,AT,,,13,,,
1560,7.43534E+11,Regen: NW - PLI,NW,PLI,,,5,,,
1560,2.32009E+11,Regen: NW - SW,NW,SW,,3,14,,,
1560,1.62841E+11,Regen: SE - AT,SE,AT,,,8,3,,
1560,4.29645E+11,Regen: SE - PLI,SE,PLI,,1,,,,
1560,1.24404E+11,Regen: SE - SW,SE,SW,3,3,14,,,
1560,3.97891E+11,Regen: SW - PLI,SW,PLI,,1,,,,
1560,4.96755E+11,Regen: SW - SW,SW,SW,,1,10,,,
1562,7.14513E+11,Regen: NE - ,NE,,,,,,No trees,
1562,2.70644E+11,Regen: NW - AT,NW,AT,,,,1,,
1562,1.80168E+11,Regen: SE - FDI,SE,FDI,,1,,,,
1562,2.51283E+11,Regen: SW - FDI,SW,FDI,,2,,,,
1562,7.10732E+11,Regen: SW - PLI,SW,PLI,,,1,,,
1564,5.11518E+11,Regen: NE - PLI,NE,PLI,,2,4,,,
1564,1.49443E+11,Regen: NW - PLI,NW,PLI,,,6,,,
1564,8.95346E+11,Regen: SE - PLI,SE,PLI,,1,3,,,
1564,5.57963E+11,Regen: SW - PLI,SW,PLI,,,10,,,
1567,8.15373E+11,Regen: NE - ,NE,,1,2,27,2,,
1567,7.42818E+11,Regen: NW - PLI,NW,PLI,,2,22,3,,
1567,2.74802E+11,Regen: SE - PLI,SE,PLI,1,7,43,1,,
1567,8.80109E+11,Regen: SW - PLI,SW,PLI,,3,35,3,,
1569,2.45869E+11,Regen: NE - PLI,NE,PLI,,3,36,,,
1569,5.08094E+11,Regen: NW - PLI,NW,PLI,,5,55,,,
1569,4.28198E+11,Regen: SE - PLI,SE,PLI,,,63,,,
1569,4.09452E+11,Regen: SW - PLI,SW,PLI,,,65,,,
1571,3.79378E+11,Regen: NE - PLI,NE,PLI,,7,234,,,
1571,4.47689E+11,Regen: NW - PLI,NW,PLI,,19,145,,,
1571,6.92685E+11,Regen: SE - PLI,SE,PLI,,4,237,,,
1571,5.26971E+11,Regen: SW - PLI,SW,PLI,,11,151,,,
1573,6.32344E+11,Regen: NE - PLI,NE,PLI,,1,13,,,
1573,5.94873E+11,Regen: NW - PLI,NW,PLI,8,,,1,,
1573,9.82514E+11,Regen: SE - PLI,SE,PLI,,2,5,4,,
1573,6.86929E+11,Regen: SW - PLI,SW,PLI,,1,13,1,,
1577,7.04702E+11,Regen: NE - PLI,NE,PLI,,,6,10,,
1577,3.65823E+11,Regen: NW - PLI,NW,PLI,,,7,6,,
1577,9.61392E+11,Regen: SE - PLI,SE,PLI,,,3,2,,
1577,7.55062E+11,Regen: SW - PLI,SW,PLI,,4,5,,,
1578,-6.81626E+11,Regen:  - ,,,,,,,,
1578,5.43021E+11,Regen: NE - PLI,NE,PLI,,,71,,,
1578,7.11366E+11,Regen: NE - PLI,NE,PLI,,71,,,,
1578,1.74683E+11,Regen: SE - PLI,SE,PLI,,,77,2,,
1578,3.7483E+11,Regen: SW - PLI,SW,PLI,,,63,7,,
1578,1.14396E+11,Regen: SW - PLI,SW,PLI,,,63,7,,
1579,1.64143E+11,Regen: NE - PLI,NE,PLI,,31,3,2,,
1579,2.06715E+11,Regen: NW - PLI,NW,PLI,,1,19,1,,
1579,7.57256E+11,Regen: SE - AT,SE,AT,,1,,,,
1579,3.77214E+11,Regen: SE - PLI,SE,PLI,,,31,6,,
1579,3.1981E+11,Regen: SW - ,SW,,,,,,,
1579,7.5246E+11,Regen: SW - PLI,SW,PLI,,,35,2,,
1580,7.6072E+11,Regen: NE - PLI,NE,PLI,1,,,4,,
1580,6.89693E+11,Regen: NW - PLI,NW,PLI,,,,2,,
1580,4.89308E+11,Regen: SE - PLI,SE,PLI,,,1,3,,
1580,5.89407E+11,Regen: SW - PLI,SW,PLI,,,,2,,
1581,6.58306E+11,Regen: NE - PLI,NE,PLI,,,10,2,,
1581,4.62148E+11,Regen: NW - PLI,NW,PLI,,6,9,,,
1581,2.07608E+11,Regen: SE - PLI,SE,PLI,,1,2,12,,
1581,2.55713E+11,Regen: SW - PLI,SW,PLI,,,,8,,
1583,7.97155E+11,Regen: NE - AT,NE,AT,,2,2,0,,
1583,9.2074E+11,Regen: NE - PLI,NE,PLI,,1,85,16,,
1583,8.09807E+11,Regen: NW - AT,NW,AT,,,1,2,,
1583,5.00945E+11,Regen: NW - PLI,NW,PLI,,4,76,10,,
1583,3.62408E+11,Regen: SE - AT,SE,AT,,,1,1,,
1583,5.53389E+11,Regen: SE - PLI,SE,PLI,,,84,40,,
1583,1.51403E+11,Regen: SW - AT,SW,AT,,,3,1,,
1583,7.59743E+11,Regen: SW - PLI,SW,PLI,,,135,14,,
1584,7.68765E+11,Regen: NE - PLI,NE,PLI,,0,42,7,,
1584,1.42737E+11,Regen: NW - PLI,NW,PLI,,,41,11,,
1584,2.17276E+11,Regen: SE - PLI,SE,PLI,,4,53,6,,
