Map Page Number,SampleSite_ID,Latitude,Longitude
40,1406,52.08871138,-123.449597
41,1175,52.01333662,-123.293389
41,1214,52.02264251,-123.307416
41,1216,52.0219566,-123.2782464
41,1251,52.03362017,-123.394393
41,1253,52.03126427,-123.2922729
41,1288,52.04158557,-123.3500796
41,1289,52.04124895,-123.335488
41,1290,52.04022799,-123.2917146
41,1291,52.03988397,-123.2771239
41,1332,52.0502128,-123.3349384
41,1364,52.05849752,-123.3051941
41,1430,52.11429532,-123.389549
42,1219,52.02091388,-123.2344938
42,1255,52.03057453,-123.2630978
42,1292,52.03953811,-123.2625335
42,1333,52.04850162,-123.2619689
42,1421,52.1022812,-123.2585764
42,1422,52.10193301,-123.2439652
43,1180,52.00872307,-123.1038456
43,1182,52.0079856,-123.0746887
43,1185,52.00648851,-123.0163779
43,1186,52.00610963,-123.0018008
43,1220,52.01768601,-123.1032487
43,1221,52.01731813,-123.0886672
43,1222,52.0169484,-123.0740858
43,1225,52.01507206,-123.001183
43,1257,52.027015,-123.1172364
43,1258,52.02664889,-123.1026516
43,1259,52.02628093,-123.088067
43,1261,52.02553948,-123.0588986
43,1264,52.02403441,-123.0005649
43,1294,52.03597788,-123.116642
43,1295,52.03561169,-123.1020542
43,1297,52.03487379,-123.0728793
43,1298,52.03450206,-123.0582923
43,1299,52.03412849,-123.0437054
43,1335,52.04457442,-123.1014566
43,1340,52.0423381,-123.0139169
43,1341,52.04195891,-122.9993279
43,1367,52.05205329,-123.0424859
43,1398,52.0707237,-123.0704633
43,1400,52.0696021,-123.0266668
43,1401,52.06922453,-123.0120685
43,1413,52.08901855,-123.0838592
43,1423,52.09798078,-123.0832571
43,1425,52.09723815,-123.0540406
44,1153,52.03238185,-124.285417
44,1155,52.03194367,-124.2562282
44,1192,52.04156585,-124.299661
44,1196,52.04068932,-124.2412714
45,736,51.92773755,-123.9253069
45,740,51.92640011,-123.8525213
45,783,51.93670478,-123.92488
45,787,51.93536707,-123.8520795
45,832,51.945934,-123.9390166
45,834,51.94514228,-123.8953263
45,835,51.94487469,-123.8807632
45,882,51.95384162,-123.880327
45,883,51.95357213,-123.8657611
45,884,51.95330079,-123.8511954
45,919,51.96412852,-123.9527378
45,920,51.96280848,-123.8798906
45,921,51.96253893,-123.8653217
45,923,51.9619943,-123.8361845
45,961,51.97123422,-123.8503105
45,996,51.98127574,-123.9081677
45,997,51.98100978,-123.8935925
45,998,51.98074198,-123.8790174
45,1029,51.98889396,-123.8348474
45,1056,51.99840543,-123.8635625
45,1087,52.00737188,-123.8631223
45,1088,52.00710022,-123.8485385
45,1123,52.01606654,-123.8480951
45,1124,52.01579298,-123.8335086
46,742,51.92585222,-123.8234084
46,789,51.93481908,-123.8229606
46,838,51.94378586,-123.8225126
46,887,51.95247571,-123.8074993
46,924,51.96144229,-123.807048
46,925,51.96116352,-123.79248
