SampleSite_ID,Latitude,Longitude,MapPageID,Aspect,Elevation,Slope,TWI,Zone,Subzone,Variant,Solar_Radiation,PARENT_SOILS,SOILNAME_1,TEXTURE_1,PERCENT_1,DRAIN_1,COFRAG_1,SOILNAME_2,TEXTURE_2,PERCENT_2,DRAIN_2,COFRAG_2,SOILNAME_3,TEXTURE_3,PERCENT_3,DRAIN_3,COFRAG_3,Fire_Year_1,Fire_Number_1,Fire_Date_1,Fire_Severity_1,Severity_Patch_Size_1,Species_1,Age_1,Height_1,Crown_Closure_1,Disturbance_Type_1,Disturbance_Date_1,Harvest_Date_1,Fire_Year_2,Fire_Number_2,Fire_Date_2,Fire_Severity_2,Severity_Patch_Size_2,Species_2,Age_2,Height_2,Crown_Closure_2,Disturbance_Type_2,Disturbance_Date_2,Harvest_Date_2,Distance_to_Perimeter
1475,52.20897078,-124.1024684,37,12.65255642,1080,12.55487919,5.987083912,SBPS,xc,,945041.2746,TILL ,NO SOILS DATA,,0,,0,,,0,,0,,,0,,0,2015,C50146,2015-07-08,Medium,872.3744222,PL,68,3.9,70,,,,,,,,,,,,,,,,517.8865683
1476,52.20872947,-124.0878154,37,45,1049,7.424621105,7.20553875,IDF,dk,4,985974.6947,GLACIOLACUSTRINE ,NO SOILS DATA,,0,,0,,,0,,0,,,0,,0,2015,C50146,2015-07-08,Medium,872.3744222,PL,68,3.9,70,,,,,,,,,,,,,,,,534.895108
1477,52.20848631,-124.0731625,37,164.7448883,999,8.551315308,10.61960316,IDF,dk,4,1056928.846,GLACIOLACUSTRINE ,NO SOILS DATA,,0,,0,,,0,,0,,,0,,0,2015,C50146,2015-07-08,Medium,872.3744222,PL,96,10,60,IBM,2005-01-01,,,,,,,,,,,,,,100.4657679
1478,52.19496486,-123.3846869,46,180,1061,1.5,8.111728668,SBPS,xc,,1031027.884,GLACIOFLUVIAL ,SALT LAKE,SIL,60,W,19,TYEE,SL,40,MW,20,,-,,,,2010,C50186,2010-07-27,Unknown,16233.7919,PL,105,16.8,60,IBM,2005-01-01,,,,,,,,,,,,,,293.1512183
1479,52.21793652,-124.1020754,37,178.0250702,1069,14.50861835,7.228744984,SBPS,xc,,1097717.585,GLACIOLACUSTRINE ,NO SOILS DATA,,0,,0,,,0,,0,,,0,,0,2015,C50146,2015-07-08,Medium,872.3744222,PL,195,15.8,10,IBM,1985-01-01,,,,,,,,,,,,,,162.0048567
1480,52.21769516,-124.0874194,37,197.1027222,1087,6.800735474,7.698774815,IDF,dk,4,1060273.355,TILL ,NO SOILS DATA,,0,,0,,,0,,0,,,0,,0,2015,C50146,2015-07-08,Medium,872.3744222,PL,166,14.4,10,IBM,1985-01-01,,,,,,,,,,,,,,349.1836289
1481,52.21745195,-124.0727635,37,154.6538239,1060,5.25594902,6.857832909,IDF,dk,4,1048208.607,TILL ,NO SOILS DATA,,0,,0,,,0,,0,,,0,,0,2015,C50146,2015-07-08,Medium,872.3744222,PL,114,15.8,10,IBM,1985-01-01,,,,,,,,,,,,,,407.5808196
1482,52.21695996,-124.0434523,37,135,982,8.485280991,6.378860474,IDF,dk,4,1040413.258,GLACIOFLUVIAL ,NO SOILS DATA,,0,,0,,,0,,0,,,0,,0,2015,C50146,2015-07-08,Unburned,2.984791906,AT,135,19.8,70,,,,,,,,,,,,,,,,0
1483,52.21671118,-124.0287969,37,186.9529572,998,10.32593822,6.8756814,IDF,dk,4,1067392.128,GLACIOFLUVIAL ,NO SOILS DATA,,0,,0,,,0,,0,,,0,,0,2015,C50146,2015-07-08,Low,1.882109458,PL,135,17.5,20,IBM,1985-01-01,,,,,,,,,,,,,,227.7105808
1484,52.21646054,-124.0141417,37,234.8193054,1036,18.65810776,7.38267231,IDF,dk,4,1064885.173,TILL ,NO SOILS DATA,,0,,0,,,0,,0,,,0,,0,2015,C50146,2015-07-08,Medium,10.2035553,FD,145,17.7,30,,,,,,,,,,,,,,,,115.0654375
1485,52.21620805,-123.9994867,37,122.125,1015,25.38700485,6.669250488,IDF,dk,4,1062284.003,GLACIOFLUVIAL ,SALT LAKE,SIL,60,W,19,TYEE,SL,40,MW,20,,-,,,,2015,C50146,2015-07-08,Medium,4414.075129,FD,165,18.3,20,,,,,,,,,,,,,,,,115.9019615
1486,52.2141213,-123.8822527,38,120.9637527,1042,1.457737923,8.140307426,SBPS,xc,,1024027.335,TILL ,TYEE,SL,100,MW,20,,-,,,,,-,,,,2015,C50146,2015-07-08,Low,383.643674,PL,145,19.3,30,IBM,1979-01-01,,,,,,,,,,,,,,44.74173305
1487,52.20458678,-123.4134393,45,83.6598053,1057,2.263846397,8.393275261,IDF,dk,4,1019922.742,GLACIOFLUVIAL ,SALT LAKE,SIL,60,W,19,TYEE,SL,40,MW,20,,-,,,,2010,C50186,2010-07-27,Unknown,16233.7919,,,,,,,2005-05-17,,,,,,,,,,,,,362.5963216
1488,52.20425822,-123.3987923,46,168.6900635,1070,1.274754882,8.274439812,SBPS,xc,,1030702.519,GLACIOFLUVIAL ,SALT LAKE,SIL,60,W,19,TYEE,SL,40,MW,20,,-,,,,2010,C50186,2010-07-27,Unknown,16233.7919,,,,,,,2005-05-17,,,,,,,,,,,,,535.9237629
1489,52.2039278,-123.3841456,46,174.8055725,1073,2.761340141,9.110915184,SBPS,xc,,1039389.519,GLACIOFLUVIAL ,SALT LAKE,SIL,60,W,19,TYEE,SL,40,MW,20,,-,,,,2010,C50186,2010-07-27,Unknown,16233.7919,PL,210,21.2,40,IBM,2005-01-01,,,,,,,,,,,,,,829.3152085
1490,52.20359553,-123.369499,46,188.1300964,1087,1.767766953,9.333770752,SBPS,xc,,1035970.479,GLACIOFLUVIAL ,SALT LAKE,SIL,60,W,19,TYEE,SL,40,MW,20,,-,,,,2010,C50186,2010-07-27,Unknown,16233.7919,PL,210,22.2,55,IBM,2004-01-01,,,,,,,,,,,,,,739.9991485
1491,52.20326141,-123.3548527,46,165.9637604,1086,2.061552763,7.793733597,SBPS,xc,,1037289.964,GLACIOFLUVIAL ,SALT LAKE,SIL,60,W,19,TYEE,SL,40,MW,20,,-,,,,2010,C50186,2010-07-27,Unknown,16233.7919,PL,170,18.3,40,IBM,2004-01-01,,,,,,,,,,,,,,571.7688163
1492,52.20292543,-123.3402067,46,110.5560455,1086,4.272001743,8.451405525,SBPS,xc,,1033517.032,GLACIOLACUSTRINE ,SALT LAKE,SIL,60,W,19,TYEE,SL,40,MW,20,,-,,,,2010,C50186,2010-07-27,Unknown,16233.7919,PL,105,16.8,50,IBM,2004-01-01,,,,,,,,,,,,,,494.604759
1493,52.24102279,-125.4215128,43,120.2032394,1488,19.3810482,6.939192295,MS,xv,,1119717.823,TILL ,NO SOILS DATA,,0,,0,,,0,,0,,,0,,0,2004,C50125,2004-06-21,Unknown,20506.41439,PL,67,7.44783,40,,,,,,,,,,,,,,,,532.7880061
1494,52.23364668,-124.5708517,36,2.489552975,1357,5.755432129,7.460196495,SBPS,xc,,1023962.552,TILL ,NO SOILS DATA,,0,,0,,,0,,0,,,0,,0,2014,C50146,2014-08-02,Unknown,44.61563322,PL,212,13.4,30,IBM,2004-01-01,,,,,,,,,,,,,,114.8643794
1495,52.22666079,-124.0870232,37,149.0362396,1113,1.457737923,11.18482971,SBPS,xc,,1036297.503,TILL ,NO SOILS DATA,,0,,0,,,0,,0,,,0,,0,2015,C50146,2015-07-08,Low,285.7621245,PL,186,15.5,20,IBM,1985-01-01,,,,,,,,,,,,,,682.6128779
1496,52.22641753,-124.0723643,37,153.4349518,1099,4.472136021,9.098769188,IDF,dk,4,1049595.556,TILL ,NO SOILS DATA,,0,,0,,,0,,0,,,0,,0,2015,C50146,2015-07-08,Medium,4414.075129,PL,86,8.2,70,IBM,2007-01-01,,,,,,,,,,,,,,793.4855665
1497,52.22617241,-124.0577056,37,284.7435608,1050,14.73516178,5.826956749,IDF,dk,4,986495.2674,GLACIOFLUVIAL ,NO SOILS DATA,,0,,0,,,0,,0,,,0,,0,2015,C50146,2015-07-08,Medium,4414.075129,PLI,30,5.7,25,B,1985-07-01,,,,,,,,,,,,,,487.2896699
1498,52.22592544,-124.043047,37,191.3099365,1047,2.549509764,11.60664368,IDF,dk,4,1028764.275,TILL ,NO SOILS DATA,,0,,0,,,0,,0,,,0,,0,2015,C50146,2015-07-08,Medium,4414.075129,FD,155,19.6,20,IBM,1985-01-01,,,,,,,,,,,,,,343.0843379
1499,52.22567661,-124.0283886,37,217.1466827,1100,10.35012054,9.893767357,IDF,dk,4,1070394.004,TILL ,NO SOILS DATA,,0,,0,,,0,,0,,,0,,0,2015,C50146,2015-07-08,Medium,4414.075129,FD,155,21.8,20,IBM,2005-01-01,,,,,,,,,,,,,,113.3680954
1500,52.22542592,-124.0137304,37,52.43140793,1092,8.200610161,7.10613203,IDF,dk,4,992019.4446,TILL ,NO SOILS DATA,,0,,0,,,0,,0,,,0,,0,2015,C50146,2015-07-08,Medium,4414.075129,PL,44,8.6,40,IBM,2007-01-01,,,,,,,,,,,,,,358.7875069
1501,52.22517338,-123.9990723,37,198.4349518,1049,0.790569425,8.752195358,IDF,dk,4,1023804.188,TILL ,SALT LAKE,SIL,60,W,19,TYEE,SL,40,MW,20,,-,,,,2015,C50146,2015-07-08,Medium,4414.075129,PL,135,16.5,40,IBM,1985-01-01,,,,,,,,,,,,,,633.8536036
1502,52.22491898,-123.9844144,38,158.3177032,993,22.32991219,6.509878635,IDF,dk,4,1108325.657,GLACIOFLUVIAL ,WHISKEY CREEK,SL,60,W,23,WHISKEY CREEK,SL,25,W,,CHIMNEY,CL,15,W,35,2015,C50146,2015-07-08,Low,6.917270855,AT,115,17.2,60,,,,,,,,,,,,,,,,42.63897937
1503,52.22466272,-123.9697567,38,84.80557251,999,2.761340141,7.501477242,IDF,dk,4,1009689.923,GLACIOFLUVIAL ,WHISKEY CREEK,SL,60,W,23,WHISKEY CREEK,SL,25,W,,CHIMNEY,CL,15,W,35,2015,C50146,2015-07-08,Medium,4414.075129,PL,125,13.6,20,IBM,1979-01-01,,,,,,,,,,,,,,223.0252156
1504,52.22440461,-123.9550992,38,355.815094,1007,10.27740192,7.285858154,IDF,dk,4,947896.0245,TILL ,WHISKEY CREEK,SL,60,W,23,WHISKEY CREEK,SL,25,W,,CHIMNEY,CL,15,W,35,2015,C50146,2015-07-08,Medium,4414.075129,PL,125,14.6,20,IBM,1979-01-01,,,,,,,,,,,,,,625.9166311
1505,52.22388282,-123.9257846,38,261.5288696,1002,11.87960434,7.988280773,IDF,dk,4,1015678.703,TILL ,WHISKEY CREEK,SL,60,W,23,WHISKEY CREEK,SL,25,W,,CHIMNEY,CL,15,W,35,2015,C50146,2015-07-08,Low,0.848436683,PL,95,10.2,70,IBM,2005-01-01,,,,,,,,,,,,,,759.8778244
1506,52.2233536,-123.8964707,38,111.8014069,1040,2.692582369,8.21984005,SBPS,xc,,1024812.448,ORGANIC ,WILLIAMS LAKE,SIL,70,MW,19,CHIMNEY,CL,30,W,35,,-,,,,2015,C50146,2015-07-08,Low,383.643674,PL,105,11,50,IBM,2005-01-01,,,,,,,,,,,,,,66.02403688
1507,52.21420147,-123.4422044,45,260.0958252,1041,15.98827648,6.438484669,IDF,dk,4,1023220.733,GLACIOFLUVIAL ,WHISKEY CREEK,SL,60,W,23,WHISKEY CREEK,SL,25,W,,CHIMNEY,CL,15,W,35,2010,C50186,2010-07-27,Unknown,16233.7919,FD,260,22.3,25,,,,,,,,,,,,,,,,648.4569845
1508,52.21255834,-123.3689544,46,30.96375656,1090,2.915475845,7.447160244,SBPS,xc,,1010834.065,GLACIOFLUVIAL ,SALT LAKE,SIL,60,W,19,TYEE,SL,40,MW,20,,-,,,,2010,C50186,2010-07-27,Unknown,16233.7919,PL,20,2.9,10,,,,,,,,,,,,,,,,110.0179736
1509,52.21222415,-123.3543051,46,225,1093,1.060660124,10.06773949,SBPS,xc,,1030910.307,GLACIOFLUVIAL ,SALT LAKE,SIL,60,W,19,ALIX,SL,25,R,37,HAWKS,SIL,15,R,25,2010,C50186,2010-07-27,Unknown,16233.7919,,,,,,,2005-05-17,,,,,,,,,,,,,90.67993097
1510,52.23562635,-124.0866269,37,258.6900635,1120,3.824264526,7.175827026,SBPS,xc,,1033437.276,TILL ,NO SOILS DATA,,0,,0,,,0,,0,,,0,,0,2015,C50146,2015-07-08,Medium,4414.075129,PL,75,7.5,70,IBM,2007-01-01,,,,,,,,,,,,,,145.1767123
1511,52.23538304,-124.071965,37,153.4349518,1120,2.23606801,7.712474346,SBPS,xc,,1041671.35,TILL ,NO SOILS DATA,,0,,0,,,0,,0,,,0,,0,2015,C50146,2015-07-08,Medium,4414.075129,PLI,22,2.9,10,,,1996-01-01,,,,,,,,,,,,,1098.233929
1512,52.23489085,-124.0426416,37,243.4349518,1084,2.23606801,7.712474346,IDF,dk,4,1029817.592,TILL ,NO SOILS DATA,,0,,0,,,0,,0,,,0,,0,2015,C50146,2015-07-08,Low,12.61321162,PL,178,17.1,20,IBM,1985-01-01,,,,,,,,,,,,,,772.5350701
1513,52.23439123,-124.0133189,37,86.98721313,1139,19.02629852,7.517281532,IDF,dk,4,1010662.709,TILL ,NO SOILS DATA,,0,,0,,,0,,0,,,0,,0,2015,C50146,2015-07-08,High,15.58104118,FD,175,20.3,20,,,,,,,,,,,,,,,,475.8220037
1514,52.23413864,-123.9986578,37,163.7397919,1047,12.5,8.935903549,IDF,dk,4,1079338.154,TILL ,WHISKEY CREEK,SL,60,W,23,WHISKEY CREEK,SL,25,W,,CHIMNEY,CL,15,W,35,2015,C50146,2015-07-08,Medium,4414.075129,PL,135,15.4,40,U,1985-01-01,,,,,,,,,,,,,,470.561918
1515,52.23388419,-123.9839969,38,175.8150787,1014,10.27740192,7.285858154,IDF,dk,4,1067162.497,GLACIOFLUVIAL ,WHISKEY CREEK,SL,60,W,23,WHISKEY CREEK,SL,25,W,,CHIMNEY,CL,15,W,35,2015,C50146,2015-07-08,Medium,4414.075129,PL,125,13.6,20,IBM,1979-01-01,,,,,,,,,,,,,,715.5498089
1516,52.23362788,-123.9693361,38,348.6900635,1047,3.824264526,8.562121391,IDF,dk,4,996600.9625,TILL ,SALT LAKE,SIL,60,W,19,TYEE,SL,40,MW,20,,-,,,,2015,C50146,2015-07-08,Medium,4414.075129,PL,85,10.7,60,IBM,1979-01-01,,,,,,,,,,,,,,873.0579241
1517,52.23336972,-123.9546756,38,114.4439545,1051,9.06228447,8.615656853,IDF,dk,4,1037880.513,TILL ,SALT LAKE,SIL,60,W,19,TYEE,SL,40,MW,20,,-,,,,2015,C50146,2015-07-08,Medium,4414.075129,FD,285,29.7,20,,,,,,,,,,,,,,,,336.1422563
1518,52.2331097,-123.9400152,38,307.146698,1017,10.35012054,6.180195332,IDF,dk,4,971004.0425,TILL ,WHISKEY CREEK,SL,60,W,23,WHISKEY CREEK,SL,25,W,,CHIMNEY,CL,15,W,35,2015,C50146,2015-07-08,Low,208.2789829,PL,133,14.7,20,IBM,1979-01-01,,,,,,,,,,,,,,28.8846127
1519,52.23284782,-123.9253549,38,255.9637604,1048,2.061552763,8.486881256,SBPS,xc,,1022952.952,TILL ,TYEE,SL,100,MW,20,,-,,,,,-,,,,2015,C50146,2015-07-08,Medium,4414.075129,PL,105,13.1,50,IBM,2005-01-01,,,,,,,,,,,,,,459.9060078
1520,52.23258409,-123.9106949,38,35.53767776,1053,2.15058136,7.751455307,SBPS,xc,,1010647.089,TILL ,TYEE,SL,100,MW,20,,-,,,,,-,,,,2015,C50146,2015-07-08,Medium,4414.075129,PL,145,17.3,20,IBM,2005-01-01,,,,,,,,,,,,,,219.9117221
1521,52.2323185,-123.896035,38,11.30993271,1042,3.824264526,7.868974209,SBPS,xc,,996376.7355,TILL ,TYEE,SL,100,MW,20,,-,,,,,-,,,,2015,C50146,2015-07-08,Low,383.643674,PL,105,11,70,IBM,2005-01-01,,,,,,,,,,,,,,16.46221576
1522,52.23205105,-123.8813753,38,47.86240387,1029,7.079901218,6.559933662,SBPS,xc,,987493.6763,TILL ,TYEE,SL,100,MW,20,,-,,,,,-,,,,2015,C50146,2015-07-08,Low,383.643674,PL,105,12,70,IBM,2005-01-01,,,,,,,,,,,,,,659.5254321
1523,52.23178175,-123.8667158,38,19.17900848,952,12.17579556,8.320328712,SBPS,xc,,931201.3477,ORGANIC ,WHISKEY CREEK,SL,60,W,23,WHISKEY CREEK,SL,25,W,,CHIMNEY,CL,15,W,35,2015,C50146,2015-07-08,Medium,125.5393948,PL,145,15.3,30,IBM,1979-01-01,,,,,,,,,,,,,,48.06024266
1524,52.22251272,-123.412368,40,198.4349518,1078,0.790569425,8.752195358,IDF,dk,4,1028987.708,GLACIOFLUVIAL ,SALT LAKE,SIL,60,W,19,ALIX,SL,25,R,37,HAWKS,SIL,15,R,25,2010,C50186,2010-07-27,Unknown,16233.7919,PL,60,12.8,50,,,,,,,,,,,,,,,,152.5360943
1525,52.22218403,-123.397715,40,174.8055725,1083,2.761340141,8.194623947,SBPS,xc,,1041057.233,GLACIOFLUVIAL ,SALT LAKE,SIL,60,W,19,ALIX,SL,25,R,37,HAWKS,SIL,15,R,25,2010,C50186,2010-07-27,Unknown,16233.7919,PL,95,15.9,60,IBM,2004-01-01,,,,,,,,,,,,,,260.2476259
1526,52.22152108,-123.3684096,40,276.3401794,1096,2.263846397,7.700128078,SBPS,xc,,1025180.1,GLACIOFLUVIAL ,SALT LAKE,SIL,60,W,19,ALIX,SL,25,R,37,HAWKS,SIL,15,R,25,2010,C50186,2010-07-27,Unknown,16233.7919,,,,,,,2005-05-17,,,,,,,,,,,,,129.5473465
1527,52.24459184,-124.0862305,37,0,1125,2,8.92265892,SBPS,xc,,1018314.114,TILL ,NO SOILS DATA,,0,,0,,,0,,0,,,0,,0,2015,C50146,2015-07-08,Medium,4414.075129,PL,145,16.3,20,IBM,1985-01-01,,,,,,,,,,,,,,1044.858527
1528,52.24434848,-124.0715655,37,198.4349518,1119,1.581138849,8.059047699,SBPS,xc,,1038534.901,TILL ,NO SOILS DATA,,0,,0,,,0,,0,,,0,,0,2015,C50146,2015-07-08,Medium,4414.075129,PL,74,7.4,70,IBM,2005-01-01,,,,,,,,,,,,,,681.1997566
1529,52.24410327,-124.0569007,37,26.56505203,1119,2.23606801,7.712474346,SBPS,xc,,1017004.278,TILL ,NO SOILS DATA,,0,,0,,,0,,0,,,0,,0,2015,C50146,2015-07-08,Medium,4414.075129,PL,155,16.1,20,IBM,1985-01-01,,,,,,,,,,,,,,454.2793304
1530,52.24360727,-124.0275716,37,277.1250305,1131,4.031128883,8.914906502,IDF,dk,4,1026382.575,TILL ,NO SOILS DATA,,0,,0,,,0,,0,,,0,,0,2015,C50146,2015-07-08,Medium,4414.075129,PL,117,15.4,50,IBM,1985-01-01,,,,,,,,,,,,,,708.9746962
1531,52.24335648,-124.0129073,37,73.44293213,1079,9.650129318,8.95827198,SBPS,xc,,1002421.249,TILL ,NO SOILS DATA,,0,,0,,,0,,0,,,0,,0,2015,C50146,2015-07-08,Medium,4414.075129,PL,95,16.7,50,IBM,1985-01-01,,,,,,,,,,,,,,10.06271995
1532,52.24284934,-123.9835792,38,315,1051,2.474873781,7.611003876,SBPS,xc,,1009537.475,TILL ,SALT LAKE,SIL,60,W,19,TYEE,SL,40,MW,20,,-,,,,2015,C50146,2015-07-08,Medium,4414.075129,PL,85,9.5,70,IBM,2007-01-01,,,,,,,,,,,,,,704.8046455
1533,52.24259298,-123.9689154,38,315,1057,4.242640495,7.072007656,SBPS,xc,,1002681.345,TILL ,SALT LAKE,SIL,60,W,19,TYEE,SL,40,MW,20,,-,,,,2015,C50146,2015-07-08,Low,208.2789829,PL,85,9.5,70,IBM,2007-01-01,,,,,,,,,,,,,,637.5711614
1534,52.24128333,-123.8955991,38,66.80140686,1002,7.615773201,7.585584164,SBPS,xc,,992780.6627,TILL ,WHISKEY CREEK,SL,60,W,23,WHISKEY CREEK,SL,25,W,,CHIMNEY,CL,15,W,35,2015,C50146,2015-07-08,Medium,4414.075129,PL,105,11,60,IBM,2007-01-01,,,,,,,,,,,,,,291.1262859
1535,52.23277207,-123.4704585,39,233.3658905,1061,12.15010262,6.019855976,IDF,dk,4,1056456.598,GLACIOFLUVIAL ,SALT LAKE,SIL,60,W,19,ALIX,SL,25,R,37,HAWKS,SIL,15,R,25,2010,C50186,2010-07-27,Unknown,16233.7919,FD,310,24.2,35,,,,,,,,,,,,,,,,100.6300652
1536,52.23245073,-123.4558016,39,156.0375061,1076,4.92442894,6.922985077,IDF,dk,4,1049581.773,GLACIOFLUVIAL ,SALT LAKE,SIL,60,W,19,ALIX,SL,25,R,37,HAWKS,SIL,15,R,25,2010,C50186,2010-07-27,Unknown,16233.7919,PL,150,19.4,55,IBM,2005-01-01,,,,,,,,,,,,,,520.1949644
1537,52.23212754,-123.4411449,40,191.3099365,1078,2.549509764,7.581292152,IDF,dk,4,1038978.299,GLACIOFLUVIAL ,SALT LAKE,SIL,60,W,19,ALIX,SL,25,R,37,HAWKS,SIL,15,R,25,2010,C50186,2010-07-27,Unknown,16233.7919,PL,210,21.2,25,IBM,2005-01-01,,,,,,,,,,,,,,830.2930404
1538,52.2318025,-123.4264884,40,149.0362396,1070,8.746427536,6.348547935,IDF,dk,4,1063163.699,GLACIOFLUVIAL ,SALT LAKE,SIL,85,W,19,ALIX,SL,15,R,37,,-,,,,2010,C50186,2010-07-27,Unknown,16233.7919,PL,210,22.2,30,IBM,2005-01-01,,,,,,,,,,,,,,94.96268027
1539,52.23081622,-123.3825202,40,203.1985931,1096,1.9039433,9.952708244,SBPS,xc,,1036518.89,GLACIOFLUVIAL ,SALT LAKE,SIL,60,W,19,ALIX,SL,25,R,37,HAWKS,SIL,15,R,25,2010,C50186,2010-07-27,Unknown,16233.7919,PL,60,14.9,80,,,,,,,,,,,,,,,,578.8497392
1540,52.23014943,-123.3532092,40,135,1109,1.767766953,7.947476387,SBPS,xc,,1035948.101,GLACIOFLUVIAL ,SALT LAKE,SIL,60,W,19,ALIX,SL,25,R,37,HAWKS,SIL,15,R,25,2010,C50186,2010-07-27,Unknown,16233.7919,PL,210,20.2,25,IBM,2004-01-01,,,,,,,,,,,,,,457.0864226
1541,52.25379882,-124.100502,37,327.5288086,1144,3.259601116,7.335588455,SBPS,xc,,1015975.568,TILL ,NO SOILS DATA,,0,,0,,,0,,0,,,0,,0,2015,C50146,2015-07-08,Low,285.7621245,PL,75,10,30,IBM,1985-01-01,,,,,,,,,,,,,,61.46449516
1542,52.25331386,-124.0711658,37,246.2505035,1117,6.828249931,6.596125126,SBPS,xc,,1042978.527,TILL ,NO SOILS DATA,,0,,0,,,0,,0,,,0,,0,2015,C50146,2015-07-08,Medium,4414.075129,PL,105,14.1,50,IBM,1985-01-01,,,,,,,,,,,,,,166.4678767
1543,52.2530686,-124.056498,37,217.8749847,1168,14.2521925,5.860282421,IDF,dk,4,1093446.94,TILL ,NO SOILS DATA,,0,,0,,,0,,0,,,0,,0,2015,C50146,2015-07-08,Medium,4414.075129,PL,135,18.5,10,IBM,2005-01-01,1967-01-01,,,,,,,,,,,,,533.7551787
1544,52.25282148,-124.0418303,37,149.4207764,1181,12.77693272,7.068164349,IDF,dk,4,1095029.293,TILL ,NO SOILS DATA,,0,,0,,,0,,0,,,0,,0,2015,C50146,2015-07-08,Medium,4414.075129,FD,55,9.7,10,,,1967-01-01,,,,,,,,,,,,,469.5812476
1545,52.25232166,-124.0124955,37,141.5819397,1082,9.253377914,7.390817165,SBPS,xc,,1062724.673,TILL ,NO SOILS DATA,,0,,0,,,0,,0,,,0,,0,2015,C50146,2015-07-08,Medium,4414.075129,FD,192,22.5,30,,,,,,,,,,,,,,,,333.9769881
1546,52.24109048,-123.4406147,40,130.9143829,1079,4.962358475,8.013924599,IDF,dk,4,1042189.299,ORGANIC ,ELLIOT,SIL,70,P,0,RAIL,-,30,VP,0,,-,,,,2010,C50186,2010-07-27,Unknown,16233.7919,S,150,25.1,70,IBM,2004-01-01,,,,,,,,,,,,,,113.8111257
1547,52.2404384,-123.4112959,40,145.6196594,1081,5.755432129,10.06288624,IDF,dk,4,1051277.182,FLUVIAL ,SALT LAKE,SIL,85,W,19,ALIX,SL,15,R,37,,-,,,,2010,C50186,2010-07-27,Unknown,16233.7919,PL,60,12.8,70,,,,,,,,,,,,,,,,606.5898
1548,52.2397789,-123.3819779,40,191.3099365,1105,3.824264526,7.175827026,SBPS,xc,,1049539.988,GLACIOFLUVIAL ,SALT LAKE,SIL,60,W,19,ALIX,SL,25,R,37,HAWKS,SIL,15,R,25,2010,C50186,2010-07-27,Unknown,16233.7919,PL,210,19.2,40,,,,,,,,,,,,,,,,1573.286503
1549,52.23911197,-123.3526609,40,81.86989594,1108,1.767766953,7.947476387,SBPS,xc,,1026863.477,GLACIOFLUVIAL ,SALT LAKE,SIL,60,W,19,ALIX,SL,25,R,37,HAWKS,SIL,15,R,25,2010,C50186,2010-07-27,Unknown,16233.7919,PL,20,2.9,10,,,,,,,,,,,,,,,,860.9161033
1550,52.2709042,-124.6870772,36,349.6951599,1532,5.590169907,7.489330769,MS,xv,,1048785.291,TILL ,NO SOILS DATA,,0,,0,,,0,,0,,,0,,0,2009,C50395,2009-07-30,Unknown,138.1385169,PL,221,17.5,55,,,,,,,,,,,,,,,,364.5991955
1551,52.26203387,-124.0560951,37,304.9920349,1160,12.20655537,7.113832474,IDF,dk,4,985660.8516,TILL ,NO SOILS DATA,,0,,0,,,0,,0,,,0,,0,2015,C50146,2015-07-08,Medium,4414.075129,FD,55,8,40,IBM,2005-01-01,1967-01-01,,,,,,,,,,,,,131.3232801
1552,52.26128678,-124.0120835,37,20.77225494,1092,7.754031181,6.468980312,IDF,dk,4,979373.9122,TILL ,NO SOILS DATA,,0,,0,,,0,,0,,,0,,0,2015,C50146,2015-07-08,Low,89.04909097,PL,85,10.7,50,IBM,2005-01-01,,,,,,,,,,,,,,236.1750822
1553,52.26103403,-123.9974133,37,166.6074982,1051,5.39675808,9.827127457,SBPS,xc,,1049411.499,ORGANIC ,SALT LAKE,SIL,60,W,19,TYEE,SL,40,MW,20,,-,,,,2015,C50146,2015-07-08,Unburned,34.25426085,PL,125,15.6,20,IBM,1985-01-01,,,,,,,,,,,,,,0
1554,52.25037667,-123.4547472,39,255.9637604,1091,2.061552763,7.793733597,IDF,dk,4,1028844.255,GLACIOFLUVIAL ,SALT LAKE,SIL,60,W,19,ALIX,SL,25,R,37,HAWKS,SIL,15,R,25,2010,C50186,2010-07-27,Unknown,16233.7919,PL,160,17.4,55,,,,,,,,,,,,,,,,41.42266937
1555,52.24972817,-123.4254218,40,120.9637527,1092,4.373213768,7.041695118,SBPS,xc,,1038392.487,GLACIOFLUVIAL ,SALT LAKE,SIL,60,W,19,ALIX,SL,25,R,37,HAWKS,SIL,15,R,25,2010,C50186,2010-07-27,Unknown,16233.7919,PL,105,13.8,75,IBM,2004-01-01,,,,,,,,,,,,,,1315.366538
1556,52.24940114,-123.4107595,40,221.6335449,1090,6.020797253,7.820585728,SBPS,xc,,1050252.747,GLACIOFLUVIAL ,SALT LAKE,SIL,60,W,19,ALIX,SL,25,R,37,HAWKS,SIL,15,R,25,2010,C50186,2010-07-27,Unknown,16233.7919,PL,260,23.1,30,IBM,2007-01-01,,,,,,,,,,,,,,1569.723026
1557,52.24907225,-123.3960974,40,273.8140869,1096,3.758324146,13.30024338,SBPS,xc,,1019675.565,GLACIOFLUVIAL ,SALT LAKE,SIL,60,W,19,ALIX,SL,25,R,37,HAWKS,SIL,15,R,25,2010,C50186,2010-07-27,Unknown,16233.7919,PL,50,11.1,60,IBM,2007-01-01,,,,,,,,,,,,,,1661.163531
