"","ID1","ID2","lat","long","el","MAT","MWMT","MCMT","TD","MAP","MSP","AHM","SHM","DD_0","DD5","DD_18","DD18","NFFD","bFFP","eFFP","FFP","PAS","EMT","EXT","Eref","CMD","MAR","RH","CMI","DD1040","Tmax_wt","Tmax_sp","Tmax_sm","Tmax_at","Tmin_wt","Tmin_sp","Tmin_sm","Tmin_at","Tave_wt","Tave_sp","Tave_sm","Tave_at","PPT_wt","PPT_sp","PPT_sm","PPT_at","Rad_wt","Rad_sp","Rad_sm","Rad_at","DD_0_wt","DD_0_sp","DD_0_sm","DD_0_at","DD5_wt","DD5_sp","DD5_sm","DD5_at","DD_18_wt","DD_18_sp","DD_18_sm","DD_18_at","DD18_wt","DD18_sp","DD18_sm","DD18_at","NFFD_wt","NFFD_sp","NFFD_sm","NFFD_at","PAS_wt","PAS_sp","PAS_sm","PAS_at","Eref_wt","Eref_sp","Eref_sm","Eref_at","CMD_wt","CMD_sp","CMD_sm","CMD_at","RH_wt","RH_sp","RH_sm","RH_at","CMI_wt","CMI_sp","CMI_sm","CMI_at"
"1","13","2009",51.6164,-123.2166,1468,1.5,11,-7.9,18.8,717,236,16,46.3,1017,640,6019,6,124,170,259,89,439,-40.6,31.6,420,162,-9999,61,39.21,130,-3,5.7,15.6,7.7,-11.6,-5.2,3.5,-3.2,-7.3,0.3,9.5,2.2,268,149,122,177,-9999,15.7,21,8,605,213,1,198,2,52,422,163,2168,1633,781,1436,0,1,2,2,2,14,78,30,237,91,7,104,0,72,266,82,0,0,143,18,63,60,61,61,26.8,10.42,-7.26,9.24
"2","13","2009",51.61646,-123.2166,1468,1.5,11,-7.9,18.8,717,236,16,46.3,1017,640,6019,6,124,170,259,89,439,-40.6,31.6,420,162,-9999,61,39.21,130,-3,5.7,15.6,7.7,-11.6,-5.2,3.5,-3.2,-7.3,0.3,9.5,2.2,268,149,122,177,-9999,15.7,21,8,605,213,1,198,2,52,422,163,2168,1633,781,1436,0,1,2,2,2,14,78,30,237,91,7,104,0,72,266,82,0,0,143,18,63,60,61,61,26.8,10.42,-7.26,9.24
"3","13","2009",51.6164,-123.2166,1468,1.5,11,-7.9,18.8,717,236,16,46.3,1017,640,6019,6,124,170,259,89,439,-40.6,31.6,420,162,-9999,61,39.21,130,-3,5.7,15.6,7.7,-11.6,-5.2,3.5,-3.2,-7.3,0.3,9.5,2.2,268,149,122,177,-9999,15.7,21,8,605,213,1,198,2,52,422,163,2168,1633,781,1436,0,1,2,2,2,14,78,30,237,91,7,104,0,72,266,82,0,0,143,18,63,60,61,61,26.8,10.42,-7.26,9.24
"4","13","2009",51.61646,-123.2166,1468,1.5,11,-7.9,18.8,717,236,16,46.3,1017,640,6019,6,124,170,259,89,439,-40.6,31.6,420,162,-9999,61,39.21,130,-3,5.7,15.6,7.7,-11.6,-5.2,3.5,-3.2,-7.3,0.3,9.5,2.2,268,149,122,177,-9999,15.7,21,8,605,213,1,198,2,52,422,163,2168,1633,781,1436,0,1,2,2,2,14,78,30,237,91,7,104,0,72,266,82,0,0,143,18,63,60,61,61,26.8,10.42,-7.26,9.24
"5","20","2009",51.62508,-123.2015,1492,1.3,10.9,-8,18.9,736,240,15.4,45.3,1037,625,6062,5,123,170,259,89,458,-40.5,31.4,415,155,-9999,62,41.78,124,-3.2,5.5,15.4,7.5,-11.6,-5.3,3.4,-3.2,-7.4,0.1,9.4,2.1,278,151,126,179,-9999,15.9,21.3,8.5,614,220,1,202,2,50,413,160,2178,1647,791,1447,0,1,2,2,2,14,77,29,247,94,8,108,0,71,263,81,0,0,137,18,64,60,62,62,27.89,10.84,-6.59,9.64
"6","158","2009",51.79662,-123.641,1194,2.4,12.3,-7.8,20,497,234,24.9,52.4,936,829,5686,10,133,165,256,91,229,-41.2,34,512,255,-9999,58,9.63,218,-2.7,7.6,17.6,9.3,-12.2,-4.5,4.2,-2.8,-7.5,1.5,10.9,3.2,141,113,121,117,-9999,14.4,20.1,7.1,609,161,1,165,2,80,549,198,2173,1515,651,1347,0,1,5,3,2,18,82,31,127,48,4,51,0,129,293,91,0,47,172,36,60,57,58,58,14.31,5.21,-11.1,1.21
"7","159","2009",51.79627,-123.6264,1285,2,11.8,-8,19.8,513,235,23.5,50.2,967,765,5801,8,131,166,256,91,249,-40.8,33.2,494,235,-9999,60,13.85,185,-3,6.9,16.9,8.7,-12,-4.7,4,-2.9,-7.5,1.1,10.5,2.9,149,115,122,123,-9999,15.4,21,8,612,180,1,175,2,70,507,186,2176,1557,693,1375,0,1,4,3,2,17,81,31,134,54,4,56,0,124,283,88,0,42,161,32,62,58,59,60,15.13,6.04,-9.74,2.41
"8","358","2009",51.84111,-123.624,1157,2.5,12.5,-7.9,20.4,497,241,25,51.8,935,859,5652,10,133,164,255,91,222,-41.6,34.3,520,257,-9999,57,8.53,235,-2.6,7.9,18,9.5,-12.6,-4.4,4.4,-2.9,-7.6,1.7,11.2,3.3,137,113,127,116,-9999,15,20.4,7.4,618,154,0,162,2,85,570,202,2184,1498,630,1340,0,2,5,4,2,18,83,30,124,45,3,50,0,131,298,92,0,49,171,37,58,56,58,57,14.03,4.85,-11.13,0.78
"9","407","2009",51.85007,-123.6235,1160,2.4,12.4,-8,20.4,496,241,25,51.4,938,855,5659,10,133,165,255,91,221,-41.6,34.3,520,256,-9999,57,8.46,232,-2.6,7.9,18,9.5,-12.6,-4.5,4.3,-3,-7.6,1.7,11.1,3.3,135,113,127,116,-9999,15.1,20.4,7.5,621,154,0,163,2,85,567,201,2187,1498,633,1341,0,2,5,4,2,18,83,30,123,45,3,50,0,131,298,92,0,48,171,37,58,56,58,57,13.94,4.85,-11.1,0.77
"10","408","2009",51.84978,-123.609,1172,2.4,12.3,-7.9,20.3,497,241,24.9,51.2,937,845,5670,10,132,165,255,90,223,-41.7,34.2,518,254,-9999,57,8.86,227,-2.6,7.9,17.9,9.5,-12.6,-4.5,4.3,-3,-7.6,1.7,11.1,3.3,137,113,127,115,-9999,15.3,20.7,8,619,155,0,163,2,83,560,200,2184,1503,640,1343,0,1,5,3,2,18,82,30,123,46,4,50,0,130,296,92,0,48,169,37,58,56,58,57,14.05,4.94,-10.91,0.78
