"","SampleSite_ID","BEC_Zone","BEC_Subzone","BEC_Variant","SPECIES_CD_1_1","SPECIES_PCT_1_1","SPECIES_CD_2_1","SPECIES_PCT_2_1","SPECIES_CD_3_1","SPECIES_PCT_3_1","SPECIES_CD_4_1","SPECIES_PCT_4_1","PLI_percent_pre","FDI_percent_pre","SX_percent_pre","AT_percent_pre","Species_pre","Year","Dominant_pre","LeadingSpecies_pre","LeadingPercent_pre","SecondSpecies_pre","SecondPercent_pre","ThirdSpecies_pre","ThirdPercent_pre","FourthSpecies_pre","FourthPercent_pre","SpeciesAll","PLI_percent","FDI_percent","SX_percent","AT_percent","Species","LeadingSpecies","Dominant","LeadingPercent","SecondSpecies","SecondPercent","ThirdSpecies","ThirdPercent","FourthSpecies","FourthPercent"
"1","20","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2023,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI, SX",97,0,3,0," PLI SX","PLI","PLI",97,"SX",3,NA,NA,NA,NA
"2","141","IDF","dk",4,"PLI",55,"SX",25,"FDI",19,"AT",1,55,19,25,1," PLI FDI SX AT",2023,"Mix","PLI",55,"SX",25,"FDI",19,"AT",1,"AT, FDI, PLI",4,88,0,8," PLI FDI AT","FDI","FDI",88,"AT",8,"PLI",4,NA,NA
"3","158","IDF","dk",4,"PLI",44.5,"AT",44.20000076,"FDI",11.30000019,"",NA,44.5,11.30000019,0,44.20000076," PLI FDI AT",2023,"Mix","PLI",44.5,"AT",44.20000076,"FDI",11.30000019,NA,NA,"AT, FDI, SX",0,8,82,10," FDI SX AT","SX","SX",82,"AT",10,"FDI",8,NA,NA
"4","159","IDF","dk",4,"FDI",87.5,"PLI",12.5,"",NA,"",NA,12.5,87.5,0,0," PLI FDI",2023,"FDI","FDI",87.5,"PLI",12.5,NA,NA,NA,NA,"FDI",0,100,0,0," FDI","FDI","FDI",100,NA,NA,NA,NA,NA,NA
"5","161","SBPS","xc",NA,"PLI",78,"AT",16,"SX",6,"",NA,78,0,6,16," PLI SX AT",2023,"Mix","PLI",78,"AT",16,"SX",6,NA,NA,"AT, SX",0,0,10,90," SX AT","AT","AT",90,"SX",10,NA,NA,NA,NA
"6","162","SBPS","xc",NA,"AT",80,"PLI",20,"",NA,"",NA,20,0,0,80," PLI AT",2023,"AT","AT",80,"PLI",20,NA,NA,NA,NA,"AT, FDI, PLI, SX",5,1,1,94," PLI FDI SX AT","AT","AT",94,"PLI",5,"FDI",1,"SX",1
"7","163","IDF","dk",4,"PLI",53,"FDI",46,"AT",1,"",NA,53,46,0,1," PLI FDI AT",2023,"Mix","PLI",53,"FDI",46,"AT",1,NA,NA,"AT, PLI",33,0,0,67," PLI AT","AT","Mix",67,"PLI",33,NA,NA,NA,NA
"8","165","IDF","dk",4,"PLI",55,"SX",25,"FDI",19,"AT",1,55,19,25,1," PLI FDI SX AT",2023,"Mix","PLI",55,"SX",25,"FDI",19,"AT",1,"FDI, PLI",99,1,0,0," PLI FDI","PLI","PLI",99,"FDI",1,NA,NA,NA,NA
"9","194","IDF","dk",4,"FDI",85,"SX",15,"",NA,"",NA,0,85,15,0," FDI SX",2023,"FDI","FDI",85,"SX",15,NA,NA,NA,NA,"AT, FDI, PLI",2,1,0,97," PLI FDI AT","AT","AT",97,"PLI",2,"FDI",1,NA,NA
"10","197","IDF","dk",4,"PLI",57,"FDI",27,"AT",12,"SX",4,57,27,4,12," PLI FDI SX AT",2023,"Mix","PLI",57,"FDI",27,"AT",12,"SX",4,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA
"11","227","SBPS","xc",NA,"PLI",97,"SX",3,"",NA,"",NA,97,0,3,0," PLI SX",2023,"PLI","PLI",97,"SX",3,NA,NA,NA,NA,"AT, PLI",94,0,0,6," PLI AT","PLI","PLI",94,"AT",6,NA,NA,NA,NA
"12","229","SBPS","xc",NA,"SX",46,"AT",38,"PLI",16,"",NA,16,0,46,38," PLI SX AT",2023,"Mix","SX",46,"AT",38,"PLI",16,NA,NA,"AT, PLI, SX",6,0,21,73," PLI SX AT","AT","Mix",73,"SX",21,"PLI",6,NA,NA
"13","231","IDF","dk",4,"PLI",85,"FDI",10,"AT",4,"SX",1,85,10,1,4," PLI FDI SX AT",2023,"PLI","PLI",85,"FDI",10,"AT",4,"SX",1,"AT, PLI",19,0,0,81," PLI AT","AT","AT",81,"PLI",19,NA,NA,NA,NA
"14","232","IDF","dk",4,"PLI",65,"FDI",31,"AT",3,"SX",1,65,31,1,3," PLI FDI SX AT",2023,"Mix","PLI",65,"FDI",31,"AT",3,"SX",1,"AT, FDI, PLI",33,61,0,6," PLI FDI AT","FDI","Mix",61,"PLI",33,"AT",6,NA,NA
"15","234","IDF","dk",4,"PLI",51,"AT",44,"SX",3,"FDI",2,51,2,3,44," PLI FDI SX AT",2023,"Mix","PLI",51,"AT",44,"SX",3,"FDI",2,"AT, PLI",25,0,0,75," PLI AT","AT","Mix",75,"PLI",25,NA,NA,NA,NA
"16","235","IDF","dk",4,"PLI",68,"FDI",23,"AT",6,"SX",3,68,23,3,6," PLI FDI SX AT",2023,"Mix","PLI",68,"FDI",23,"AT",6,"SX",3,"AT, FDI",0,3,0,97," FDI AT","AT","AT",97,"FDI",3,NA,NA,NA,NA
"17","276","IDF","dk",4,"PLI",53,"FDI",27,"SX",13,"AT",7,53,27,13,7," PLI FDI SX AT",2023,"Mix","PLI",53,"FDI",27,"SX",13,"AT",7,"FDI, PLI",25,75,0,0," PLI FDI","FDI","Mix",75,"PLI",25,NA,NA,NA,NA
"18","279","IDF","dk",4,"PLI",64,"AT",27,"FDI",6,"SX",3,64,6,3,27," PLI FDI SX AT",2023,"Mix","PLI",64,"AT",27,"FDI",6,"SX",3,"AT",0,0,0,100," AT","AT","AT",100,NA,NA,NA,NA,NA,NA
"19","281","IDF","dk",4,"PLI",71,"FDI",20,"AT",8,"SX",1,71,20,1,8," PLI FDI SX AT",2023,"Mix","PLI",71,"FDI",20,"AT",8,"SX",1,"AT, PLI",33,0,0,67," PLI AT","AT","Mix",67,"PLI",33,NA,NA,NA,NA
"20","282","IDF","dk",4,"PLI",78,"FDI",19,"AT",2,"SX",1,78,19,1,2," PLI FDI SX AT",2023,"Mix","PLI",78,"FDI",19,"AT",2,"SX",1,"AT, PLI",1,0,0,99," PLI AT","AT","AT",99,"PLI",1,NA,NA,NA,NA
"21","284","IDF","dk",4,"FDI",55,"SX",26,"PLI",16,"AT",3,16,55,26,3," PLI FDI SX AT",2023,"Mix","FDI",55,"SX",26,"PLI",16,"AT",3,"FDI, PLI",73,27,0,0," PLI FDI","PLI","Mix",73,"FDI",27,NA,NA,NA,NA
"22","319","SBPS","xc",NA,"PLI",96,"AT",4,"",NA,"",NA,96,0,0,4," PLI AT",2023,"PLI","PLI",96,"AT",4,NA,NA,NA,NA,"AT, PLI",5,0,0,95," PLI AT","AT","AT",95,"PLI",5,NA,NA,NA,NA
"23","320","IDF","dk",4,"FDI",82,"PLI",17,"AT",1,"",NA,17,82,0,1," PLI FDI AT",2023,"FDI","FDI",82,"PLI",17,"AT",1,NA,NA,"FDI, PLI",85,15,0,0," PLI FDI","PLI","PLI",85,"FDI",15,NA,NA,NA,NA
"24","324","IDF","dk",4,"PLI",60,"FDI",22,"AT",15,"SX",3,60,22,3,15," PLI FDI SX AT",2023,"Mix","PLI",60,"FDI",22,"AT",15,"SX",3,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA
"25","327","IDF","dk",4,"FDI",47.09999847,"PLI",46.90000153,"SX",5,"AT",1,46.90000153,47.09999847,5,1," PLI FDI SX AT",2023,"Mix","FDI",47.09999847,"PLI",46.90000153,"SX",5,"AT",1,"FDI, PLI",45,55,0,0," PLI FDI","FDI","Mix",55,"PLI",45,NA,NA,NA,NA
"26","330","IDF","dk",4,"FDI",45,"PLI",37,"AT",12,"SX",6,37,45,6,12," PLI FDI SX AT",2023,"Mix","FDI",45,"PLI",37,"AT",12,"SX",6,"AT, FDI, PLI",14,43,0,43," PLI FDI AT","FDI","Mix",43,"AT",43,"PLI",14,NA,NA
"27","331","IDF","dk",4,"FDI",70,"PLI",30,"",NA,"",NA,30,70,0,0," PLI FDI",2023,"Mix","FDI",70,"PLI",30,NA,NA,NA,NA,"AT, FDI",0,98,0,2," FDI AT","FDI","FDI",98,"AT",2,NA,NA,NA,NA
"28","360","SBPS","xc",NA,"PLI",84,"AT",12,"SX",4,"",NA,84,0,4,12," PLI SX AT",2023,"PLI","PLI",84,"AT",12,"SX",4,NA,NA,"AT, FDI, PLI, SX",3,1,3,94," PLI FDI SX AT","AT","AT",94,"PLI",3,"SX",3,"FDI",1
"29","366","IDF","dk",4,"FDI",71,"PLI",24,"AT",5,"",NA,24,71,0,5," PLI FDI AT",2023,"Mix","FDI",71,"PLI",24,"AT",5,NA,NA,"FDI, PLI",69,31,0,0," PLI FDI","PLI","Mix",69,"FDI",31,NA,NA,NA,NA
"30","367","IDF","dk",4,"PLI",90,"SX",6,"AT",2,"FDI",2,90,2,6,2," PLI FDI SX AT",2023,"PLI","PLI",90,"SX",6,"FDI",2,"AT",2,"AT",0,0,0,100," AT","AT","AT",100,NA,NA,NA,NA,NA,NA
"31","369","IDF","dk",4,"PLI",79,"SX",10,"FDI",8,"AT",3,79,8,10,3," PLI FDI SX AT",2023,"Mix","PLI",79,"SX",10,"FDI",8,"AT",3,"NR",0,0,0,0,"NR",NA,"NR",NA,NA,NA,NA,NA,NA,NA
"32","370","IDF","dk",4,"PLI",50,"FDI",45,"SX",5,"",NA,50,45,5,0," PLI FDI SX",2023,"Mix","PLI",50,"FDI",45,"SX",5,NA,NA,"FDI",0,100,0,0," FDI","FDI","FDI",100,NA,NA,NA,NA,NA,NA
"33","371","IDF","dk",4,"FDI",64,"PLI",36,"",NA,"",NA,36,64,0,0," PLI FDI",2023,"Mix","FDI",64,"PLI",36,NA,NA,NA,NA,"FDI, PLI",4,96,0,0," PLI FDI","FDI","FDI",96,"PLI",4,NA,NA,NA,NA
"34","375","IDF","dk",4,"FDI",61,"PLI",35,"SX",4,"",NA,35,61,4,0," PLI FDI SX",2023,"Mix","FDI",61,"PLI",35,"SX",4,NA,NA,"FDI",0,100,0,0," FDI","FDI","FDI",100,NA,NA,NA,NA,NA,NA
"35","408","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2023,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA
"36","419","IDF","dk",4,"PLI",58,"FDI",39,"SX",3,"",NA,58,39,3,0," PLI FDI SX",2023,"Mix","PLI",58,"FDI",39,"SX",3,NA,NA,"FDI",0,100,0,0," FDI","FDI","FDI",100,NA,NA,NA,NA,NA,NA
"37","420","IDF","dk",4,"PLI",50,"FDI",32,"SX",14,"AT",4,50,32,14,4," PLI FDI SX AT",2023,"Mix","PLI",50,"FDI",32,"SX",14,"AT",4,"PLI, SX",99,0,1,0," PLI SX","PLI","PLI",99,"SX",1,NA,NA,NA,NA
"38","421","IDF","dk",4,"FDI",60,"PLI",34,"AT",5,"SX",1,34,60,1,5," PLI FDI SX AT",2023,"Mix","FDI",60,"PLI",34,"AT",5,"SX",1,"FDI, PLI",94,6,0,0," PLI FDI","PLI","PLI",94,"FDI",6,NA,NA,NA,NA
"39","423","IDF","dk",4,"FDI",75,"PLI",22,"SX",2,"AT",1,22,75,2,1," PLI FDI SX AT",2023,"Mix","FDI",75,"PLI",22,"SX",2,"AT",1,"AT, FDI",0,91,0,9," FDI AT","FDI","FDI",91,"AT",9,NA,NA,NA,NA
"40","424","IDF","xm",NA,"AT",80,"PLI",20,"",NA,"",NA,20,0,0,80," PLI AT",2023,"AT","AT",80,"PLI",20,NA,NA,NA,NA,"AT",0,0,0,100," AT","AT","AT",100,NA,NA,NA,NA,NA,NA
"41","425","IDF","xm",NA,"FDI",90,"SX",5,"AT",5,"",NA,0,90,5,5," FDI SX AT",2023,"FDI","FDI",90,"AT",5,"SX",5,NA,NA,"NR",0,0,0,0,"NR",NA,"NR",NA,NA,NA,NA,NA,NA,NA
"42","454","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2023,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"FDI, PLI",99,1,0,0," PLI FDI","PLI","PLI",99,"FDI",1,NA,NA,NA,NA
"43","460","IDF","dk",4,"FDI",90,"SX",10,"",NA,"",NA,0,90,10,0," FDI SX",2023,"FDI","FDI",90,"SX",10,NA,NA,NA,NA,"AT, FDI, PLI",5,91,0,5," PLI FDI AT","FDI","FDI",91,"PLI",5,"AT",5,NA,NA
"44","464","IDF","dk",4,"FDI",77,"PLI",15,"AT",6,"SX",2,15,77,2,6," PLI FDI SX AT",2023,"Mix","FDI",77,"PLI",15,"AT",6,"SX",2,"FDI, PLI",40,60,0,0," PLI FDI","FDI","Mix",60,"PLI",40,NA,NA,NA,NA
"45","466","IDF","dk",4,"FDI",66,"PLI",28,"SX",4,"AT",2,28,66,4,2," PLI FDI SX AT",2023,"Mix","FDI",66,"PLI",28,"SX",4,"AT",2,"FDI, PLI, SX",22,76,2,0," PLI FDI SX","FDI","Mix",76,"PLI",22,"SX",2,NA,NA
"46","467","IDF","dk",4,"FDI",61,"PLI",19,"SX",12,"AT",8,19,61,12,8," PLI FDI SX AT",2023,"Mix","FDI",61,"PLI",19,"SX",12,"AT",8,"FDI, PLI",2,98,0,0," PLI FDI","FDI","FDI",98,"PLI",2,NA,NA,NA,NA
"47","502","IDF","dk",4,"FDI",90,"SX",10,"",NA,"",NA,0,90,10,0," FDI SX",2023,"FDI","FDI",90,"SX",10,NA,NA,NA,NA,"FDI",0,100,0,0," FDI","FDI","FDI",100,NA,NA,NA,NA,NA,NA
"48","503","IDF","dk",4,"FDI",69,"PLI",19,"SX",11,"AT",1,19,69,11,1," PLI FDI SX AT",2023,"Mix","FDI",69,"PLI",19,"SX",11,"AT",1,"AT, FDI",0,67,0,33," FDI AT","FDI","Mix",67,"AT",33,NA,NA,NA,NA
"49","505","IDF","dk",4,"FDI",85,"PLI",12,"SX",3,"",NA,12,85,3,0," PLI FDI SX",2023,"FDI","FDI",85,"PLI",12,"SX",3,NA,NA,"AT, FDI, PLI",0,98,0,1," FDI AT","FDI","FDI",98,"AT",1,NA,NA,NA,NA
"50","506","IDF","dk",4,"FDI",75,"PLI",18,"AT",4,"SX",3,18,75,3,4," PLI FDI SX AT",2023,"Mix","FDI",75,"PLI",18,"AT",4,"SX",3,"FDI, PLI, SX",2,48,50,0," PLI FDI SX","SX","Mix",50,"FDI",48,"PLI",2,NA,NA
"51","535","SBPS","xc",NA,"PLI",96,"SX",4,"",NA,"",NA,96,0,4,0," PLI SX",2023,"PLI","PLI",96,"SX",4,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA
"52","536","IDF","dk",4,"FDI",100,"",NA,"",NA,"",NA,0,100,0,0," FDI",2023,"FDI","FDI",100,NA,NA,NA,NA,NA,NA,"AT, FDI, PLI, SX",1,98,0,1," PLI FDI AT","FDI","FDI",98,"PLI",1,"AT",1,NA,NA
"53","538","IDF","dk",4,"PLI",90,"AT",10,"",NA,"",NA,90,0,0,10," PLI AT",2023,"PLI","PLI",90,"AT",10,NA,NA,NA,NA,"AT, FDI, PLI",1,81,0,18," PLI FDI AT","FDI","FDI",81,"AT",18,"PLI",1,NA,NA
"54","541","IDF","dk",4,"SX",89,"FDI",7,"AT",4,"",NA,0,7,89,4," FDI SX AT",2023,"SX","SX",89,"FDI",7,"AT",4,NA,NA,"FDI, SX",0,14,86,0," FDI SX","SX","SX",86,"FDI",14,NA,NA,NA,NA
"55","574","IDF","dk",4,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2023,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"AT, PLI",6,0,0,94," PLI AT","AT","AT",94,"PLI",6,NA,NA,NA,NA
"56","577","IDF","dk",4,"FDI",100,"",NA,"",NA,"",NA,0,100,0,0," FDI",2023,"FDI","FDI",100,NA,NA,NA,NA,NA,NA,"FDI",0,100,0,0," FDI","FDI","FDI",100,NA,NA,NA,NA,NA,NA
"57","581","IDF","dk",4,"FDI",50,"PLI",48,"SX",2,"",NA,48,50,2,0," PLI FDI SX",2023,"Mix","FDI",50,"PLI",48,"SX",2,NA,NA,"FDI, PLI",30,70,0,0," PLI FDI","FDI","Mix",70,"PLI",30,NA,NA,NA,NA
"58","618","IDF","dk",4,"FDI",70,"PLI",20,"AT",10,"",NA,20,70,0,10," PLI FDI AT",2023,"Mix","FDI",70,"PLI",20,"AT",10,NA,NA,"AT, FDI",0,100,0,0," FDI","FDI","FDI",100,NA,NA,NA,NA,NA,NA
"59","620","IDF","dk",4,"FDI",57,"PLI",43,"",NA,"",NA,43,57,0,0," PLI FDI",2023,"Mix","FDI",57,"PLI",43,NA,NA,NA,NA,"AT, FDI, PLI",26,13,0,61," PLI FDI AT","AT","Mix",61,"PLI",26,"FDI",13,NA,NA
"60","653","IDF","dk",4,"FDI",69,"SX",19,"AT",10,"PLI",2,2,69,19,10," PLI FDI SX AT",2023,"Mix","FDI",69,"SX",19,"AT",10,"PLI",2,"FDI, PLI",5,95,0,0," PLI FDI","FDI","FDI",95,"PLI",5,NA,NA,NA,NA
"61","657","IDF","dk",4,"FDI",100,"",NA,"",NA,"",NA,0,100,0,0," FDI",2023,"FDI","FDI",100,NA,NA,NA,NA,NA,NA,"FDI, PLI",0,100,0,0," FDI","FDI","FDI",100,NA,NA,NA,NA,NA,NA
"62","659","IDF","dk",4,"FDI",62,"PLI",26,"AT",11,"SX",1,26,62,1,11," PLI FDI SX AT",2023,"Mix","FDI",62,"PLI",26,"AT",11,"SX",1,"AT, FDI",0,95,0,5," FDI AT","FDI","FDI",95,"AT",5,NA,NA,NA,NA
"63","661","IDF","dk",4,"FDI",65,"PLI",33,"AT",2,"",NA,33,65,0,2," PLI FDI AT",2023,"Mix","FDI",65,"PLI",33,"AT",2,NA,NA,"FDI, PLI",3,97,0,0," PLI FDI","FDI","FDI",97,"PLI",3,NA,NA,NA,NA
"64","662","IDF","dk",4,"FDI",97,"PLI",2,"AT",1,"",NA,2,97,0,1," PLI FDI AT",2023,"FDI","FDI",97,"PLI",2,"AT",1,NA,NA,"FDI",0,100,0,0," FDI","FDI","FDI",100,NA,NA,NA,NA,NA,NA
"65","666","IDF","xm",NA,"FDI",100,"",NA,"",NA,"",NA,0,100,0,0," FDI",2023,"FDI","FDI",100,NA,NA,NA,NA,NA,NA,"FDI",0,100,0,0," FDI","FDI","FDI",100,NA,NA,NA,NA,NA,NA
"66","669","IDF","xm",NA,"FDI",100,"",NA,"",NA,"",NA,0,100,0,0," FDI",2023,"FDI","FDI",100,NA,NA,NA,NA,NA,NA,"FDI",0,100,0,0," FDI","FDI","FDI",100,NA,NA,NA,NA,NA,NA
"67","707","IDF","dk",4,"FDI",81,"PLI",11,"SX",6,"AT",2,11,81,6,2," PLI FDI SX AT",2023,"FDI","FDI",81,"PLI",11,"SX",6,"AT",2,"FDI",0,100,0,0," FDI","FDI","FDI",100,NA,NA,NA,NA,NA,NA
"68","708","IDF","dk",4,"FDI",98,"SX",2,"",NA,"",NA,0,98,2,0," FDI SX",2023,"FDI","FDI",98,"SX",2,NA,NA,NA,NA,"AT, FDI",0,55,0,45," FDI AT","FDI","Mix",55,"AT",45,NA,NA,NA,NA
"69","711","IDF","xm",NA,"FDI",90,"PLI",10,"",NA,"",NA,10,90,0,0," PLI FDI",2023,"FDI","FDI",90,"PLI",10,NA,NA,NA,NA,"AT, FDI",0,99,0,1," FDI AT","FDI","FDI",99,"AT",1,NA,NA,NA,NA
"70","717","IDF","xm",NA,"FDI",90,"AT",10,"",NA,"",NA,0,90,0,10," FDI AT",2023,"FDI","FDI",90,"AT",10,NA,NA,NA,NA,"AT, FDI",0,78,0,22," FDI AT","FDI","Mix",78,"AT",22,NA,NA,NA,NA
"71","718","IDF","xm",NA,"FDI",100,"",NA,"",NA,"",NA,0,100,0,0," FDI",2023,"FDI","FDI",100,NA,NA,NA,NA,NA,NA,"AT, PLI",25,0,0,75," PLI AT","AT","Mix",75,"PLI",25,NA,NA,NA,NA
"72","719","IDF","xm",NA,"FDI",100,"",NA,"",NA,"",NA,0,100,0,0," FDI",2023,"FDI","FDI",100,NA,NA,NA,NA,NA,NA,"AT, FDI",0,67,0,33," FDI AT","FDI","Mix",67,"AT",33,NA,NA,NA,NA
"73","758","IDF","dk",4,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2023,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"NR",0,0,0,0,"NR",NA,"NR",NA,NA,NA,NA,NA,NA,NA
"74","761","IDF","dk",4,"FDI",81,"PLI",17,"AT",2,"",NA,17,81,0,2," PLI FDI AT",2023,"FDI","FDI",81,"PLI",17,"AT",2,NA,NA,"FDI, PLI",0,100,0,0," FDI","FDI","FDI",100,NA,NA,NA,NA,NA,NA
"75","766","IDF","xm",NA,"FDI",100,"",NA,"",NA,"",NA,0,100,0,0," FDI",2023,"FDI","FDI",100,NA,NA,NA,NA,NA,NA,"NR",0,0,0,0,"NR",NA,"NR",NA,NA,NA,NA,NA,NA,NA
"76","801","SBPS","xc",NA,"FDI",100,"",NA,"",NA,"",NA,0,100,0,0," FDI",2023,"FDI","FDI",100,NA,NA,NA,NA,NA,NA,"FDI, PLI",11,89,0,0," PLI FDI","FDI","FDI",89,"PLI",11,NA,NA,NA,NA
"77","806","IDF","dk",4,"FDI",70,"SX",30,"",NA,"",NA,0,70,30,0," FDI SX",2023,"Mix","FDI",70,"SX",30,NA,NA,NA,NA,"FDI",0,100,0,0," FDI","FDI","FDI",100,NA,NA,NA,NA,NA,NA
"78","808","IDF","dk",4,"FDI",86,"PLI",12,"SX",2,"",NA,12,86,2,0," PLI FDI SX",2023,"FDI","FDI",86,"PLI",12,"SX",2,NA,NA,"FDI, PLI",4,96,0,0," PLI FDI","FDI","FDI",96,"PLI",4,NA,NA,NA,NA
"79","810","IDF","dk",4,"FDI",70,"PLI",30,"",NA,"",NA,30,70,0,0," PLI FDI",2023,"Mix","FDI",70,"PLI",30,NA,NA,NA,NA,"AT, FDI, PLI",18,66,0,16," PLI FDI AT","FDI","Mix",66,"PLI",18,"AT",16,NA,NA
"80","812","IDF","xm",NA,"AT",70,"PLI",20,"FDI",10,"",NA,20,10,0,70," PLI FDI AT",2023,"Mix","AT",70,"PLI",20,"FDI",10,NA,NA,"AT, FDI, PLI, SX",3,6,6,84," PLI FDI SX AT","AT","AT",84,"FDI",6,"SX",6,"PLI",3
"81","814","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2023,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"AT, FDI",0,61,0,39," FDI AT","FDI","Mix",61,"AT",39,NA,NA,NA,NA
"82","815","IDF","xm",NA,"FDI",100,"",NA,"",NA,"",NA,0,100,0,0," FDI",2023,"FDI","FDI",100,NA,NA,NA,NA,NA,NA,"FDI",0,100,0,0," FDI","FDI","FDI",100,NA,NA,NA,NA,NA,NA
"83","844","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2023,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA
"84","845","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2023,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA
"85","846","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2023,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA
"86","847","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2023,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"FDI, PLI",99,1,0,0," PLI FDI","PLI","PLI",99,"FDI",1,NA,NA,NA,NA
"87","851","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2023,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA
"88","852","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2023,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA
"89","857","IDF","dk",4,"FDI",86,"PLI",10,"SX",4,"",NA,10,86,4,0," PLI FDI SX",2023,"FDI","FDI",86,"PLI",10,"SX",4,NA,NA,"FDI",0,100,0,0," FDI","FDI","FDI",100,NA,NA,NA,NA,NA,NA
"90","859","IDF","dk",4,"FDI",73,"PLI",19,"SX",8,"",NA,19,73,8,0," PLI FDI SX",2023,"Mix","FDI",73,"PLI",19,"SX",8,NA,NA,"AT, FDI, SX",0,15,12,72," FDI SX AT","AT","Mix",72,"FDI",15,"SX",12,NA,NA
"91","860","IDF","dk",4,"FDI",93,"PLI",4,"SX",3,"",NA,4,93,3,0," PLI FDI SX",2023,"FDI","FDI",93,"PLI",4,"SX",3,NA,NA,"AT, FDI, PLI, SX",20,10,10,60," PLI FDI SX AT","AT","Mix",60,"PLI",20,"FDI",10,"SX",10
"92","892","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2023,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA
"93","893","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2023,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA
"94","894","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2023,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA
"95","895","IDF","dk",4,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2023,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"FDI, PLI",49,51,0,0," PLI FDI","FDI","Mix",51,"PLI",49,NA,NA,NA,NA
"96","899","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2023,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA
"97","900","IDF","dk",4,"PLI",70,"AT",30,"",NA,"",NA,70,0,0,30," PLI AT",2023,"Mix","PLI",70,"AT",30,NA,NA,NA,NA,"AT, FDI, PLI, SX, SX",15,15,4,66," PLI FDI SX AT","AT","Mix",66,"PLI",15,"FDI",15,"SX",4
"98","903","IDF","dk",4,"FDI",50,"AT",22,"PLI",14,"SX",14,14,50,14,22," PLI FDI SX AT",2023,"Mix","FDI",50,"AT",22,"PLI",14,"SX",14,"AT, FDI, PLI",1,97,0,2," PLI FDI AT","FDI","FDI",97,"AT",2,"PLI",1,NA,NA
