"","SampleSite_ID","Latitude","Longitude","MapPageID","Aspect","Elevation","Slope","TWI","Zone","Subzone","Variant","Solar_Radiation","PARENT_SOILS","SOILNAME_1","TEXTURE_1","PERCENT_1","DRAIN_1","COFRAG_1","SOILNAME_2","TEXTURE_2","PERCENT_2","DRAIN_2","COFRAG_2","SOILNAME_3","TEXTURE_3","PERCENT_3","DRAIN_3","COFRAG_3","Fire_Year_1","Fire_Number_1","Fire_Date_1","Fire_Severity_1","Severity_Patch_Size_1","Species_1","Age_1","Height_1","Crown_Closure_1","Disturbance_Type_1","Disturbance_Date_1","Harvest_Date_1","Fire_Year_2","Fire_Number_2","Fire_Date_2","Fire_Severity_2","Severity_Patch_Size_2","Species_2","Age_2","Height_2","Crown_Closure_2","Disturbance_Type_2","Disturbance_Date_2","Harvest_Date_2","Distance_to_Perimeter","Card","Beers_aspect","Azimuth"
"588",1730,52.35072995,-123.1397658,34,357.7093811,1271,6.254998207,7.376959801,"SBPS","dc",NA,1010056.295,"TILL ","TYEE","SL",85,"W",NA,"UNDIFFERENTIATED BEDROCK","-",15,"-",NA,"","-",NA,"",NA,2017,"C10784","2017-07-07","High",70.55688649,"Spruce",143,19.4,55,"","","",NA,"","","",NA,"",NA,NA,NA,"","",NA,431.9997885,1730,1.55263403849126,"N"
"589",1731,52.35036678,-123.1250715,34,348.6900635,1236,5.099019527,6.88814497,"SBPS","dc",NA,1013044.598,"TILL ","TYEE","SL",85,"W",NA,"UNDIFFERENTIATED BEDROCK","-",15,"-",NA,"","-",NA,"",NA,2017,"C10784","2017-07-07","High",1.505745305,"PLI",88,13.3,53,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,197.2243311,1731,0.163435720017653,"N"
"590",1734,52.34852304,-123.0516034,35,188.1300964,1234,1.767766953,7.947476387,"SBPS","dc",NA,1055400.863,"TILL ","TYEE","SL",60,"MW",20,"SALT LAKE","SIL",40,"W",19,"","-",NA,"",NA,2017,"C10784","2017-07-07","Low",96.17315697,"PLI",96,13.7,33,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,355.8964508,1734,1.60696814096558,"S"
"591",1738,52.38162855,-124.2420915,26,230.7105865,1170,14.21267033,6.961671829,"SBPS","xc",NA,1079270.13,"TILL ","NO SOILS DATA","",0,"",0,"","",0,"",0,"","",0,"",0,2017,"C10784","2017-07-07","Medium",7016.807514,"PLI",58,6.8,68,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,316.5910257,1738,0.318678113506989,"W"
"592",1739,52.38140496,-124.2273791,27,131.0548096,1231,10.27740192,6.187245846,"SBPS","xc",NA,1080327.068,"ROCK ","NO SOILS DATA","",0,"",0,"","",0,"",0,"","",0,"",0,2017,"C10784","2017-07-07","Low",22.64181715,"PLI",89,7.7,21,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,289.0479913,1739,1.12529086303681,"E"
"593",1740,52.38095217,-124.1979548,27,286.3895264,1128,4.430011272,7.72193861,"SBPS","xc",NA,1021983.353,"TILL ","NO SOILS DATA","",0,"",0,"","",0,"",0,"","",0,"",0,2017,"C10784","2017-07-07","Medium",7016.807514,"PLI",75,9.5,40,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,557.5524798,1740,0.00117582435718766,"W"
"594",1741,52.38072298,-124.1832428,27,273.8140869,1150,11.27497196,10.39867306,"SBPS","xc",NA,1021295.205,"TILL ","NO SOILS DATA","",0,"",0,"","",0,"",0,"","",0,"",0,2017,"C10784","2017-07-07","Medium",7016.807514,"PLI",62,7.3,47,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,295.2963128,1741,0.00165654747706323,"W"
"595",1743,52.36910587,-123.5507946,31,288.4349365,1076,4.743416309,10.21853256,"SBPS","xc",NA,1013036.507,"GLACIOFLUVIAL ","SALT LAKE","SIL",85,"W",19,"ALIX","SL",15,"R",37,"","-",NA,"",NA,2017,"C10784","2017-07-07","Medium",10198.63668,"Spruce",110,17.1,40,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,53.18284404,1743,1.41333653327195,"W"
"596",1744,52.36879474,-123.5360908,31,315,1095,1.060660124,8.458301544,"SBPS","xc",NA,1021810.174,"GLACIOFLUVIAL ","SALT LAKE","SIL",85,"W",19,"ALIX","SL",15,"R",37,"","-",NA,"",NA,2017,"C10784","2017-07-07","Medium",10198.63668,"FDI",87,8.7,16,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,691.5870066,1744,1.95891572341431,"N"
"597",1745,52.36816689,-123.5066837,32,290.5560303,1105,4.272001743,7.758257866,"SBPS","xc",NA,1017801.048,"GLACIOFLUVIAL ","SALT LAKE","SIL",85,"W",19,"ALIX","SL",15,"R",37,"","-",NA,"",NA,2017,"C10784","2017-07-07","Medium",10198.63668,"PLI",83,12.7,21,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,781.7788575,1745,1.55999820557222,"W"
"598",1748,52.36688885,-123.4478722,32,156.0375061,1129,4.92442894,8.309279442,"SBPS","xc",NA,1056131.276,"GLACIOFLUVIAL ","RAIL","-",80,"VP",0,"CHIEF","-",20,"VP",0,"","-",NA,"",NA,2017,"C10784","2017-07-07","Medium",233.7693929,"PLI",88,8.6,16,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,120.6991298,1748,0.975578698382222,"S"
"599",1751,52.36558103,-123.3890643,33,300.2564392,1170,6.946221828,6.578995705,"SBPS","xc",NA,1011839.539,"GLACIOFLUVIAL ","SALT LAKE","SIL",60,"W",19,"TYEE","SL",40,"MW",20,"","-",NA,"",NA,2017,"C10784","2017-07-07","Medium",7370.614425,"PLI",83,12.1,40,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,280.4630753,1751,0.686617669973122,"W"
"600",1752,52.36524942,-123.3743629,33,332.3540344,1169,5.926634789,7.83634901,"SBPS","xc",NA,1002463.081,"GLACIOFLUVIAL ","SALT LAKE","SIL",60,"W",19,"TYEE","SL",40,"MW",20,"","-",NA,"",NA,2017,"C10784","2017-07-07","Medium",7370.614425,"Spruce",83,7.4,22,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,21.24615978,1752,1.35500177807198,"N"
"601",1753,52.36491595,-123.3596617,33,213.6900635,1183,5.408327103,10.49281502,"SBPS","xc",NA,1062762.227,"GLACIOFLUVIAL ","SALT LAKE","SIL",60,"W",19,"TYEE","SL",40,"MW",20,"","-",NA,"",NA,2017,"C10784","2017-07-07","Medium",7370.614425,"PLI",103,12.5,16,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,256.8801051,1753,1.88170594728225,"S"
"602",1754,52.36458062,-123.3449607,33,137.7263184,1198,7.43303442,10.62213326,"SBPS","xc",NA,1067495.743,"TILL ","TYEE","SL",60,"MW",20,"SALT LAKE","SIL",40,"W",19,"","-",NA,"",NA,2017,"C10784","2017-07-07","Medium",7370.614425,"PLI",103,10.2,20,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,582.1326951,1754,1.491615973729,"S"
"603",1757,52.36322069,-123.2861591,33,236.3099365,1248,3.605551243,7.2347188,"SBPS","xc",NA,1057813.332,"TILL ","TYEE","SL",85,"W",NA,"UNDIFFERENTIATED BEDROCK","-",15,"-",NA,"","-",NA,"",NA,2017,"C10784","2017-07-07","Medium",7370.614425,"PLI",102,14.4,45,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,392.6491794,1757,0.00942371774417083,"W"
"604",1759,52.36252955,-123.2567597,33,103.6713104,1231,9.519716263,8.461052895,"SBPS","dc",NA,1052693.401,"TILL ","TYEE","SL",85,"W",NA,"UNDIFFERENTIATED BEDROCK","-",15,"-",NA,"","-",NA,"",NA,2017,"C10784","2017-07-07","Medium",7370.614425,"PLI",96,14,35,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,239.7171386,1759,0.149752302073512,"E"
"605",1760,52.3614789,-123.2126624,34,4.398705482,1173,6.519202232,9.532813072,"SBPS","dc",NA,994265.0136,"GLACIOFLUVIAL ","TYEE","SL",85,"W",NA,"UNDIFFERENTIATED BEDROCK","-",15,"-",NA,"","-",NA,"",NA,2017,"C10784","2017-07-07","Unburned",3588.827779,"PLI",9,2.5,2,"","","2005-08-05",NA,"","","",NA,"",NA,NA,NA,"","",NA,0,1760,0.237753321055152,"N"
"606",1761,52.36005198,-123.1538693,34,178.0250702,1277,7.254309177,6.535597801,"SBPS","dc",NA,1092109.293,"TILL ","TYEE","SL",85,"W",NA,"UNDIFFERENTIATED BEDROCK","-",15,"-",NA,"","-",NA,"",NA,2017,"C10784","2017-07-07","Medium",7370.614425,"PLI",23,7.8,15,"","","1992-10-01",NA,"","","",NA,"",NA,NA,NA,"","",NA,244.0462768,1761,1.02800454313504,"S"
"607",1770,52.39081532,-124.2564417,26,225,1175,1.414213538,8.170619965,"SBPS","xc",NA,1042126.37,"TILL ","NO SOILS DATA","",0,"",0,"","",0,"",0,"","",0,"",0,2017,"C10784","2017-07-07","Medium",7016.807514,"PLI",77,9.4,35,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,826.3461938,1770,0.823954053528789,"W"
"608",1771,52.39059354,-124.241726,26,222.7093964,1233,8.845903397,7.030385971,"SBPS","xc",NA,1079875.468,"TILL ","NO SOILS DATA","",0,"",0,"","",0,"",0,"","",0,"",0,2017,"C10784","2017-07-07","Medium",7016.807514,"PLI",102,11.1,37,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,917.5412791,1771,0.375867415926764,"S"
"609",1772,52.39014439,-124.2122953,27,135,1113,1.060660124,11.16635227,"SBPS","xc",NA,1031965.025,"GLACIOFLUVIAL ","NO SOILS DATA","",0,"",0,"","",0,"",0,"","",0,"",0,2017,"C10784","2017-07-07","Medium",7016.807514,"PLI",108,11.8,27,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,191.3827565,1772,0.19884736426617,"S"
"610",1774,52.38968779,-124.1828651,27,286.3895264,1153,8.860022545,6.335644245,"SBPS","xc",NA,1014803.104,"TILL ","NO SOILS DATA","",0,"",0,"","",0,"",0,"","",0,"",0,2017,"C10784","2017-07-07","Unburned",24.6863248,"PLI",75,9.5,40,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,0,1774,0.00117582435718766,"W"
"611",1775,52.38945669,-124.1681503,27,0,1197,13,8.031685829,"SBPS","xc",NA,953667.4059,"TILL ","NO SOILS DATA","",0,"",0,"","",0,"",0,"","",0,"",0,2017,"C10784","2017-07-07","Medium",30.33703966,"PLI",20,4.3,11,"","","1996-02-01",NA,"","","",NA,"",NA,NA,NA,"","",NA,109.0611297,1775,1.85090352453412,"N"
"612",1777,52.38898891,-124.1387211,27,70.76932526,1216,11.38529778,8.649820328,"SBPS","xc",NA,1013066.902,"TILL ","NO SOILS DATA","",0,"",0,"","",0,"",0,"","",0,"",0,2017,"C10784","2017-07-07","Low",518.3886977,"PLI",82,9,62,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,53.39764172,1777,1.45253222826546,"E"
"613",1778,52.37806834,-123.5502856,31,259.5625305,1086,19.31967926,6.249216557,"SBPS","xc",NA,1028392.024,"GLACIOFLUVIAL ","SALT LAKE","SIL",85,"W",19,"ALIX","SL",15,"R",37,"","-",NA,"",NA,2017,"C10784","2017-07-07","Medium",10198.63668,"PLI",66,8.9,33,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,329.1219539,1778,1.17111071296454,"W"
"614",1780,52.37712917,-123.5061655,32,308.6598206,1100,6.403124332,6.660407543,"SBPS","xc",NA,1001026.943,"GLACIOFLUVIAL ","SALT LAKE","SIL",85,"W",19,"ALIX","SL",15,"R",37,"","-",NA,"",NA,2017,"C10784","2017-07-07","Medium",10198.63668,"Spruce",109,14.8,26,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,519.2359838,1780,1.97351867350017,"W"
"615",1785,52.37520055,-123.4179313,32,284.7435608,1154,4.911720753,7.61871624,"SBPS","xc",NA,1025158.792,"ORGANIC ","RAIL","-",80,"VP",0,"CHIEF","-",20,"VP",0,"","-",NA,"",NA,2017,"C10784","2017-07-07","Low",32.9299456,"PLI",106,10.5,17,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,38.00725434,1785,1.1233528441329,"W"
"616",1789,52.37354218,-123.344409,33,167.0053864,1246,3.335416079,7.312595844,"SBPS","xc",NA,1065742.842,"TILL ","TYEE","SL",60,"MW",20,"SALT LAKE","SIL",40,"W",19,"","-",NA,"",NA,2017,"C10784","2017-07-07","Medium",7370.614425,"",NA,NA,NA,"","","2013-01-01",NA,"","","",NA,"",NA,NA,NA,"","",NA,182.1010604,1789,0.00135782083797598,"S"
"617",1791,52.3728658,-123.3150016,33,110.3764343,1249,9.334076881,6.283521652,"SBPS","dc",NA,1061774.601,"TILL ","TYEE","SL",85,"W",NA,"UNDIFFERENTIATED BEDROCK","-",15,"-",NA,"","-",NA,"",NA,2017,"C10784","2017-07-07","Low",0.915342999,"PLI",25,4.6,10,"","","1989-01-01",NA,"","","",NA,"",NA,NA,NA,"","",NA,347.6263881,1791,0.00875235461124613,"E"
"618",1792,52.37043984,-123.2120832,34,278.6156616,1201,8.34416008,6.395631313,"SBPS","dc",NA,1029264.078,"TILL ","SALT LAKE","SIL",60,"W",19,"TYEE","SL",40,"MW",20,"","-",NA,"",NA,2017,"C10784","2017-07-07","Medium",23.82116933,"PLI",27,5,10,"","","1987-01-01",NA,"","","",NA,"",NA,NA,NA,"","",NA,21.24780962,1792,0.968386987700276,"W"
"619",1793,52.37008583,-123.1973815,34,261.0273743,1236,4.808845997,9.585793495,"SBPS","dc",NA,1047702.072,"TILL ","TYEE","SL",85,"W",NA,"UNDIFFERENTIATED BEDROCK","-",15,"-",NA,"","-",NA,"",NA,2017,"C10784","2017-07-07","Low",192.6410301,"PLI",27,5,10,"","","1987-01-01",NA,"","","",NA,"",NA,NA,NA,"","",NA,402.6523286,1793,0.0383689200488645,"W"
"620",1794,52.36972995,-123.1826801,34,81.02737427,1275,4.808845997,6.946736336,"SBPS","dc",NA,1044637.224,"TILL ","TYEE","SL",85,"W",NA,"UNDIFFERENTIATED BEDROCK","-",15,"-",NA,"","-",NA,"",NA,2017,"C10784","2017-07-07","High",1.062099961,"Spruce",143,20.7,42,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,327.5483126,1794,1.35570484348197,"E"
"621",1795,52.36937222,-123.1679789,34,333.4349365,1270,2.23606801,10.65691376,"SBPS","dc",NA,1036129.089,"TILL ","TYEE","SL",85,"W",NA,"UNDIFFERENTIATED BEDROCK","-",15,"-",NA,"","-",NA,"",NA,2017,"C10784","2017-07-07","Low",51.53826349,"PLI",26,4.8,10,"","","1987-01-01",NA,"","","",NA,"",NA,NA,NA,"","",NA,25.16016966,1795,1.99194908717143,"N"
"622",1796,52.36901263,-123.153278,34,55.30484772,1250,3.952847004,7.835904598,"SBPS","dc",NA,1032267.865,"TILL ","TYEE","SL",85,"W",NA,"UNDIFFERENTIATED BEDROCK","-",15,"-",NA,"","-",NA,"",NA,2017,"C10784","2017-07-07","Low",7.412377235,"PLI",89,13.7,44,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,14.91816148,1796,0.775804742348003,"E"
"623",1798,52.36828786,-123.1238768,34,45,1226,0.353553385,11.16635227,"SBPS","dc",NA,1042189.451,"GLACIOFLUVIAL ","TYEE","SL",70,"MW",20,"HAWKS","SIL",30,"R",25,"","-",NA,"",NA,2017,"C10784","2017-07-07","Medium",44.14483708,"AT",23,9.4,12,"","","1992-12-01",NA,"","","",NA,"",NA,NA,NA,"","",NA,205.1541513,1798,1.89399666360056,"E"
"624",1800,52.36644337,-123.0503783,35,281.3099365,1246,5.099019527,10.22034931,"SBPS","dc",NA,1038001.798,"TILL ","TYEE","SL",60,"MW",20,"SALT LAKE","SIL",40,"W",19,"","-",NA,"",NA,2017,"C10784","2017-07-07","Unburned",1285.163784,"PLI",98,14.7,36,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,0,1800,0.596170068831697,"W"
"625",1805,52.40021834,-124.2855169,26,30.96375656,1146,4.373213768,8.140307426,"SBPS","xc",NA,1008139.373,"GLACIOFLUVIAL ","NO SOILS DATA","",0,"",0,"","",0,"",0,"","",0,"",0,2017,"C10784","2017-07-07","Medium",67.39888986,"PLI",106,11.3,29,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,87.64862376,1805,1.53586579914794,"N"
"626",1807,52.39978029,-124.2560791,26,45,1174,1.060660124,10.25006104,"SBPS","xc",NA,1030756.171,"ORGANIC ","NO SOILS DATA","",0,"",0,"","",0,"",0,"","",0,"",0,2017,"C10784","2017-07-07","Unburned",3.801055973,"PLI",87,9.3,50,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,0,1807,1.89399666360056,"E"
"627",1812,52.39818838,-124.1530516,27,220.0302582,1167,8.162413597,8.209412575,"SBPS","xc",NA,1067836.113,"TILL ","NO SOILS DATA","",0,"",0,"","",0,"",0,"","",0,"",0,2017,"C10784","2017-07-07","Low",518.3886977,"PLI",107,10.9,50,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,112.9441024,1812,1.90715595896347,"S"
"628",1813,52.39795351,-124.138334,27,244.440033,1246,6.373774529,7.763614178,"SBPS","xc",NA,1060186.567,"TILL ","NO SOILS DATA","",0,"",0,"","",0,"",0,"","",0,"",0,2017,"C10784","2017-07-07","Low",518.3886977,"AT",143,18.2,45,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,161.2324561,1813,1.40182492501331,"W"
"629",1814,52.39771677,-124.1236166,27,135,1198,12.37436867,9.665127754,"SBPS","xc",NA,1084063.281,"TILL ","NO SOILS DATA","",0,"",0,"","",0,"",0,"","",0,"",0,2017,"C10784","2017-07-07","Unburned",1.732567315,"",NA,NA,NA,"","","1999-01-01",NA,"","","",NA,"",NA,NA,NA,"","",NA,0,1814,0.19884736426617,"S"
"630",1815,52.39747818,-124.1088994,27,129.5596619,1222,14.91643429,6.913341999,"SBPS","xc",NA,1089652.595,"TILL ","NO SOILS DATA","",0,"",0,"","",0,"",0,"","",0,"",0,2017,"C10784","2017-07-07","Medium",3.21537546,"PLI",137,13.5,30,"IBM","1985-01-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,113.063571,1815,0.0201864477012323,"E"
"631",1816,52.39723771,-124.0941823,27,235.3048401,1206,7.905694008,7.548222542,"SBPS","xc",NA,1063303.603,"TILL ","NO SOILS DATA","",0,"",0,"","",0,"",0,"","",0,"",0,2017,"C10784","2017-07-07","Low",22.70274618,"PLI",137,13.5,20,"","","",NA,"","","",NA,"",NA,NA,NA,"","",NA,188.1029002,1816,0.353419031314443,"W"
"632",1818,52.38671949,-123.5350664,31,225,1097,1.060660124,8.458301544,"SBPS","xc",NA,1031235.078,"GLACIOFLUVIAL ","SALT LAKE","SIL",85,"W",19,"ALIX","SL",15,"R",37,"","-",NA,"",NA,2017,"C10784","2017-07-07","Medium",10198.63668,"PLI",86,9,19,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,556.7409154,1818,0.823954053528789,"W"
"633",1820,52.38609138,-123.5056471,32,161.5650482,1109,6.324555397,7.365900993,"SBPS","xc",NA,1061589.074,"GLACIOFLUVIAL ","SALT LAKE","SIL",85,"W",19,"ALIX","SL",15,"R",37,"","-",NA,"",NA,2017,"C10784","2017-07-07","Medium",10198.63668,"PLI",103,14.5,27,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,284.9739954,1820,0.296672996008032,"S"
"634",1822,52.38513526,-123.4615199,32,80.53768158,1132,3.041381359,11.31690502,"SBPS","xc",NA,1027703.5,"GLACIOFLUVIAL ","SALT LAKE","SIL",85,"W",19,"ALIX","SL",15,"R",37,"","-",NA,"",NA,2017,"C10784","2017-07-07","Medium",10198.63668,"PLI",97,10.2,20,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,224.3700159,1822,0.874308762624414,"E"
"635",1824,52.38416238,-123.4173946,32,244.2900391,1178,7.491662025,9.211452484,"SBPS","xc",NA,1053819.758,"GLACIOFLUVIAL ","SALT LAKE","SIL",85,"W",19,"ALIX","SL",15,"R",37,"","-",NA,"",NA,2017,"C10784","2017-07-07","Low",582.3739159,"PLI",131,10.5,20,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,383.2667656,1824,1.2604757883117,"W"
"636",1825,52.38350448,-123.3879789,33,36.25383759,1219,4.650269032,9.378163338,"SBPS","xc",NA,1018408.341,"TILL ","TYEE","SL",85,"W",NA,"UNDIFFERENTIATED BEDROCK","-",15,"-",NA,"","-",NA,"",NA,2017,"C10784","2017-07-07","Low",5.211399881,"PLI",95,13.3,41,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,74.73966087,1825,0.585337935957815,"N"
"637",1826,52.38317274,-123.3732714,33,186.3401947,1181,2.263846397,7.700128078,"SBPS","xc",NA,1050697.79,"GLACIOFLUVIAL ","SALT LAKE","SIL",60,"W",19,"TYEE","SL",40,"MW",20,"","-",NA,"",NA,2017,"C10784","2017-07-07","Medium",375.8292922,"PLI",91,13.1,19,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,98.96877156,1826,0.0923454626848655,"S"
"638",1827,52.38250367,-123.343857,33,333.4349365,1226,2.23606801,7.712474346,"SBPS","dc",NA,1031636.391,"TILL ","TYEE","SL",60,"MW",20,"SALT LAKE","SIL",40,"W",19,"","-",NA,"",NA,2017,"C10784","2017-07-07","Low",19.65697956,"PLI",33,6.4,20,"","","1987-01-01",NA,"","","",NA,"",NA,NA,NA,"","",NA,210.5491001,1827,1.99194908717143,"N"
"639",1831,52.37904663,-123.1967991,34,295.3461609,1216,5.25594902,6.857832909,"SBPS","dc",NA,1027085.994,"TILL ","TYEE","SL",85,"W",NA,"UNDIFFERENTIATED BEDROCK","-",15,"-",NA,"","-",NA,"",NA,2017,"C10784","2017-07-07","Unburned",3588.827779,"AT",15,7,15,"","","2000-06-30",NA,"","","",NA,"",NA,NA,NA,"","",NA,0,1831,1.86948280005487,"W"
"640",1833,52.37833288,-123.1673904,34,205.2777252,1288,19.90602875,7.135608673,"SBPS","dc",NA,1141519.232,"TILL ","TYEE","SL",75,"MW",20,"TYEE","SL",25,"MW",NA,"","-",NA,"",NA,2017,"C10784","2017-07-07","Medium",7370.614425,"PLI",103,15.2,21,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,128.70203,1833,0.132732513228089,"S"
"641",1835,52.37688305,-123.1085759,35,300.9637451,1241,7.28869009,7.629481792,"SBPS","dc",NA,1020240.788,"TILL ","TYEE","SL",85,"W",NA,"UNDIFFERENTIATED BEDROCK","-",15,"-",NA,"","-",NA,"",NA,2017,"C10784","2017-07-07","Medium",32.29321676,"PLI",22,7.4,11,"","","1992-12-01",NA,"","","",NA,"",NA,NA,NA,"","",NA,128.0464828,1835,1.3788498639922,"W"
"642",1836,52.37651594,-123.0938729,35,18.43494797,1241,15.81138802,5.756463051,"SBPS","dc",NA,944261.6074,"GLACIOFLUVIAL ","TYEE","SL",85,"W",NA,"UNDIFFERENTIATED BEDROCK","-",15,"-",NA,"","-",NA,"",NA,2017,"C10784","2017-07-07","Unburned",1285.163784,"PLI",23,10.4,16,"","","1993-01-01",NA,"","","",NA,"",NA,NA,NA,"","",NA,0,1836,1.56719409484756,"N"
"643",1840,52.40939961,-124.2998824,26,137.2906036,1185,8.845903397,7.030385971,"SBPS","xc",NA,1071836.559,"LACUSTRINE ","NO SOILS DATA","",0,"",0,"","",0,"",0,"","",0,"",0,2017,"C10784","2017-07-07","Unburned",7.038336999,"PLI",123,13,56,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,0,1840,1.07814992342254,"S"
"644",1844,52.40807399,-124.2115516,27,344.744873,1081,2.850438595,10.03466988,"SBPS","xc",NA,1006847.649,"GLACIOLACUSTRINE ","NO SOILS DATA","",0,"",0,"","",0,"",0,"","",0,"",0,2017,"C10784","2017-07-07","Medium",7016.807514,"PLI",86,9.9,41,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,539.4774854,1844,1.18628928425979,"N"
"645",1845,52.40784653,-124.1968303,27,310.6012878,1090,4.609772205,6.989015102,"SBPS","xc",NA,1005932.421,"GLACIOLACUSTRINE ","NO SOILS DATA","",0,"",0,"","",0,"",0,"","",0,"",0,2017,"C10784","2017-07-07","Medium",7016.807514,"PLI",21,4.6,18,"","","1996-01-01",NA,"","","",NA,"",NA,NA,NA,"","",NA,334.3887086,1845,0.434270270892057,"W"
"646",1847,52.40738602,-124.1673883,27,315,1114,3.8890872,9.10492897,"SBPS","xc",NA,1010744.836,"GLACIOFLUVIAL ","NO SOILS DATA","",0,"",0,"","",0,"",0,"","",0,"",0,2017,"C10784","2017-07-07","Low",518.3886977,"PLI",17,3.9,2,"","","1999-03-01",NA,"","","",NA,"",NA,NA,NA,"","",NA,214.0486211,1847,1.95891572341431,"N"
"647",1852,52.40395364,-123.9613121,28,175.6012878,1046,3.259601116,9.281498909,"SBPS","xc",NA,1038500.912,"GLACIOFLUVIAL ","SALT LAKE","SIL",60,"W",19,"ALIX","SL",25,"R",37,"HAWKS","SIL",15,"R",25,2017,"C10784","2017-07-07","Low",865.277623,"PLI",97,11,20,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,9.542086842,1852,1.63638450061157,"S"
"648",1857,52.39441786,-123.4757041,32,246.8014069,1110,3.8078866,8.278731346,"SBPS","xc",NA,1036311.264,"FLUVIAL ","SALT LAKE","SIL",85,"W",19,"ALIX","SL",15,"R",37,"","-",NA,"",NA,2017,"C10784","2017-07-07","Medium",10198.63668,"PLI",84,8.4,14,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,15.55005771,1857,1.35854601502578,"W"
"649",1859,52.39377473,-123.4462804,32,300.9637451,1140,1.457737923,9.238920212,"SBPS","xc",NA,1027889.775,"GLACIOFLUVIAL ","SALT LAKE","SIL",85,"W",19,"ALIX","SL",15,"R",37,"","-",NA,"",NA,2017,"C10784","2017-07-07","Medium",12.81598357,"PLI",96,10,16,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,290.3705731,1859,1.3788498639922,"W"
"650",1860,52.39312415,-123.4168577,32,310.9143982,1192,4.962358475,7.608459473,"SBPS","xc",NA,1017953.352,"GLACIOFLUVIAL ","SALT LAKE","SIL",85,"W",19,"ALIX","SL",15,"R",37,"","-",NA,"",NA,2017,"C10784","2017-07-07","Low",582.3739159,"PLI",22,5.7,18,"","","1992-02-01",NA,"","","",NA,"",NA,NA,NA,"","",NA,490.9122124,1860,0.207786132832706,"W"
