"","Card","SpeciesAll","total_count","total_tph","total_x0","total_x10","total_x30","total_x130","FDI_count","FDI_tph","FDI_x0","FDI_x10","FDI_x30","FDI_x130","PLI_count","PLI_tph","PLI_x0","PLI_x10","PLI_x30","PLI_x130","AT_count","AT_x0","AT_x10","AT_x30","AT_x130","SX_count","SX_x0","SX_x10","SX_x30","SX_x130","SampleSite_ID","UNIQUE_ID","Plot_ID","Contract","Zone","Easting","Northing","Coordinate_source","Latitude","Longitude","Aspect","Elevation","Slope","TWI","BEC_Zone","BEC_Subzone","BEC_Variant","Solar_Radiation","PARENT_SOILS","SOILNAME_1","TEXTURE_1","PERCENT_1","DRAIN_1","COFRAG_1","SOILNAME_2","TEXTURE_2","PERCENT_2","DRAIN_2","COFRAG_2","SOILNAME_3","TEXTURE_3","PERCENT_3","DRAIN_3","COFRAG_3","FIRE_NUMBER_1","FIRE_YEAR_1","BURN_SEVERITY_RATING_1","FIRE_DATE_1","PATCH_SIZE_1","CROWN_CLOSURE_1","SPECIES_CD_1_1","SPECIES_PCT_1_1","PROJ_AGE_1_1","PROJ_HEIGHT_1_1","SPECIES_CD_2_1","SPECIES_PCT_2_1","PROJ_AGE_2_1","PROJ_HEIGHT_2_1","SPECIES_CD_3_1","SPECIES_PCT_3_1","SPECIES_CD_4_1","SPECIES_PCT_4_1","SPECIES_CD_5_1","SPECIES_PCT_5_1","SPECIES_CD_6_1","SPECIES_PCT_6_1","DISTURBANCE_TYPE_1","DISTURBANCE_DATE_1","HARVEST_DATE_1","FIRE_NUMBER_2","FIRE_YEAR_2","BURN_SEVERITY_RATING_2","FIRE_DATE_2","PATCH_SIZE_2","CROWN_CLOSURE_2","SPECIES_CD_1_2","SPECIES_PCT_1_2","PROJ_AGE_1_2","PROJ_HEIGHT_1_2","SPECIES_CD_2_2","SPECIES_PCT_2_2","PROJ_AGE_2_2","PROJ_HEIGHT_2_2","SPECIES_CD_3_2","SPECIES_PCT_3_2","SPECIES_CD_4_2","SPECIES_PCT_4_2","SPECIES_CD_5_2","SPECIES_PCT_5_2","SPECIES_CD_6_2","SPECIES_PCT_6_2","DISTURBANCE_TYPE_2","DISTURBANCE_DATE_2","HARVEST_DATE_2","DISTANCE_TO_PERIMETER","Beers_aspect","Azimuth","MEAN","BARC.x"
"328",1706,"PLI",231,46200,2,51,178,0,0,0,0,0,0,0,231,46200,2,51,178,0,0,0,0,0,0,0,0,0,0,0,1706,311,1706,"",10,487438,5799189,"Field UTM",52.34285824,-123.1843968,345.6506653,1288,11.09617043,9.477889061,"SBPS","dc",NA,977567.6344,"TILL ","TYEE","SL",85,"W",NA,"UNDIFFERENTIATED BEDROCK","-",15,"-",NA,"","-",NA,"",NA,"C10784",2017,"Low","2017-07-07",21.92988246,27,"SX",54,120,15.19999981,"PLI",46,139,14.89999962,"",NA,"",NA,NA,NA,NA,NA,"IBM","2003-08-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,1289.864041,1.69416534666115,"N",0.346515298,"3"
"329",1707,"PLI",97,19400,0,6,91,0,0,0,0,0,0,0,97,19400,0,6,91,0,0,0,0,0,0,0,0,0,0,0,1707,312,1707,"",10,488436,5799141,"Field UTM",52.34244865,-123.1697457,34.69515228,1291,3.952847004,9.339982033,"SBPS","dc",NA,1027711.064,"TILL ","TYEE","SL",85,"W",NA,"UNDIFFERENTIATED BEDROCK","-",15,"-",NA,"","-",NA,"",NA,"C10784",2017,"Medium","2017-07-07",7370.614425,41,"PLI",78,106,15.39999962,"SX",20,110,17.70000076,"AT",2,"",NA,NA,NA,NA,NA,"IBM","2003-08-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,386.0188828,1.99862475299307,"N",0.590235561,"3"
"330",1708,"PLI",856,171200,19,627,210,0,0,0,0,0,0,0,856,171200,19,627,210,0,0,0,0,0,0,0,0,0,0,0,1708,313,1708,"",10,489438,5799096,"Field UTM",52.3420643,-123.1550362,331.9275208,1266,8.5,7.763421535,"SBPS","dc",NA,996201.5226,"TILL ","TYEE","SL",85,"W",NA,"UNDIFFERENTIATED BEDROCK","-",15,"-",NA,"","-",NA,"",NA,"C10784",2017,"Medium","2017-07-07",7370.614425,50,"PLI",58,90,13.89999962,"SX",32,119,18.5,"AT",10,"",NA,NA,NA,NA,NA,"IBM","2003-08-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,591.1754045,1.5035869964976,"N",0.647331595,"3"
"331",1723,"PLI",94,18800,3,24,67,0,0,0,0,0,0,0,94,18800,3,24,67,0,0,0,0,0,0,0,0,0,0,0,1723,314,1723,"",10,479473,5800523,"Field UTM",52.354611,-123.3013947,83.6598053,1195,6.791538715,6.60151577,"SBPS","xc",NA,1028165.915,"TILL ","SALT LAKE","SIL",85,"W",19,"ALIX","SL",15,"R",37,"","-",NA,"",NA,"C10784",2017,"Medium","2017-07-07",7370.614425,30,"PLI",54,98,12.69999981,"AT",38,83,10.30000019,"SX",8,"",NA,NA,NA,NA,NA,"IBM","2003-08-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,163.3615022,1.61607559552115,"E",0.459813245,"3"
"332",1724,"NR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1724,315,1724,"",10,480155,5800850,"Field UTM",52.35757595,-123.2914005,176.9872131,1196,4.756574631,8.749424934,"SBPS","xc",NA,1061282.258,"TILL ","SALT LAKE","SIL",85,"W",19,"ALIX","SL",15,"R",37,"","-",NA,"",NA,"C10784",2017,"Low","2017-07-07",34.34621437,3,"PLI",92,26,4.800000191,"AT",7,NA,NA,"SX",1,"",NA,NA,NA,NA,NA,"","","1988-01-01","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,160.2134887,0.177882874100891,"S",0.171924198,"2"
"333",1738,"PLI",20,4000,5,13,2,0,0,0,0,0,0,0,20,4000,5,13,2,0,0,0,0,0,0,0,0,0,0,0,1738,316,1738,"",10,415463.8485,5804217.431,"Field lat/long",52.38168441,-124.2420134,236.3099365,1177,14.42220497,8.045648575,"SBPS","xc",NA,1070698.737,"TILL ","NO SOILS DATA","",0,"",0,"","",0,"",0,"","",0,"",0,"C10784",2017,"Medium","2017-07-07",6750.045527,68,"PLI",97,58,6.800000191,"SX",2,102,13.10000038,"FDI",1,"",NA,NA,NA,NA,NA,"IBM","2003-08-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,324.2308821,0.0909093618272024,"W",0.31738086,"3"
"334",1739,"AT, PLI",19,3800,0,7,9,3,0,0,0,0,0,0,8,1600,0,7,1,0,11,0,0,8,3,0,0,0,0,0,1739,317,1739,"",10,416457.7119,5804170.424,"Field lat/long",52.38141441,-124.2274034,131.0548096,1231,10.27740192,6.187245846,"SBPS","xc",NA,1076489.228,"ROCK ","NO SOILS DATA","",0,"",0,"","",0,"",0,"","",0,"",0,"C10784",2017,"Low","2017-07-07",22.64181715,21,"PLI",94,89,7.699999809,"FDI",6,68,7.300000191,"",NA,"",NA,NA,NA,NA,NA,"IBM","2003-08-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,290.5547854,0.837278664908595,"E",0.247820581,"2"
"335",1754,"PLI",2040,408000,0,928,1112,0,0,0,0,0,0,0,2040,408000,0,928,1112,0,0,0,0,0,0,0,0,0,0,0,1754,318,1754,"",10,476629,5801247,"Field UTM",52.36100607,-123.3432024,228.0127869,1169,6.726811886,8.402852058,"SBPS","xc",NA,1053566.451,"GLACIOFLUVIAL ","SALT LAKE","SIL",60,"W",19,"TYEE","SL",40,"MW",20,"","-",NA,"",NA,"C10784",2017,"Medium","2017-07-07",7370.614425,20,"PLI",80,103,10.19999981,"AT",11,111,14.80000019,"FDI",5,"SX",4,NA,NA,NA,NA,"IBM","2003-08-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,207.2858556,0.0403067899266328,"W",0.431767176,"3"
"336",1757,"PLI",545,109000,10,30,505,0,0,0,0,0,0,0,545,109000,10,30,505,0,0,0,0,0,0,0,0,0,0,0,1757,319,1757,"",10,480512,5801476,"Field UTM",52.36321668,-123.2861948,236.3099365,1248,3.605551243,7.2347188,"SBPS","xc",NA,1054195.277,"TILL ","TYEE","SL",85,"W",NA,"UNDIFFERENTIATED BEDROCK","-",15,"-",NA,"","-",NA,"",NA,"C10784",2017,"Medium","2017-07-07",7370.614425,45,"PLI",93,102,14.39999962,"SX",5,91,14,"AT",2,"",NA,NA,NA,NA,NA,"IBM","2003-08-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,392.7850426,0.0909093618272024,"W",0.182983184,"2"
"337",1759,"PLI",5,1000,0,0,5,0,0,0,0,0,0,0,5,1000,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1759,320,1759,"",10,482198,5801523,"Field UTM",52.36369659,-123.2614375,40.23635864,1262,8.51469326,7.068547249,"SBPS","dc",NA,1001834.179,"TILL ","TYEE","SL",85,"W",NA,"UNDIFFERENTIATED BEDROCK","-",15,"-",NA,"","-",NA,"",NA,"C10784",2017,"Low","2017-07-07",7.444718059,3,"PLI",100,27,5,"",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","","1987-01-01","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,88.24595855,1.98889574289216,"N",0.123505622,"2"
"338",1760,"AT, PLI, SX",93,18600,58,13,20,2,0,0,0,0,0,0,17,3400,5,4,8,0,17,0,3,12,2,59,53,6,0,0,1760,321,1760,"",10,485516,5801258,"Field UTM",52.36141189,-123.2126988,4.398705482,1173,6.519202232,9.532813072,"SBPS","dc",NA,991068.7402,"GLACIOFLUVIAL ","TYEE","SL",85,"W",NA,"UNDIFFERENTIATED BEDROCK","-",15,"-",NA,"","-",NA,"",NA,"C10784",2017,"Unburned","2017-07-07",3432.304877,2,"PLI",50,9,2.5,"SX",40,9,0.5,"AT",10,"",NA,NA,NA,NA,NA,"","","2005-08-05","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,-1,1.8886875342117,"N",0.067538789,"1"
"339",1761,"PLI",5,1000,0,2,3,0,0,0,0,0,0,0,5,1000,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1761,322,1761,"",10,489519,5801100,"Field UTM",52.36008259,-123.1539098,178.0250702,1277,7.254309177,6.535597801,"SBPS","dc",NA,1088257.403,"TILL ","TYEE","SL",85,"W",NA,"UNDIFFERENTIATED BEDROCK","-",15,"-",NA,"","-",NA,"",NA,"C10784",2017,"Medium","2017-07-07",7370.614425,15,"PLI",80,23,7.800000191,"AT",20,23,9.399999619,"",NA,"",NA,NA,NA,NA,NA,"","","1992-10-01","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,239.7248053,0.167705663252741,"S",0.648437063,"3"
"340",1770,"PLI",682,136400,9,401,272,0,0,0,0,0,0,0,682,136400,9,401,272,0,0,0,0,0,0,0,0,0,0,0,1770,323,1770,"",10,414504.0952,5805247.557,"Field lat/long",52.39079441,-124.2563734,251.5650482,1175,2.371708155,12.35406303,"SBPS","xc",NA,1036781.22,"TILL ","NO SOILS DATA","",0,"",0,"","",0,"",0,"","",0,"",0,"C10784",2017,"Medium","2017-07-07",6750.045527,35,"PLI",97,77,9.399999619,"SX",3,133,14.39999962,"",NA,"",NA,NA,NA,NA,NA,"IBM","2003-08-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,827.6185506,0.232556449138368,"W",0.290752709,"3"
"341",1771,"PLI",231,46200,11,165,55,0,0,0,0,0,0,0,231,46200,11,165,55,0,0,0,0,0,0,0,0,0,0,0,1771,324,1771,"",10,415503.2857,5805205.822,"Field lat/long",52.39057441,-124.2416834,197.2414551,1234,7.591113091,6.490215302,"SBPS","xc",NA,1081833.432,"TILL ","NO SOILS DATA","",0,"",0,"","",0,"",0,"","",0,"",0,"C10784",2017,"Medium","2017-07-07",6750.045527,37,"PLI",97,102,11.10000038,"AT",2,104,14.39999962,"SX",1,"",NA,NA,NA,NA,NA,"IBM","2003-08-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,916.5106076,0.0316275535112037,"S",0.237830187,"2"
"342",1772,"PLI",119,23800,0,14,105,0,0,0,0,0,0,0,119,23800,0,14,105,0,0,0,0,0,0,0,0,0,0,0,1772,325,1772,"",10,417503.0805,5805124.051,"Field lat/long",52.39014441,-124.2122834,135,1113,1.060660124,11.16635227,"SBPS","xc",NA,1028501.308,"GLACIOFLUVIAL ","NO SOILS DATA","",0,"",0,"","",0,"",0,"","",0,"",0,"C10784",2017,"Medium","2017-07-07",6750.045527,27,"PLI",96,108,11.80000019,"SX",3,86,10,"AT",1,"",NA,NA,NA,NA,NA,"IBM","2003-08-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,192.1709709,0.769779088265812,"S",0.326631685,"3"
"343",1789,"PLI",46,9200,0,0,43,3,0,0,0,0,0,0,46,9200,0,0,43,3,0,0,0,0,0,0,0,0,0,0,1789,326,1789,"",10,476793,5802667,"Field UTM",52.37377917,-123.3408924,45,1245,1.767766953,7.947476387,"SBPS","xc",NA,1035360.094,"TILL ","TYEE","SL",60,"MW",20,"SALT LAKE","SIL",40,"W",19,"","-",NA,"",NA,"C10784",2017,"Low","2017-07-07",961.8393539,10,"PLI",80,108,14.19999981,"AT",15,108,14.19999981,"SX",5,"",NA,NA,NA,NA,NA,"IBM","2003-08-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,88.30538194,1.97313839293303,"E",0.115586889,"2"
"344",1791,"PLI",137,27400,21,110,6,0,0,0,0,0,0,0,137,27400,21,110,6,0,0,0,0,0,0,0,0,0,0,0,1791,327,1791,"",10,478551,5802553,"Field UTM",52.37282594,-123.3150619,110.3764343,1249,9.334076881,6.283521652,"SBPS","dc",NA,1058124.682,"TILL ","TYEE","SL",85,"W",NA,"UNDIFFERENTIATED BEDROCK","-",15,"-",NA,"","-",NA,"",NA,"C10784",2017,"Low","2017-07-07",0.915342999,10,"PLI",100,25,4.599999905,"",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","","1989-01-01","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,351.6346094,1.19617697866467,"E",0.249734784,"2"
"345",1792,"AT, PLI",164,32800,6,29,118,11,0,0,0,0,0,0,119,23800,6,29,84,0,45,0,0,34,11,0,0,0,0,0,1792,328,1792,"",10,485559,5802261,"Field UTM",52.37043033,-123.2121106,278.6156616,1201,8.34416008,6.395631313,"SBPS","dc",NA,1025813.161,"TILL ","SALT LAKE","SIL",60,"W",19,"TYEE","SL",40,"MW",20,"","-",NA,"",NA,"C10784",2017,"Medium","2017-07-07",23.82116933,10,"PLI",50,27,5,"AT",40,NA,NA,"SX",10,"",NA,NA,NA,NA,NA,"","","1987-01-01","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,21.80382693,0.608076145713083,"W",0.384951229,"3"
"346",1793,"AT, PLI",170,34000,8,47,106,9,0,0,0,0,0,0,127,25400,8,47,72,0,43,0,0,34,9,0,0,0,0,0,1793,329,1793,"",10,486559,5802216,"Field UTM",52.37005121,-123.1974208,261.0273743,1236,4.808845997,9.585793495,"SBPS","dc",NA,1044163.424,"TILL ","TYEE","SL",85,"W",NA,"UNDIFFERENTIATED BEDROCK","-",15,"-",NA,"","-",NA,"",NA,"C10784",2017,"Low","2017-07-07",192.6410301,10,"PLI",50,27,5,"AT",40,NA,NA,"SX",10,"",NA,NA,NA,NA,NA,"","","1987-01-01","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,401.5229108,0.348397303221896,"W",0.296629578,"3"
"347",1794,"PLI",326,65200,0,43,283,0,0,0,0,0,0,0,326,65200,0,43,283,0,0,0,0,0,0,0,0,0,0,0,1794,330,1794,"",10,487564,5802176,"Field UTM",52.36971533,-123.182658,81.02737427,1275,4.808845997,6.946736336,"SBPS","dc",NA,1041110.983,"TILL ","TYEE","SL",85,"W",NA,"UNDIFFERENTIATED BEDROCK","-",15,"-",NA,"","-",NA,"",NA,"C10784",2017,"Medium","2017-07-07",7370.614425,42,"SX",63,143,20.70000076,"PLI",33,83,12.30000019,"AT",4,"",NA,NA,NA,NA,NA,"IBM","2003-08-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,326.7772413,1.65160269717528,"E",0.638552686,"3"
"348",1795,"AT, PLI",162,32400,36,76,36,14,0,0,0,0,0,0,129,25800,36,76,17,0,33,0,0,19,14,0,0,0,0,0,1795,331,1795,"",10,488566,5802130,"Field UTM",52.36932361,-123.1679393,26.56505203,1272,1.118034005,8.405621529,"SBPS","dc",NA,1040175.499,"TILL ","TYEE","SL",85,"W",NA,"UNDIFFERENTIATED BEDROCK","-",15,"-",NA,"","-",NA,"",NA,"C10784",2017,"Low","2017-07-07",51.53826349,10,"PLI",80,26,4.800000191,"AT",10,NA,NA,"SX",10,"",NA,NA,NA,NA,NA,"","","1987-01-01","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,28.23504175,1.99600238600509,"N",0.18772427,"2"
"349",1796,"NR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1796,332,1796,"",10,489564,5802088,"Field UTM",52.36896593,-123.1532797,55.30484772,1250,3.952847004,7.835904598,"SBPS","dc",NA,1028823.607,"TILL ","TYEE","SL",85,"W",NA,"UNDIFFERENTIATED BEDROCK","-",15,"-",NA,"","-",NA,"",NA,"C10784",2017,"Low","2017-07-07",7.412377235,44,"PLI",58,89,13.69999981,"SX",32,129,19.29999924,"AT",10,"",NA,NA,NA,NA,NA,"IBM","2003-08-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,19.12399079,1.91625840574332,"E",0.229465857,"2"
"350",1798,"PLI",102,20400,0,12,90,0,0,0,0,0,0,0,102,20400,0,12,90,0,0,0,0,0,0,0,0,0,0,0,1798,333,1798,"",10,491563,5802013,"Field UTM",52.36832608,-123.1239174,45,1226,0.353553385,11.16635227,"SBPS","dc",NA,1038669.11,"GLACIOFLUVIAL ","TYEE","SL",70,"MW",20,"HAWKS","SIL",30,"R",25,"","-",NA,"",NA,"C10784",2017,"Medium","2017-07-07",44.14483708,12,"AT",60,23,9.399999619,"PLI",40,22,7.400000095,"",NA,"",NA,NA,NA,NA,NA,"","","1992-12-01","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,206.8048833,1.97313839293303,"E",0.361850023,"3"
"351",1805,"PLI",400,80000,39,299,62,0,0,0,0,0,0,0,400,80000,39,299,62,0,0,0,0,0,0,0,0,0,0,0,1805,334,1805,"",10,412547.8219,5806319.975,"Field lat/long",52.40012441,-124.2853934,27.47443199,1145,7.044501305,7.663558483,"SBPS","xc",NA,988400.2769,"GLACIOFLUVIAL ","NO SOILS DATA","",0,"",0,"","",0,"",0,"","",0,"",0,"C10784",2017,"Medium","2017-07-07",66.817461,29,"PLI",52,106,11.30000019,"AT",44,129,17.79999924,"SX",4,"",NA,NA,NA,NA,NA,"IBM","2003-08-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,93.6699187,1.99729464082231,"N",0.328925739,"3"
"352",1807,"NR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1807,335,1807,"",10,471847.6712,5738930.704,"Intended lat/long",51.8005202,-123.4082703,321.3401794,1188,3.201562166,10.34928703,"SBPS","xc",NA,1019564.966,"TILL ","SHEMWELL","SL",100,"W",28,"","-",NA,"",NA,"","-",NA,"",NA,"C50647",2017,"Low","2017-07-07",2.849780968,39,"PLI",90,91,13.30000019,"SX",8,73,9.199999809,"AT",2,"",NA,NA,NA,NA,NA,"IBM","2003-08-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,5.995496941,1.33627777443994,"N",0.423165431,"3"
"353",1816,"NR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1816,336,1816,"",10,425553.3787,5805783.559,"Field lat/long",52.39722639,-124.0941565,235.3048401,1206,7.905694008,7.548222542,"SBPS","xc",NA,1059635.408,"TILL ","NO SOILS DATA","",0,"",0,"","",0,"",0,"","",0,"",0,"C10784",2017,"Low","2017-07-07",22.70274618,20,"PLI",100,137,13.5,"",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,186.3872186,0.0837415409808865,"W",0.198196048,"2"
"354",1825,"PLI",898,179600,3,33,862,0,0,0,0,0,0,0,898,179600,3,33,862,0,0,0,0,0,0,0,0,0,0,0,1825,337,1825,"",10,473972,5803814,"Field UTM",52.38396413,-123.3824187,75.96375275,1188,4.123105526,8.486881256,"SBPS","xc",NA,1027774.62,"GLACIOFLUVIAL ","TYEE","SL",85,"W",NA,"UNDIFFERENTIATED BEDROCK","-",15,"-",NA,"","-",NA,"",NA,"C10784",2017,"Low","2017-07-07",961.8393539,20,"PLI",90,25,4.599999905,"SX",10,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","","1989-01-01","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,332.115902,1.71601165186201,"E",0.158309676,"2"
"355",1831,"NR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1831,338,1831,"",10,486600,5803212,"Field UTM",52.37900659,-123.1968584,295.3461609,1216,5.25594902,6.857832909,"SBPS","dc",NA,1023671.471,"TILL ","TYEE","SL",85,"W",NA,"UNDIFFERENTIATED BEDROCK","-",15,"-",NA,"","-",NA,"",NA,"C10784",2017,"Unburned","2017-07-07",3432.304877,15,"AT",80,15,7,"PLI",20,14,4.300000191,"",NA,"",NA,NA,NA,NA,NA,"","","2000-06-30","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,-1,0.88950655972201,"W",-0.005940919,"1"
"356",1833,"AT, PLI",241,48200,3,66,168,4,0,0,0,0,0,0,232,46400,3,66,163,0,9,0,0,5,4,0,0,0,0,0,1833,339,1833,"",10,488607,5803120,"Field UTM",52.3782249,-123.1673707,205.2777252,1288,19.90602875,7.135608673,"SBPS","dc",NA,1137242.029,"TILL ","TYEE","SL",75,"MW",20,"TYEE","SL",25,"MW",NA,"","-",NA,"",NA,"C10784",2017,"Medium","2017-07-07",7370.614425,21,"PLI",60,103,15.19999981,"SX",26,84,14.30000019,"AT",14,"",NA,NA,NA,NA,NA,"IBM","2003-08-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,116.5882773,0.00625583205580016,"S",0.332770765,"3"
"357",1835,"NR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1835,340,1835,"",10,492612,5802957,"Field UTM",52.37682814,-123.1085312,311.4236755,1244,5.667891979,6.782376289,"SBPS","dc",NA,1018367.171,"TILL ","TYEE","SL",85,"W",NA,"UNDIFFERENTIATED BEDROCK","-",15,"-",NA,"","-",NA,"",NA,"C10784",2017,"Medium","2017-07-07",32.29321676,11,"PLI",80,22,7.400000095,"AT",20,12,4.900000095,"",NA,"",NA,NA,NA,NA,NA,"","","1992-12-01","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,134.4418125,1.16907003930408,"W",0.5053868,"3"
"358",1836,"NR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1836,341,1836,"",10,493608,5802923,"Field UTM",52.376535,-123.0938991,18.43494797,1241,15.81138802,5.756463051,"SBPS","dc",NA,941392.493,"GLACIOFLUVIAL ","TYEE","SL",85,"W",NA,"UNDIFFERENTIATED BEDROCK","-",15,"-",NA,"","-",NA,"",NA,"C10784",2017,"Unburned","2017-07-07",1241.515933,16,"PLI",100,23,10.39999962,"",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","","1993-01-01","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,-1,1.97335935752798,"N",-0.011903994,"1"
"359",1840,"NR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1840,342,1840,"",10,411584.7513,5807374.126,"Field lat/long",52.40944442,-124.2998234,124.2157059,1182,7.55810833,6.494572163,"SBPS","xc",NA,1055087.551,"LACUSTRINE ","NO SOILS DATA","",0,"",0,"","",0,"",0,"","",0,"",0,"C10784",2017,"Unburned","2017-07-07",7.038337193,56,"PLI",39,123,13,"SX",38,127,16.70000076,"AT",23,"",NA,NA,NA,NA,NA,"IBM","2003-08-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,-1,0.955931029884457,"E",0.158632949,"2"
"360",1844,"PLI, SX",272,54400,38,220,14,0,0,0,0,0,0,0,233,46600,25,194,14,0,0,0,0,0,0,39,13,26,0,0,1844,343,1844,"",10,417588.2305,5807118.544,"Field lat/long",52.4080844,-124.2115234,344.744873,1081,2.850438595,10.03466988,"SBPS","xc",NA,1003521.101,"GLACIOLACUSTRINE ","NO SOILS DATA","",0,"",0,"","",0,"",0,"","",0,"",0,"C10784",2017,"Medium","2017-07-07",6750.045527,41,"PLI",100,86,9.899999619,"",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"IBM","2003-08-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,537.2523411,1.68269947111912,"N",0.253535981,"2"
