"","Card","SpeciesAll","total_count","total_tph","total_x0","total_x10","total_x30","total_x130","FDI_count","FDI_tph","FDI_x0","FDI_x10","FDI_x30","FDI_x130","PLI_count","PLI_tph","PLI_x0","PLI_x10","PLI_x30","PLI_x130","AT_count","AT_x0","AT_x10","AT_x30","AT_x130","SX_count","SX_x0","SX_x10","SX_x30","SX_x130","SampleSite_ID","UNIQUE_ID","Plot_ID","Contract","Zone","Easting","Northing","Coordinate_source","Latitude","Longitude","Aspect","Elevation","Slope","TWI","BEC_Zone","BEC_Subzone","BEC_Variant","Solar_Radiation","PARENT_SOILS","SOILNAME_1","TEXTURE_1","PERCENT_1","DRAIN_1","COFRAG_1","SOILNAME_2","TEXTURE_2","PERCENT_2","DRAIN_2","COFRAG_2","SOILNAME_3","TEXTURE_3","PERCENT_3","DRAIN_3","COFRAG_3","FIRE_NUMBER_1","FIRE_YEAR_1","BURN_SEVERITY_RATING_1","FIRE_DATE_1","PATCH_SIZE_1","CROWN_CLOSURE_1","SPECIES_CD_1_1","SPECIES_PCT_1_1","PROJ_AGE_1_1","PROJ_HEIGHT_1_1","SPECIES_CD_2_1","SPECIES_PCT_2_1","PROJ_AGE_2_1","PROJ_HEIGHT_2_1","SPECIES_CD_3_1","SPECIES_PCT_3_1","SPECIES_CD_4_1","SPECIES_PCT_4_1","SPECIES_CD_5_1","SPECIES_PCT_5_1","SPECIES_CD_6_1","SPECIES_PCT_6_1","DISTURBANCE_TYPE_1","DISTURBANCE_DATE_1","HARVEST_DATE_1","FIRE_NUMBER_2","FIRE_YEAR_2","BURN_SEVERITY_RATING_2","FIRE_DATE_2","PATCH_SIZE_2","CROWN_CLOSURE_2","SPECIES_CD_1_2","SPECIES_PCT_1_2","PROJ_AGE_1_2","PROJ_HEIGHT_1_2","SPECIES_CD_2_2","SPECIES_PCT_2_2","PROJ_AGE_2_2","PROJ_HEIGHT_2_2","SPECIES_CD_3_2","SPECIES_PCT_3_2","SPECIES_CD_4_2","SPECIES_PCT_4_2","SPECIES_CD_5_2","SPECIES_PCT_5_2","SPECIES_CD_6_2","SPECIES_PCT_6_2","DISTURBANCE_TYPE_2","DISTURBANCE_DATE_2","HARVEST_DATE_2","DISTANCE_TO_PERIMETER","Beers_aspect","Azimuth","MEAN","BARC.x"
"100",808,"FDI, PLI",115,23000,108,6,1,0,110,22000,107,3,0,0,5,1000,1,3,1,0,0,0,0,0,0,0,0,0,0,0,808,97,808,"",10,478441,5752637,"Field UTM",51.92404709,-123.3135098,286.3895264,1099,4.430011272,9.331376076,"IDF","dk",4,1014933.422,"TILL ","SHEMWELL","SL",100,"W",28,"","-",NA,"",NA,"","-",NA,"",NA,"C50647",2017,"Medium","2017-07-07",7.647359734,39,"FDI",86,153,18.20000076,"PLI",12,96,9.199999809,"SX",2,"",NA,NA,NA,NA,NA,"IBM","2003-08-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,60.21058272,0.736120291725809,"W",0.467059605,"3"
"101",810,"AT, FDI, PLI",80,16000,38,28,6,8,53,10600,36,16,1,0,14,2800,2,12,0,0,13,0,0,5,8,0,0,0,0,0,810,98,810,"",10,483441,5752427,"Field UTM",51.92233017,-123.2407908,62.9279213,1093,12.6342783,7.926690102,"IDF","dk",4,978830.641,"FLUVIAL ","SHEMWELL","SL",100,"W",28,"","-",NA,"",NA,"","-",NA,"",NA,"C50647",2017,"Low","2017-07-07",4150.473276,5,"FDI",70,178,15.19999981,"PLI",30,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","","1972-01-01","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,21.81690122,1.85502050907189,"E",0.316302642,"3"
"102",812,"AT, FDI, PLI, SX",32,6400,4,2,15,11,2,400,2,0,0,0,1,200,1,0,0,0,27,0,2,14,11,2,1,0,1,0,812,99,812,"",10,485446,5752347,"Field UTM",51.92166691,-123.2116322,146.3099365,1005,14.42220497,9.106520653,"IDF","xm",NA,1067324.871,"GLACIOLACUSTRINE ","SHEMWELL","SL",60,"W",28,"HAWKS","SIL",40,"R",25,"","-",NA,"",NA,"C50647",2017,"Low","2017-07-07",4150.473276,20,"AT",70,49,11.19999981,"PLI",20,NA,NA,"FDI",10,"",NA,NA,NA,NA,NA,"","","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,64.88220207,0.583401618358191,"S",0.297828987,"3"
"103",814,"AT, FDI",89,17800,52,7,10,20,54,10800,50,1,0,3,0,0,0,0,0,0,35,2,6,10,17,0,0,0,0,0,814,100,814,"",10,473086.8979,5791804.623,"Intended lat/long",52.27595418,-123.3944613,356.9872131,1150,4.756574631,6.957665443,"SBPS","xc",NA,1001289.698,"GLACIOFLUVIAL ","SALT LAKE","SIL",60,"W",19,"ALIX","SL",25,"R",37,"HAWKS","SIL",15,"R",25,"C50186",2010,"Unknown","2010-07-27",16233.7919,75,"PLI",100,150,18.39999962,"",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"IBM","2004-01-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,2938.907851,1.82211712589911,"N",0.303691421,"3"
"104",815,"FDI",65,13000,65,0,0,0,65,13000,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,815,101,815,"",10,492447,5752042,"Field UTM",51.91906364,-123.109823,59.93141556,814,10.97724915,6.121368408,"IDF","xm",NA,948517.3298,"TILL ","CHASM","LS",100,"MW",NA,"","-",NA,"",NA,"","-",NA,"",NA,"C50647",2017,"Unburned","2017-07-07",2544.813692,10,"FDI",100,199,21,"",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,-1,1.88096099935117,"E",0.125776751,"2"
"105",844,"PLI",88,17600,0,8,47,33,0,0,0,0,0,0,88,17600,0,8,47,33,0,0,0,0,0,0,0,0,0,0,844,102,844,"",10,449472,5754854,"Field UTM",51.94210307,-123.7350744,77.2756424,1112,7.945124149,9.970995903,"SBPS","xc",NA,1011284.863,"TILL ","SHEMWELL","SL",100,"W",28,"","-",NA,"",NA,"","-",NA,"",NA,"C50418",2009,"Unknown","2009-07-30",67735.53928,80,"PLI",100,79,7.800000191,"",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,4766.808317,1.69984138287003,"E",0.637711306,"3"
"106",845,"PLI",314,62800,0,27,235,52,0,0,0,0,0,0,314,62800,0,27,235,52,0,0,0,0,0,0,0,0,0,0,845,103,845,"",10,450467,5754804,"Field UTM",51.94174303,-123.7205933,153.4349518,1123,1.118034005,8.405621529,"SBPS","xc",NA,1032812.944,"TILL ","SHEMWELL","SL",100,"W",28,"","-",NA,"",NA,"","-",NA,"",NA,"C50418",2009,"Unknown","2009-07-30",67735.53928,80,"PLI",100,79,8.899999619,"",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,4669.272493,0.473859841966874,"S",0.62661168,"3"
"107",846,"PLI",180,36000,0,38,142,0,0,0,0,0,0,0,180,36000,0,38,142,0,0,0,0,0,0,0,0,0,0,0,846,104,846,"",10,451469,5754762,"Field UTM",51.94145374,-123.7060117,63.43494797,1112,1.118034005,14.43389988,"SBPS","xc",NA,1022230.822,"TILL ","SHEMWELL","SL",100,"W",28,"","-",NA,"",NA,"","-",NA,"",NA,"C50418",2009,"Unknown","2009-07-30",67735.53928,50,"PLI",100,139,14,"",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"IBM","1985-01-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,4774.576366,1.8503979032915,"E",0.372032315,"3"
"108",847,"FDI, PLI",80,16000,1,40,34,5,1,200,1,0,0,0,79,15800,0,40,34,5,0,0,0,0,0,0,0,0,0,0,847,105,847,"",10,452470,5754730,"Field UTM",51.94125247,-123.6914463,55.30484772,1108,3.952847004,9.707706451,"SBPS","xc",NA,1010395.124,"TILL ","SHEMWELL","SL",100,"W",28,"","-",NA,"",NA,"","-",NA,"",NA,"C50418",2009,"Unknown","2009-07-30",67735.53928,50,"PLI",100,139,14,"",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"IBM","1985-01-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,4461.124123,1.91625840574332,"E",0.233364388,"2"
"109",851,"PLI",149,29800,8,34,99,8,0,0,0,0,0,0,149,29800,8,34,99,8,0,0,0,0,0,0,0,0,0,0,851,106,851,"",10,456476,5754561,"Field UTM",51.94006089,-123.6331513,351.8699036,1103,1.767766953,11.70867634,"SBPS","xc",NA,1013762.828,"TILL ","SHEMWELL","SL",100,"W",28,"","-",NA,"",NA,"","-",NA,"",NA,"C50418",2009,"Unknown","2009-07-30",67735.53928,60,"PLI",100,121,18.39999962,"",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"IBM","1985-01-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,2141.361882,1.76805983169502,"N",0.306297133,"3"
"110",852,"PLI",85,17000,0,6,57,22,0,0,0,0,0,0,85,17000,0,6,57,22,0,0,0,0,0,0,0,0,0,0,852,107,852,"",10,457467,5754516,"Field UTM",51.93973296,-123.6187304,11.30993271,1107,2.549509764,7.581292152,"SBPS","xc",NA,1009472.797,"TILL ","SHEMWELL","SL",100,"W",28,"","-",NA,"",NA,"","-",NA,"",NA,"C50418",2009,"Unknown","2009-07-30",67735.53928,30,"PLI",100,121,16.39999962,"",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"IBM","1985-01-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,1950.841452,1.93740367261978,"N",0.314783171,"3"
"111",857,"FDI",143,28600,31,91,21,0,143,28600,31,91,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,857,108,857,"",10,475478,5753759,"Field UTM",51.93401224,-123.3566767,23.96248817,1073,4.92442894,12.30288219,"IDF","dk",4,992087.4758,"TILL ","SHEMWELL","SL",100,"W",28,"","-",NA,"",NA,"","-",NA,"",NA,"C50647",2017,"Medium","2017-07-07",2.835055624,31,"FDI",86,148,18.29999924,"PLI",10,83,12.5,"SX",4,"",NA,NA,NA,NA,NA,"IBM","2003-08-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,132.4485306,1.99091893231537,"N",0.482222214,"3"
"112",859,"AT, FDI, SX",168,33600,39,8,45,76,26,5200,19,7,0,0,0,0,0,0,0,0,121,0,0,45,76,21,20,1,0,0,859,109,859,"",10,477481,5753671,"Field UTM",51.9333057,-123.3275375,1.735704541,1059,8.253787041,9.179110527,"IDF","dk",4,966559.2538,"TILL ","SHEMWELL","SL",100,"W",28,"","-",NA,"",NA,"","-",NA,"",NA,"C50647",2017,"Low","2017-07-07",4150.473276,27,"FDI",73,160,19.89999962,"PLI",19,75,9.800000191,"SX",8,"",NA,NA,NA,NA,NA,"IBM","2003-08-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,135.0663431,1.8664246560806,"N",0.392074391,"3"
"113",860,"AT, FDI, PLI, SX",10,2000,0,2,3,5,1,200,0,0,1,0,2,400,0,1,1,0,6,0,0,1,5,1,0,1,0,0,860,110,860,"",10,478481,5753632,"Field UTM",51.93299462,-123.3129904,307.8749695,1052,14.2521925,6.95889473,"IDF","dk",4,956928.8211,"TILL ","SHEMWELL","SL",100,"W",28,"","-",NA,"",NA,"","-",NA,"",NA,"C50647",2017,"Medium","2017-07-07",133.2172475,38,"FDI",93,183,21.20000076,"PLI",4,63,12.5,"SX",3,"",NA,NA,NA,NA,NA,"IBM","2003-08-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,207.5987561,1.10773990963908,"W",0.530229084,"3"
"114",865,"NR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,865,111,865,"",10,486487,5753291,"Field UTM",51.93018067,-123.196532,88.83086395,868,24.50510216,7.397753716,"IDF","xm",NA,964028.1862,"GLACIOLACUSTRINE ","SHEMWELL","SL",60,"W",28,"HAWKS","SIL",40,"R",25,"","-",NA,"",NA,"C50647",2017,"Medium","2017-07-07",42.91548555,40,"FDI",100,149,17.89999962,"",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,163.4719698,1.54257434132247,"E",0.84887749,"4"
"115",892,"PLI",27,5400,0,0,13,14,0,0,0,0,0,0,27,5400,0,0,13,14,0,0,0,0,0,0,0,0,0,0,892,112,892,"",10,449514,5755843,"Field UTM",51.95099829,-123.7346087,270,1121,1.5,8.804875374,"SBPS","xc",NA,1026312.229,"TILL ","SHEMWELL","SL",100,"W",28,"","-",NA,"",NA,"","-",NA,"",NA,"C50418",2009,"Unknown","2009-07-30",67735.53928,70,"PLI",100,99,11.60000038,"",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"IBM","1985-01-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,3802.370307,0.474678011182269,"W",0.499441564,"3"
"116",893,"PLI",70,14000,0,5,36,29,0,0,0,0,0,0,70,14000,0,5,36,29,0,0,0,0,0,0,0,0,0,0,893,113,893,"",10,450518,5755804,"Field UTM",51.9507379,-123.7199954,45,1118,1.414213538,9.269231796,"SBPS","xc",NA,1019913.76,"TILL ","SHEMWELL","SL",100,"W",28,"","-",NA,"",NA,"","-",NA,"",NA,"C50418",2009,"Unknown","2009-07-30",67735.53928,70,"PLI",100,79,10.10000038,"",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,3665.80931,1.97313839293303,"E",0.593077689,"3"
"117",894,"PLI",60,12000,0,6,38,16,0,0,0,0,0,0,60,12000,0,6,38,16,0,0,0,0,0,0,0,0,0,0,894,114,894,"",10,451512,5755766,"Field UTM",51.95048381,-123.7055279,299.744873,1107,4.031128883,7.123147011,"SBPS","xc",NA,1011850.757,"TILL ","SHEMWELL","SL",100,"W",28,"","-",NA,"",NA,"","-",NA,"",NA,"C50418",2009,"Unknown","2009-07-30",67735.53928,60,"PLI",100,119,13.19999981,"",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"IBM","1985-01-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,3794.998603,0.966059012382745,"W",0.459647268,"3"
"118",895,"FDI, PLI",206,41200,70,96,40,0,105,21000,68,37,0,0,101,20200,2,59,40,0,0,0,0,0,0,0,0,0,0,0,895,115,895,"",10,452510,5755723,"Field UTM",51.95018334,-123.6910016,347.0053711,1063,10.00624847,6.907130718,"IDF","dk",4,955325.661,"TILL ","SHEMWELL","SL",60,"W",28,"HAWKS","SIL",40,"R",25,"","-",NA,"",NA,"C50418",2009,"Unknown","2009-07-30",67735.53928,60,"PLI",100,79,10.10000038,"",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,4046.681246,1.71098911082299,"N",0.337904702,"3"
"119",899,"PLI",219,43800,24,48,124,23,0,0,0,0,0,0,219,43800,24,48,124,23,0,0,0,0,0,0,0,0,0,0,899,116,899,"",10,456515,5755554,"Field UTM",51.94899151,-123.6327096,341.5650635,1095,0.790569425,8.752195358,"SBPS","xc",NA,1018726.979,"TILL ","SHEMWELL","SL",100,"W",28,"","-",NA,"",NA,"","-",NA,"",NA,"C50418",2009,"Unknown","2009-07-30",67735.53928,30,"PLI",100,79,12.30000019,"",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"IBM","1985-01-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,1209.165611,1.64111672807281,"N",0.432226196,"3"
"120",900,"AT, FDI, PLI, SX",95,19000,29,3,63,0,14,2800,13,1,0,0,14,2800,13,1,0,0,63,0,0,63,0,4,3,1,0,0,900,117,900,"",10,475527,5754757,"Field UTM",51.94298729,-123.356035,156.8014069,1019,1.9039433,7.87326622,"IDF","dk",4,1022272.602,"GLACIOFLUVIAL ","SHEMWELL","SL",100,"W",28,"","-",NA,"",NA,"","-",NA,"",NA,"C50647",2017,"Low","2017-07-07",10.81100488,8,"PLI",70,31,5.900000095,"AT",30,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","","1985-01-01","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,81.03097558,0.424830760689277,"S",0.339405989,"3"
"121",903,"AT, FDI, PLI",148,29600,73,71,3,1,144,28800,73,70,1,0,1,200,0,0,1,0,3,0,1,1,1,0,0,0,0,0,903,118,903,"",10,482527,5754459,"Field UTM",51.94057189,-123.2541847,22.1663456,1062,7.28869009,8.833455086,"IDF","dk",4,976033.3455,"TILL ","SHEMWELL","SL",100,"W",28,"","-",NA,"",NA,"","-",NA,"",NA,"C50647",2017,"Medium","2017-07-07",2717.866731,35,"FDI",50,111,17.20000076,"AT",22,143,16.20000076,"PLI",14,"SX",14,NA,NA,NA,NA,"IBM","2003-08-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,239.4496609,1.98621760354899,"N",0.47449257,"3"
"122",907,"FDI",8,1600,0,8,0,0,8,1600,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,907,119,907,"",10,497534,5753821,"Field UTM",51.93510452,-123.0358692,218.6598053,915,3.201562166,14.61968327,"IDF","xm",NA,1011078.921,"GLACIOLACUSTRINE ","CHASM","LS",100,"MW",NA,"","-",NA,"",NA,"","-",NA,"",NA,"C50647",2017,"Medium","2017-07-07",1709.967331,40,"FDI",90,118,17.70000076,"PLI",10,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"IBM","1985-01-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,169.8499794,0.00738992680377404,"S",0.764756958,"4"
"123",933,"FDI",46,9200,31,2,7,6,46,9200,31,2,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,933,120,933,"",10,455552,5756596,"Field UTM",51.95828344,-123.6468552,241.9908295,1076,13.30883121,5.928765774,"IDF","dk",4,1048530.413,"TILL ","SHEMWELL","SL",100,"W",28,"","-",NA,"",NA,"","-",NA,"",NA,"C50418",2009,"Unknown","2009-07-30",67735.53928,40,"FDI",76.19999695,219,23.70000076,"PLI",23.79999924,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"IBM","1985-01-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,885.5868977,0.136612441426546,"W",0.353687629,"3"
"124",939,"AT",29,5800,0,0,24,5,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,24,5,0,0,0,0,0,939,121,939,"",10,478567,5755623,"Field UTM",51.95089885,-123.3118636,143.1300964,1000,2.5,7.600902557,"IDF","dk",4,1020762.576,"GLACIOLACUSTRINE ","SHEMWELL","SL",100,"W",28,"","-",NA,"",NA,"","-",NA,"",NA,"C50647",2017,"Medium","2017-07-07",2717.866731,16,"FDI",61,96,10.60000038,"PLI",30,69,10.30000019,"AT",5,"SX",4,NA,NA,NA,NA,"IBM","2003-08-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,122.8108532,0.634470470391701,"S",0.604821563,"3"
"125",949,"AT, FDI, PLI",79,15800,19,9,32,19,27,5400,19,8,0,0,1,200,0,1,0,0,51,0,0,32,19,0,0,0,0,0,949,122,949,"",10,498585,5754777,"Field UTM",51.94370363,-123.0205858,184.3987122,1100,3.259601116,8.945026398,"IDF","dk",4,1041477.655,"TILL ","TYEE","SL",60,"MW",20,"TYEE","SIL",40,"MW",15,"","-",NA,"",NA,"C50647",2017,"Medium","2017-07-07",1709.967331,40,"FDI",51,89,18.79999924,"PLI",27,63,12.60000038,"SX",22,"",NA,NA,NA,NA,NA,"IBM","2003-08-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,231.5559168,0.111312412027063,"S",0.384845048,"3"
"126",974,"PLI",65,13000,2,6,53,4,0,0,0,0,0,0,65,13000,2,6,53,4,0,0,0,0,0,0,0,0,0,0,974,123,974,"",10,455597,5757592,"Field UTM",51.96724151,-123.6463291,203.1985931,1075,1.9039433,10.51232338,"IDF","dk",4,1030238.967,"TILL ","SHEMWELL","SL",100,"W",28,"","-",NA,"",NA,"","-",NA,"",NA,"C50418",2009,"Unknown","2009-07-30",67735.53928,30,"PLI",100,161,15.89999962,"",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"IBM","1985-01-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,757.3878543,0.0109617783709089,"S",0.265350603,"2"
"127",981,"AT, FDI",238,47600,24,150,63,1,232,46400,24,148,60,0,0,0,0,0,0,0,6,0,2,3,1,0,0,0,0,0,981,124,981,"",10,480608,5756546,"Field UTM",51.95927238,-123.2822183,161.5650482,1037,7.905694008,9.08866787,"IDF","dk",4,1055382.351,"TILL ","SHEMWELL","SL",100,"W",28,"","-",NA,"",NA,"","-",NA,"",NA,"C50647",2017,"Low","2017-07-07",5.001390359,15,"FDI",65,93,12.30000019,"PLI",20,113,10.19999981,"AT",15,"",NA,NA,NA,NA,NA,"IBM","2003-08-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,135.1674196,0.358883476861743,"S",0.337217659,"3"
"128",988,"AT, FDI, PLI",10,2000,1,1,7,1,1,200,1,0,0,0,4,800,0,1,3,0,5,0,0,4,1,0,0,0,0,0,988,125,988,"",10,495616,5755899,"Field UTM",51.95377609,-123.063794,201.8014069,1065,2.692582369,7.526692867,"IDF","dk",4,1033359.512,"TILL ","TYEE","SL",60,"MW",20,"TYEE","SIL",40,"MW",15,"","-",NA,"",NA,"C50647",2017,"Medium","2017-07-07",1709.967331,60,"PLI",100,138,16.60000038,"",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"IBM","1985-01-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,157.9588312,0.0148562302992837,"S",0.581643365,"3"
"129",1012,"PLI",1,200,0,0,0,1,0,0,0,0,0,0,1,200,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1012,126,1012,"",10,454638,5758632,"Field UTM",51.9765141,-123.6604247,296.5650635,1072,3.354101896,8.405621529,"IDF","dk",4,1010143.523,"TILL ","TYEE","SL",100,"MW",20,"","-",NA,"",NA,"","-",NA,"",NA,"C50418",2009,"Unknown","2009-07-30",67735.53928,50,"PLI",100,59,11.39999962,"",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"IBM","1985-01-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,1347.409129,0.910673568017531,"W",0.538658281,"3"
"130",1022,"AT",38,7600,0,0,25,13,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,25,13,0,0,0,0,0,1022,127,1022,"",10,494662,5756938,"Field UTM",51.96310941,-123.0776923,176.6335449,1059,4.25734663,16.22906685,"IDF","dk",4,1038379.006,"TILL ","TYEE","SL",60,"MW",20,"TYEE","SIL",40,"MW",15,"","-",NA,"",NA,"C50647",2017,"Medium","2017-07-07",1709.967331,33,"FDI",72,137,17.39999962,"PLI",21,102,14.80000019,"AT",6,"SX",1,NA,NA,NA,NA,"IBM","2003-08-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,949.8462444,0.181412730999642,"S",0.819709877,"4"
"131",1024,"FDI",5,1000,3,2,0,0,5,1000,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,128,1024,"",10,499668,5756731,"Field UTM",51.9612738,-123.0048319,219.8055725,1117,7.810249805,8.071194649,"IDF","dk",4,1055433.942,"TILL ","TYEE","SL",60,"MW",20,"TYEE","SIL",40,"MW",15,"","-",NA,"",NA,"C50647",2017,"Medium","2017-07-07",67.38021385,29,"FDI",57,164,17.10000038,"AT",21,112,13.80000019,"PLI",19,"SX",3,NA,NA,NA,NA,"IBM","2003-08-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,164.2366264,0.0100148669951849,"S",0.712111413,"4"
"132",1045,"FDI",639,127800,463,175,1,0,639,127800,463,175,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1045,129,1045,"",10,482710,5758459,"Field UTM",51.97654135,-123.2517239,5.314545631,1014,21.59282303,8.217421532,"IDF","dk",4,869186.8936,"TILL ","TYEE","SL",100,"MW",20,"","-",NA,"",NA,"","-",NA,"",NA,"C50647",2017,"Low","2017-07-07",4150.473276,37,"FDI",80,75,12.30000019,"PLI",20,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","","1963-01-01","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,9.999639038,1.89590276614567,"N",0.211567745,"2"
"133",1049,"AT, FDI, PLI",64,12800,2,9,32,21,9,1800,2,7,0,0,13,2600,0,2,10,1,42,0,0,22,20,0,0,0,0,0,1049,130,1049,"",10,494703,5757939,"Field UTM",51.9721098,-123.077111,254.7448883,1080,2.850438595,10.96622753,"IDF","dk",4,1024717.938,"TILL ","TYEE","SL",60,"MW",20,"TYEE","SIL",40,"MW",15,"","-",NA,"",NA,"C50647",2017,"Medium","2017-07-07",1709.967331,33,"FDI",72,137,17.39999962,"PLI",21,102,14.80000019,"AT",6,"SX",1,NA,NA,NA,NA,"IBM","2003-08-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,99.71339125,0.269300906177148,"W",0.459319487,"3"
