"","Card","SpeciesAll","total_count","total_tph","total_x0","total_x10","total_x30","total_x130","FDI_count","FDI_tph","FDI_x0","FDI_x10","FDI_x30","FDI_x130","PLI_count","PLI_tph","PLI_x0","PLI_x10","PLI_x30","PLI_x130","NonCon_count","NonCon_x0","NonCon_x10","NonCon_x30","NonCon_x130","SX_count","SX_x0","SX_x10","SX_x30","SX_x130"
"182",1298,"FDI",10,2000,4,6,0,0,10,2000,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"183",1299,"FDI",265,53000,214,43,5,3,265,53000,214,43,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"184",1319,"PLI",22,4400,2,10,9,1,0,0,0,0,0,0,22,4400,2,10,9,1,0,0,0,0,0,0,0,0,0,0
"185",1320,"PLI",262,52400,12,46,197,7,0,0,0,0,0,0,262,52400,12,46,197,7,0,0,0,0,0,0,0,0,0,0
"186",1321,"FDI, PLI",233,46600,12,27,193,1,4,800,2,1,1,0,229,45800,10,26,192,1,0,0,0,0,0,0,0,0,0,0
"187",1322,"FDI, PLI",126,25200,71,33,21,1,87,17400,70,16,1,0,39,7800,1,17,20,1,0,0,0,0,0,0,0,0,0,0
"188",1333,"FDI, NonCon, SX",41,8200,3,25,10,3,30,6000,3,22,5,0,0,0,0,0,0,0,8,0,0,5,3,3,0,3,0,0
"189",1335,"FDI, NonCon, PLI, SX",302,60400,44,95,150,13,41,8200,11,30,0,0,20,4000,3,16,1,0,194,4,28,149,13,47,26,21,0,0
"190",1340,"NonCon, PLI",259,51800,14,206,39,0,0,0,0,0,0,0,225,45000,10,187,28,0,34,4,19,11,0,0,0,0,0,0
"191",1341,"NonCon, PLI",164,32800,10,95,59,0,0,0,0,0,0,0,149,29800,10,89,50,0,15,0,6,9,0,0,0,0,0,0
"192",1356,"PLI",37,7400,0,2,10,25,0,0,0,0,0,0,37,7400,0,2,10,25,0,0,0,0,0,0,0,0,0,0
"193",1362,"NR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"194",1364,"FDI",2,400,2,0,0,0,2,400,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"195",1367,"FDI, NonCon, PLI",12,2400,1,6,4,1,7,1400,1,6,0,0,3,600,0,0,3,0,2,0,0,1,1,0,0,0,0,0
"196",1398,"FDI, PLI, SX",262,52400,73,148,40,1,54,10800,48,6,0,0,207,41400,25,142,39,1,0,0,0,0,0,1,0,0,1,0
"197",1400,"PLI",40,8000,0,5,35,0,0,0,0,0,0,0,40,8000,0,5,35,0,0,0,0,0,0,0,0,0,0,0
"198",1401,"FDI, PLI",254,50800,3,100,151,0,2,400,1,1,0,0,252,50400,2,99,151,0,0,0,0,0,0,0,0,0,0,0
"199",1413,"NonCon, PLI, SX",88,17600,33,10,25,20,0,0,0,0,0,0,4,800,4,0,0,0,34,0,1,16,17,50,29,9,9,3
"200",1421,"NonCon, PLI",16,3200,1,0,5,10,0,0,0,0,0,0,14,2800,1,0,4,9,2,0,0,1,1,0,0,0,0,0
"201",1422,"PLI",1,200,0,0,1,0,0,0,0,0,0,0,1,200,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"202",1423,"NR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"203",1425,"FDI, NonCon, PLI, SX",155,31000,6,37,94,18,2,400,1,1,0,0,39,7800,2,19,13,5,113,3,17,80,13,1,0,0,1,0
"204",1430,"FDI",71,14200,12,10,48,1,71,14200,12,10,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"205",1438,"FDI, NonCon, PLI",57,11400,12,14,31,0,15,3000,12,2,1,0,41,8200,0,12,29,0,1,0,0,1,0,0,0,0,0,0
"206",1439,"NonCon, PLI",145,29000,0,3,113,29,0,0,0,0,0,0,141,28200,0,3,112,26,4,0,0,1,3,0,0,0,0,0
"207",1440,"NonCon, PLI",44,8800,0,7,24,13,0,0,0,0,0,0,3,600,0,0,1,2,41,0,7,23,11,0,0,0,0,0
"208",1450,"NonCon, PLI",66,13200,2,4,40,20,0,0,0,0,0,0,10,2000,2,1,7,0,56,0,3,33,20,0,0,0,0,0
"209",1460,"FDI, NonCon",62,12400,13,15,12,22,35,7000,13,15,7,0,0,0,0,0,0,0,27,0,0,5,22,0,0,0,0,0
"210",1461,"NonCon, PLI",36,7200,0,2,10,24,0,0,0,0,0,0,32,6400,0,2,9,21,4,0,0,1,3,0,0,0,0,0
"211",1467,"NR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"212",1476,"NonCon, PLI",805,161000,0,29,776,0,0,0,0,0,0,0,792,158400,0,24,768,0,13,0,5,8,0,0,0,0,0,0
"213",1478,"FDI, NonCon, PLI",129,25800,0,0,75,54,4,800,0,0,0,4,21,4200,0,0,10,11,104,0,0,65,39,0,0,0,0,0
"214",1479,"NR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"215",1481,"PLI",26,5200,0,0,26,0,0,0,0,0,0,0,26,5200,0,0,26,0,0,0,0,0,0,0,0,0,0,0
"216",1482,"NR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"217",1484,"NonCon",14,2800,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,6,8,0,0,0,0,0
"218",1485,"NonCon, PLI",66,13200,2,25,38,1,0,0,0,0,0,0,65,13000,2,25,37,1,1,0,0,1,0,0,0,0,0,0
"219",1487,"PLI",7,1400,0,0,0,7,0,0,0,0,0,0,7,1400,0,0,0,7,0,0,0,0,0,0,0,0,0,0
"220",1498,"NonCon, PLI",13,2600,1,1,10,1,0,0,0,0,0,0,7,1400,1,1,5,0,6,0,0,5,1,0,0,0,0,0
"221",1500,"PLI",78,15600,0,6,72,0,0,0,0,0,0,0,78,15600,0,6,72,0,0,0,0,0,0,0,0,0,0,0
"222",1501,"PLI",20,4000,0,0,20,0,0,0,0,0,0,0,20,4000,0,0,20,0,0,0,0,0,0,0,0,0,0,0
"223",1502,"NonCon",82,16400,0,0,12,70,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,12,70,0,0,0,0,0
"224",1503,"NonCon, PLI",98,19600,0,0,75,23,0,0,0,0,0,0,4,800,0,0,3,1,94,0,0,72,22,0,0,0,0,0
"225",1504,"FDI, PLI",9,1800,0,2,6,1,1,200,0,1,0,0,8,1600,0,1,6,1,0,0,0,0,0,0,0,0,0,0
"226",1505,"PLI",204,40800,0,5,199,0,0,0,0,0,0,0,204,40800,0,5,199,0,0,0,0,0,0,0,0,0,0,0
"227",1507,"FDI, NonCon, PLI",52,10400,0,0,29,23,3,600,0,0,0,3,16,3200,0,0,8,8,33,0,0,21,12,0,0,0,0,0
"228",1508,"PLI",14,2800,0,3,1,10,0,0,0,0,0,0,14,2800,0,3,1,10,0,0,0,0,0,0,0,0,0,0
"229",1510,"NR",430,86000,0,15,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"230",1511,"PLI",360,72000,0,0,360,0,0,0,0,0,0,0,360,72000,0,0,360,0,0,0,0,0,0,0,0,0,0,0
"231",1514,"NonCon, PLI",34,6800,0,1,27,6,0,0,0,0,0,0,1,200,0,0,1,0,33,0,1,26,6,0,0,0,0,0
"232",1518,"PLI",21,4200,0,14,7,0,0,0,0,0,0,0,21,4200,0,14,7,0,0,0,0,0,0,0,0,0,0,0
"233",1522,"PLI",85,17000,14,33,38,0,0,0,0,0,0,0,85,17000,14,33,38,0,0,0,0,0,0,0,0,0,0,0
"234",1526,"PLI",18,3600,0,3,2,13,0,0,0,0,0,0,18,3600,0,3,2,13,0,0,0,0,0,0,0,0,0,0
"235",1527,"PLI",404,80800,0,101,303,0,0,0,0,0,0,0,404,80800,0,101,303,0,0,0,0,0,0,0,0,0,0,0
"236",1529,"PLI",468,93600,0,3,465,0,0,0,0,0,0,0,468,93600,0,3,465,0,0,0,0,0,0,0,0,0,0,0
"237",1531,"FDI, NonCon, PLI",35,7000,1,0,9,25,1,200,1,0,0,0,3,600,0,0,3,0,31,0,0,6,25,0,0,0,0,0
"238",1535,"NonCon, PLI",19,3800,0,0,0,19,0,0,0,0,0,0,18,3600,0,0,0,18,1,0,0,0,1,0,0,0,0,0
"239",1538,"PLI",2,400,0,2,0,0,0,0,0,0,0,0,2,400,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"240",1539,"PLI",399,79800,0,83,301,15,0,0,0,0,0,0,399,79800,0,83,301,15,0,0,0,0,0,0,0,0,0,0
"241",1540,"PLI",46,9200,1,14,26,5,0,0,0,0,0,0,46,9200,1,14,26,5,0,0,0,0,0,0,0,0,0,0
"242",1542,"PLI",184,36800,0,21,163,0,0,0,0,0,0,0,184,36800,0,21,163,0,0,0,0,0,0,0,0,0,0,0
"243",1544,"PLI",3,600,0,0,2,1,0,0,0,0,0,0,3,600,0,0,2,1,0,0,0,0,0,0,0,0,0,0
"244",1552,"FDI",161,32200,161,0,0,0,161,32200,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"245",1554,"PLI",62,12400,1,1,52,8,0,0,0,0,0,0,62,12400,1,1,52,8,0,0,0,0,0,0,0,0,0,0
"246",1557,"PLI",90,18000,18,42,26,4,0,0,0,0,0,0,90,18000,18,42,26,4,0,0,0,0,0,0,0,0,0,0
"247",1558,"PLI",402,80400,2,27,373,0,0,0,0,0,0,0,402,80400,2,27,373,0,0,0,0,0,0,0,0,0,0,0
"248",1559,"PLI",51,10200,0,10,5,36,0,0,0,0,0,0,51,10200,0,10,5,36,0,0,0,0,0,0,0,0,0,0
"249",1560,"NonCon, PLI, SX",129,25800,5,13,108,3,0,0,0,0,0,0,9,1800,0,2,7,0,44,0,0,41,3,76,5,11,60,0
"250",1562,"FDI, NonCon, PLI",5,1000,0,3,1,1,3,600,0,3,0,0,1,200,0,0,1,0,1,0,0,0,1,0,0,0,0,0
"251",1564,"PLI",26,5200,0,3,23,0,0,0,0,0,0,0,26,5200,0,3,23,0,0,0,0,0,0,0,0,0,0,0
"252",1567,"PLI",120,24000,1,12,100,7,0,0,0,0,0,0,120,24000,1,12,100,7,0,0,0,0,0,0,0,0,0,0
"253",1569,"PLI",227,45400,0,8,219,0,0,0,0,0,0,0,227,45400,0,8,219,0,0,0,0,0,0,0,0,0,0,0
"254",1571,"PLI",808,161600,0,41,767,0,0,0,0,0,0,0,808,161600,0,41,767,0,0,0,0,0,0,0,0,0,0,0
"255",1573,"PLI",49,9800,8,4,31,6,0,0,0,0,0,0,49,9800,8,4,31,6,0,0,0,0,0,0,0,0,0,0
"256",1577,"PLI",43,8600,0,4,21,18,0,0,0,0,0,0,43,8600,0,4,21,18,0,0,0,0,0,0,0,0,0,0
"257",1578,"PLI",361,72200,0,71,274,16,0,0,0,0,0,0,361,72200,0,71,274,16,0,0,0,0,0,0,0,0,0,0
"258",1579,"NonCon, PLI",132,26400,0,33,88,11,0,0,0,0,0,0,131,26200,0,32,88,11,1,0,1,0,0,0,0,0,0,0
"259",1580,"PLI",13,2600,1,0,1,11,0,0,0,0,0,0,13,2600,1,0,1,11,0,0,0,0,0,0,0,0,0,0
"260",1581,"PLI",50,10000,0,7,21,22,0,0,0,0,0,0,50,10000,0,7,21,22,0,0,0,0,0,0,0,0,0,0
"261",1583,"NonCon, PLI",478,95600,0,7,387,84,0,0,0,0,0,0,465,93000,0,5,380,80,13,0,2,7,4,0,0,0,0,0
"262",1584,"PLI",220,44000,0,5,188,27,0,0,0,0,0,0,220,44000,0,5,188,27,0,0,0,0,0,0,0,0,0,0
"263",1587,"NonCon, PLI",9,1800,1,0,2,6,0,0,0,0,0,0,7,1400,1,0,2,4,2,0,0,0,2,0,0,0,0,0
"264",1589,"PLI",3,600,0,0,1,2,0,0,0,0,0,0,3,600,0,0,1,2,0,0,0,0,0,0,0,0,0,0
"265",1590,"NonCon, PLI, SX",428,85600,103,116,55,154,0,0,0,0,0,0,8,1600,1,5,2,0,201,0,0,47,154,219,102,111,6,0
"266",1591,"PLI",15,3000,2,5,7,1,0,0,0,0,0,0,15,3000,2,5,7,1,0,0,0,0,0,0,0,0,0,0
"267",1592,"PLI",6,1200,0,0,1,5,0,0,0,0,0,0,6,1200,0,0,1,5,0,0,0,0,0,0,0,0,0,0
"268",1594,"NonCon, PLI",35,7000,0,3,8,24,0,0,0,0,0,0,24,4800,0,3,5,16,11,0,0,3,8,0,0,0,0,0
"269",1596,"FDI, PLI",15,3000,0,2,1,12,1,200,0,0,0,1,14,2800,0,2,1,11,0,0,0,0,0,0,0,0,0,0
"270",1598,"NonCon, PLI",16,3200,0,0,4,12,0,0,0,0,0,0,15,3000,0,0,4,11,1,0,0,0,1,0,0,0,0,0
"271",1601,"PLI",59,11800,0,2,33,24,0,0,0,0,0,0,59,11800,0,2,33,24,0,0,0,0,0,0,0,0,0,0
"272",1602,"NonCon, PLI",680,136000,61,511,92,16,0,0,0,0,0,0,610,122000,61,511,38,0,70,0,0,54,16,0,0,0,0,0
"273",1604,"PLI",3,600,0,0,0,3,0,0,0,0,0,0,3,600,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"274",1605,"PLI",8,1600,0,0,4,4,0,0,0,0,0,0,8,1600,0,0,4,4,0,0,0,0,0,0,0,0,0,0
"275",1606,"PLI",849,169800,0,8,841,0,0,0,0,0,0,0,849,169800,0,8,841,0,0,0,0,0,0,0,0,0,0,0
"276",1607,"NonCon, PLI",81,16200,0,10,38,33,0,0,0,0,0,0,44,8800,0,2,11,31,37,0,8,27,2,0,0,0,0,0
"277",1608,"PLI",12,2400,0,1,1,10,0,0,0,0,0,0,12,2400,0,1,1,10,0,0,0,0,0,0,0,0,0,0
"278",1609,"NonCon, PLI",15,3000,4,0,2,9,0,0,0,0,0,0,10,2000,4,0,0,6,5,0,0,2,3,0,0,0,0,0
"279",1612,"NonCon, PLI",100,20000,0,60,40,0,0,0,0,0,0,0,95,19000,0,60,35,0,5,0,0,5,0,0,0,0,0,0
"280",1615,"PLI",10,2000,1,1,6,2,0,0,0,0,0,0,10,2000,1,1,6,2,0,0,0,0,0,0,0,0,0,0
"281",1617,"PLI, SX",133,26600,1,2,112,18,0,0,0,0,0,0,128,25600,0,0,110,18,0,0,0,0,0,5,1,2,2,0
"282",1619,"PLI",624,124800,0,26,598,0,0,0,0,0,0,0,624,124800,0,26,598,0,0,0,0,0,0,0,0,0,0,0
"283",1620,"PLI",518,103600,1,3,481,33,0,0,0,0,0,0,518,103600,1,3,481,33,0,0,0,0,0,0,0,0,0,0
"284",1623,"NR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"285",1624,"PLI",66,13200,0,0,6,60,0,0,0,0,0,0,66,13200,0,0,6,60,0,0,0,0,0,0,0,0,0,0
"286",1625,"PLI",14,2800,0,3,8,3,0,0,0,0,0,0,14,2800,0,3,8,3,0,0,0,0,0,0,0,0,0,0
"287",1627,"NonCon, PLI, SX",50,10000,2,6,13,29,0,0,0,0,0,0,17,3400,0,1,1,15,19,0,0,5,14,14,2,5,7,0
"288",1628,"PLI",8,1600,0,0,6,2,0,0,0,0,0,0,8,1600,0,0,6,2,0,0,0,0,0,0,0,0,0,0
"289",1630,"PLI",99,19800,0,0,64,35,0,0,0,0,0,0,99,19800,0,0,64,35,0,0,0,0,0,0,0,0,0,0
"290",1631,"NonCon, PLI",65,13000,0,6,38,21,0,0,0,0,0,0,31,6200,0,6,22,3,34,0,0,16,18,0,0,0,0,0
"291",1634,"NonCon, PLI",211,42200,2,64,145,0,0,0,0,0,0,0,207,41400,2,64,141,0,4,0,0,4,0,0,0,0,0,0
"292",1635,"PLI",93,18600,1,7,85,0,0,0,0,0,0,0,93,18600,1,7,85,0,0,0,0,0,0,0,0,0,0,0
"293",1637,"NonCon, PLI",25,5000,0,0,22,3,0,0,0,0,0,0,11,2200,0,0,11,0,14,0,0,11,3,0,0,0,0,0
"294",1640,"NonCon",2,400,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0
"295",1643,"NonCon, PLI",95,19000,0,14,51,30,0,0,0,0,0,0,94,18800,0,14,50,30,1,0,0,1,0,0,0,0,0,0
"296",1644,"PLI",126,25200,0,3,101,22,0,0,0,0,0,0,126,25200,0,3,101,22,0,0,0,0,0,0,0,0,0,0
"297",1645,"PLI",21,4200,0,1,3,17,0,0,0,0,0,0,21,4200,0,1,3,17,0,0,0,0,0,0,0,0,0,0
"298",1647,"PLI",567,113400,15,298,254,0,0,0,0,0,0,0,567,113400,15,298,254,0,0,0,0,0,0,0,0,0,0,0
"299",1648,"PLI",4,800,0,0,4,0,0,0,0,0,0,0,4,800,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"300",1649,"PLI",5,1000,0,1,4,0,0,0,0,0,0,0,5,1000,0,1,4,0,0,0,0,0,0,0,0,0,0,0
"301",1651,"NonCon, PLI",95,19000,2,2,23,68,0,0,0,0,0,0,6,1200,2,2,2,0,89,0,0,21,68,0,0,0,0,0
"302",1653,"PLI",85,17000,0,4,76,5,0,0,0,0,0,0,85,17000,0,4,76,5,0,0,0,0,0,0,0,0,0,0
"303",1657,"PLI, SX",28,5600,0,1,17,10,0,0,0,0,0,0,26,5200,0,0,16,10,0,0,0,0,0,2,0,1,1,0
"304",1658,"PLI",69,13800,0,16,43,10,0,0,0,0,0,0,69,13800,0,16,43,10,0,0,0,0,0,0,0,0,0,0
"305",1662,"NonCon, PLI",15,3000,0,5,10,0,0,0,0,0,0,0,14,2800,0,5,9,0,1,0,0,1,0,0,0,0,0,0
"306",1663,"PLI",40,8000,31,3,0,6,0,0,0,0,0,0,40,8000,31,3,0,6,0,0,0,0,0,0,0,0,0,0
"307",1665,"PLI",129,25800,3,2,121,3,0,0,0,0,0,0,129,25800,3,2,121,3,0,0,0,0,0,0,0,0,0,0
"308",1666,"NonCon, PLI, SX",28,5600,2,8,18,0,0,0,0,0,0,0,25,5000,1,8,16,0,2,0,0,2,0,1,1,0,0,0
"309",1672,"PLI",6,1200,0,0,6,0,0,0,0,0,0,0,6,1200,0,0,6,0,0,0,0,0,0,0,0,0,0,0
"310",1674,"PLI",70,14000,1,49,20,0,0,0,0,0,0,0,70,14000,1,49,20,0,0,0,0,0,0,0,0,0,0,0
"311",1675,"PLI",271,54200,0,58,213,0,0,0,0,0,0,0,271,54200,0,58,213,0,0,0,0,0,0,0,0,0,0,0
"312",1678,"PLI",128,25600,5,49,74,0,0,0,0,0,0,0,128,25600,5,49,74,0,0,0,0,0,0,0,0,0,0,0
"313",1679,"SX",4,800,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4
"314",1685,"PLI",298,59600,66,180,52,0,0,0,0,0,0,0,298,59600,66,180,52,0,0,0,0,0,0,0,0,0,0,0
"315",1686,"PLI",306,61200,9,112,185,0,0,0,0,0,0,0,306,61200,9,112,185,0,0,0,0,0,0,0,0,0,0,0
"316",1701,"NR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"317",1702,"PLI",359,71800,12,210,137,0,0,0,0,0,0,0,359,71800,12,210,137,0,0,0,0,0,0,0,0,0,0,0
"318",1705,"PLI",186,37200,1,28,157,0,0,0,0,0,0,0,186,37200,1,28,157,0,0,0,0,0,0,0,0,0,0,0
"319",1706,"PLI",231,46200,2,51,178,0,0,0,0,0,0,0,231,46200,2,51,178,0,0,0,0,0,0,0,0,0,0,0
"320",1707,"PLI",97,19400,0,6,91,0,0,0,0,0,0,0,97,19400,0,6,91,0,0,0,0,0,0,0,0,0,0,0
"321",1708,"PLI",856,171200,19,627,210,0,0,0,0,0,0,0,856,171200,19,627,210,0,0,0,0,0,0,0,0,0,0,0
"322",1723,"PLI",94,18800,3,24,67,0,0,0,0,0,0,0,94,18800,3,24,67,0,0,0,0,0,0,0,0,0,0,0
"323",1724,"NR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"324",1738,"PLI",20,4000,5,13,2,0,0,0,0,0,0,0,20,4000,5,13,2,0,0,0,0,0,0,0,0,0,0,0
"325",1739,"NonCon, PLI",17,3400,0,5,9,3,0,0,0,0,0,0,6,1200,0,5,1,0,11,0,0,8,3,0,0,0,0,0
"326",1754,"PLI",2040,408000,0,928,1112,0,0,0,0,0,0,0,2040,408000,0,928,1112,0,0,0,0,0,0,0,0,0,0,0
"327",1757,"PLI",545,109000,10,30,505,0,0,0,0,0,0,0,545,109000,10,30,505,0,0,0,0,0,0,0,0,0,0,0
"328",1759,"PLI",5,1000,0,0,5,0,0,0,0,0,0,0,5,1000,0,0,5,0,0,0,0,0,0,0,0,0,0,0
"329",1760,"NonCon, PLI, SX",93,18600,58,13,20,2,0,0,0,0,0,0,17,3400,5,4,8,0,17,0,3,12,2,59,53,6,0,0
"330",1761,"PLI",5,1000,0,2,3,0,0,0,0,0,0,0,5,1000,0,2,3,0,0,0,0,0,0,0,0,0,0,0
"331",1770,"PLI",682,136400,9,401,272,0,0,0,0,0,0,0,682,136400,9,401,272,0,0,0,0,0,0,0,0,0,0,0
"332",1771,"PLI",231,46200,11,165,55,0,0,0,0,0,0,0,231,46200,11,165,55,0,0,0,0,0,0,0,0,0,0,0
"333",1772,"PLI",119,23800,0,14,105,0,0,0,0,0,0,0,119,23800,0,14,105,0,0,0,0,0,0,0,0,0,0,0
"334",1789,"PLI",46,9200,0,0,43,3,0,0,0,0,0,0,46,9200,0,0,43,3,0,0,0,0,0,0,0,0,0,0
"335",1791,"PLI",137,27400,21,110,6,0,0,0,0,0,0,0,137,27400,21,110,6,0,0,0,0,0,0,0,0,0,0,0
"336",1792,"NonCon, PLI",164,32800,6,29,118,11,0,0,0,0,0,0,119,23800,6,29,84,0,45,0,0,34,11,0,0,0,0,0
"337",1793,"NonCon, PLI",170,34000,8,47,106,9,0,0,0,0,0,0,127,25400,8,47,72,0,43,0,0,34,9,0,0,0,0,0
"338",1794,"NR",326,65200,0,43,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"339",1795,"NonCon, PLI",162,32400,36,76,36,14,0,0,0,0,0,0,129,25800,36,76,17,0,33,0,0,19,14,0,0,0,0,0
"340",1796,"NR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"341",1798,"PLI",102,20400,0,12,90,0,0,0,0,0,0,0,102,20400,0,12,90,0,0,0,0,0,0,0,0,0,0,0
"342",1805,"PLI",400,80000,39,299,62,0,0,0,0,0,0,0,400,80000,39,299,62,0,0,0,0,0,0,0,0,0,0,0
"343",1807,"NR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"344",1816,"NR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"345",1825,"PLI",898,179600,3,33,862,0,0,0,0,0,0,0,898,179600,3,33,862,0,0,0,0,0,0,0,0,0,0,0
"346",1831,"NR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"347",1833,"NonCon, PLI",241,48200,3,66,168,4,0,0,0,0,0,0,232,46400,3,66,163,0,9,0,0,5,4,0,0,0,0,0
"348",1835,"NR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"349",1836,"NR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"350",1840,"NR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"351",1844,"PLI, SX",272,54400,38,220,14,0,0,0,0,0,0,0,233,46600,25,194,14,0,0,0,0,0,0,39,13,26,0,0
"352",1845,"PLI",18,3600,1,3,14,0,0,0,0,0,0,0,18,3600,1,3,14,0,0,0,0,0,0,0,0,0,0,0
"353",1876,"PLI, SX",515,103000,112,207,196,0,0,0,0,0,0,0,406,81200,3,207,196,0,0,0,0,0,0,109,109,0,0,0
"354",1889,"PLI",918,183600,12,520,386,0,0,0,0,0,0,0,918,183600,12,520,386,0,0,0,0,0,0,0,0,0,0,0
"355",1916,"PLI",255,51000,16,43,172,24,0,0,0,0,0,0,255,51000,16,43,172,24,0,0,0,0,0,0,0,0,0,0
"356",1931,"NonCon, PLI, SX",157,31400,1,6,149,1,0,0,0,0,0,0,155,31000,0,6,149,0,1,0,0,0,1,1,1,0,0,0
"357",1936,"NR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"358",1942,"NR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"359",1979,"PLI",255,51000,36,78,141,0,0,0,0,0,0,0,255,51000,36,78,141,0,0,0,0,0,0,0,0,0,0,0
"360",1981,"PLI",632,126400,5,235,392,0,0,0,0,0,0,0,632,126400,5,235,392,0,0,0,0,0,0,0,0,0,0,0
"361",1982,"PLI, SX",291,58200,14,163,114,0,0,0,0,0,0,0,206,41200,13,111,82,0,0,0,0,0,0,85,1,52,32,0
"362",2034,"NonCon",43,8600,6,16,6,15,0,0,0,0,0,0,0,0,0,0,0,0,43,6,16,6,15,0,0,0,0,0
"363",2035,"PLI",1235,247000,2,710,523,0,0,0,0,0,0,0,1235,247000,2,710,523,0,0,0,0,0,0,0,0,0,0,0
"364",2041,"NonCon, PLI",15,3000,2,0,11,2,0,0,0,0,0,0,7,1400,2,0,5,0,8,0,0,6,2,0,0,0,0,0
"365",2042,"NR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"366",2043,"NR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"367",2107,"PLI",115,23000,16,79,20,0,0,0,0,0,0,0,115,23000,16,79,20,0,0,0,0,0,0,0,0,0,0,0
"368",2108,"PLI",182,36400,27,104,51,0,0,0,0,0,0,0,182,36400,27,104,51,0,0,0,0,0,0,0,0,0,0,0
"369",2111,"PLI",114,22800,1,73,40,0,0,0,0,0,0,0,114,22800,1,73,40,0,0,0,0,0,0,0,0,0,0,0
"370",2113,"NR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"371",2115,"NR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"372",2155,"NonCon, PLI",89,17800,8,24,49,8,0,0,0,0,0,0,42,8400,8,14,20,0,47,0,10,29,8,0,0,0,0,0
"373",2158,"PLI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"374",2159,"PLI",36,7200,9,7,20,0,0,0,0,0,0,0,36,7200,9,7,20,0,0,0,0,0,0,0,0,0,0,0
"375",2163,"PLI",144,28800,20,104,20,0,0,0,0,0,0,0,144,28800,20,104,20,0,0,0,0,0,0,0,0,0,0,0
"376",2195,"NonCon, PLI",13,2600,0,0,13,0,0,0,0,0,0,0,4,800,0,0,4,0,9,0,0,9,0,0,0,0,0,0
