"","ID1","ID2","Year","MAT","MWMT","MAP","NFFD","PAS","AHM","SHM","Tave_sp","Tave_sm","Tmax_sp","Tmax_sm","Tmin_sp","Tmin_sm","NFFD_sp","PAS_sp","PAS_wt","PPT_sm"
"432",1645,2010,5,3.5,14.7,440,145,130,30.7,69.1,3.2,13.6,9.8,21,-3.4,6.2,26,38,64,118
"433",1653,2010,5,3.5,14.3,418,140,130,32.3,77.6,2.9,13.3,9.8,21.2,-3.9,5.4,24,46,57,112
"434",1657,2010,5,3.6,14.8,425,145,122,32,72.4,3.4,13.7,10.1,21.4,-3.4,6.1,26,35,60,116
"435",1658,2010,5,3.6,14.8,427,145,123,31.9,72.2,3.4,13.7,10.1,21.4,-3.4,6.1,26,36,61,116
"436",814,2010,0,2.4,13.6,359,128,116,34.6,67.3,3,12.5,10.1,20.1,-4.1,5,19,17,61,142
"437",1099,2010,0,2.8,13.6,332,130,107,38.7,76.7,3.3,12.6,10.5,20.6,-3.9,4.6,20,17,56,121
"438",1207,2010,0,3,13.9,336,132,106,38.8,77.6,3.6,12.9,10.8,21,-3.6,4.8,21,16,57,123
"439",1247,2010,0,3.1,14,340,134,107,38.4,76.9,3.7,13,10.9,21,-3.5,4.9,22,15,58,126
"440",1362,2010,0,3.4,14.5,321,139,93,41.9,82,4.1,13.5,11.4,21.6,-3.1,5.4,24,12,53,123
"441",1430,2010,0,3.9,15.3,309,148,83,45.2,87.6,4.8,14.3,12.2,22.4,-2.6,6.1,28,9,50,123
"442",1438,2010,0,2.9,13.9,334,129,99,38.6,72.9,3.4,12.9,10.7,21,-3.9,4.8,20,14,53,130
"443",1440,2010,0,3.5,14.8,323,142,91,41.8,80.9,4.3,13.8,11.6,21.8,-3,5.8,25,11,52,127
"444",1450,2010,0,3.5,14.7,324,140,91,41.6,80.2,4.2,13.7,11.5,21.8,-3.2,5.7,24,11,52,128
"445",1460,2010,0,3.1,14.2,327,133,96,39.9,76.3,3.7,13.2,11,21.3,-3.7,5.1,22,13,53,128
"446",1461,2010,0,3.5,14.8,327,140,92,41.2,79.6,4.2,13.7,11.5,21.7,-3.2,5.7,24,11,52,128
"447",1478,2010,0,3,14.2,342,134,102,38,73,3.6,13.2,10.8,21,-3.6,5.3,22,13,56,134
"448",1507,2010,0,3,14.2,335,134,99,38.9,74.9,3.7,13.2,11,21.2,-3.6,5.2,22,13,55,132
"449",1508,2010,0,2.9,14,347,133,105,37.1,71.4,3.4,13,10.6,20.7,-3.7,5.3,21,14,58,136
"450",1535,2010,0,2.9,14,339,131,102,38,73,3.5,13,10.8,21,-3.8,4.9,21,14,56,134
"451",1538,2010,0,2.8,14,343,132,104,37.4,72.2,3.5,13,10.7,20.8,-3.7,5.1,21,14,57,135
"452",1539,2010,0,2.8,13.9,349,132,107,36.6,70.4,3.4,12.9,10.5,20.6,-3.8,5.2,21,15,58,137
"453",1540,2010,0,2.7,13.9,355,132,109,35.9,69.3,3.3,12.9,10.4,20.5,-3.8,5.3,21,16,59,140
"454",1554,2010,0,2.7,13.9,345,130,106,36.9,71.2,3.3,12.8,10.6,20.8,-3.9,4.9,20,15,57,137
"455",1557,2010,0,2.6,13.8,351,131,110,36,69.7,3.2,12.8,10.4,20.4,-3.9,5.1,20,15,59,138
"456",1558,2010,0,2.6,13.8,353,131,111,35.7,69,3.2,12.7,10.3,20.4,-3.9,5.1,20,16,60,140
"457",1559,2010,0,2.6,13.8,356,131,112,35.5,68.6,3.2,12.8,10.3,20.4,-3.9,5.2,20,16,60,140
"458",1567,2010,0,2.6,13.9,351,130,110,36,69.8,3.3,12.8,10.4,20.5,-3.9,5.1,20,15,59,139
"459",1569,2010,0,2.6,13.8,355,130,112,35.4,68.4,3.1,12.7,10.2,20.3,-4,5.1,20,16,60,140
"460",1571,2010,0,2.5,13.7,357,130,114,35,67.9,3.1,12.6,10.2,20.2,-4,5.1,20,17,61,141
"461",1578,2010,0,2.5,13.7,357,129,114,35,67.7,3.1,12.6,10.1,20.2,-4,5,20,16,61,142
"462",1579,2010,0,2.5,13.7,359,130,114,34.8,67.4,3,12.6,10.1,20.2,-4,5.1,20,17,61,142
"463",1580,2010,0,2.3,13.5,368,128,121,33.6,65,2.9,12.5,9.8,19.9,-4.1,5.1,19,18,64,145
"464",1581,2010,0,2.5,13.8,355,129,113,35.3,68.8,3.1,12.7,10.3,20.4,-4,5,20,16,60,141
"465",1584,2010,0,2.5,13.6,362,130,117,34.4,66.8,3,12.6,10,20.1,-4.1,5,20,18,62,143
"466",1587,2010,0,2.3,13.5,370,128,122,33.3,64.4,2.8,12.4,9.8,19.8,-4.1,5.1,19,19,65,146
"467",1591,2010,0,2.5,13.7,354,129,113,35.4,69,3.1,12.7,10.3,20.4,-4,4.9,20,16,60,141
"468",1596,2010,0,2.3,13.5,369,128,122,33.3,64.8,2.8,12.4,9.8,19.8,-4.2,5,19,19,65,145
"469",1601,2010,0,2.1,13.1,382,125,131,31.7,61.6,2.6,12.1,9.4,19.4,-4.3,4.9,18,21,68,149
"470",1604,2010,0,2.5,13.7,354,129,113,35.3,68.9,3.1,12.7,10.3,20.4,-4.1,4.9,20,16,60,141
"471",1606,2010,0,2.3,13.4,371,127,123,33.1,64,2.7,12.3,9.7,19.7,-4.2,5,19,19,64,146
"472",1608,2010,0,2.1,13.2,378,126,128,32.1,62.4,2.6,12.2,9.5,19.5,-4.3,4.9,18,21,67,148
"473",1619,2010,0,2.3,13.4,374,127,125,32.8,63.7,2.7,12.3,9.7,19.7,-4.2,4.9,19,19,66,148
"474",1620,2010,0,2.2,13.2,378,126,128,32.2,62.7,2.6,12.2,9.5,19.6,-4.3,4.9,18,21,67,148
"475",1630,2010,0,2.2,13.2,375,126,126,32.5,62.9,2.6,12.2,9.6,19.6,-4.3,4.8,18,20,66,148
"476",1644,2010,0,2.3,13.4,372,128,123,33.1,64.3,2.8,12.4,9.8,19.8,-4.2,4.9,19,19,65,147
"477",1645,2010,0,2.3,13.5,371,128,122,33.3,64.6,2.9,12.4,9.8,19.9,-4.1,5,19,18,65,147
"478",1653,2010,0,2.2,13.2,358,120,130,34.2,73,2.5,12.1,9.8,20.3,-4.8,4,17,23,64,127
"479",1657,2010,0,2.5,13.6,359,128,116,34.7,67.8,3,12.6,10.2,20.3,-4.1,4.8,20,17,61,142
"480",1658,2010,0,2.4,13.6,360,128,116,34.5,67.4,3,12.6,10.2,20.3,-4.1,4.8,20,17,61,143
"481",1476,2015,1,3.9,14.4,463,150,106,30.1,55.6,5.8,13.5,13.5,21,-1.8,5.9,31,8,68,182
"482",1479,2015,1,3.9,14.3,476,149,110,29.1,53.8,5.7,13.4,13.4,20.8,-1.9,5.9,31,8,70,187
"483",1481,2015,1,3.9,14.4,465,149,106,29.9,54.6,5.8,13.4,13.4,20.9,-1.9,5.9,31,8,67,185
"484",1485,2015,1,4.1,14.7,462,153,101,30.5,54.8,6.1,13.7,13.8,21.3,-1.6,6.1,33,6,64,187
"485",1498,2015,1,3.9,14.5,469,150,106,29.7,54.2,5.8,13.5,13.5,21,-1.8,5.9,31,8,67,188
"486",1505,2015,1,4.1,14.7,460,153,100,30.7,54.3,6.2,13.8,13.9,21.4,-1.6,6.1,33,6,63,188
"487",1510,2015,1,3.7,14.1,485,146,115,28.2,51.5,5.4,13.1,13,20.5,-2.1,5.7,30,10,71,192
"488",1518,2015,1,4.1,14.6,468,152,102,30,53.3,6.1,13.7,13.8,21.3,-1.7,6.1,32,7,64,191
"489",1522,2015,1,4.1,14.7,467,153,100,30.1,52.9,6.1,13.7,13.9,21.3,-1.6,6.1,33,6,63,192
"490",1527,2015,1,3.7,14.1,491,146,116,27.8,50.8,5.4,13.1,12.9,20.4,-2.1,5.7,30,10,71,194
"491",1529,2015,1,3.7,14.1,490,147,116,27.9,50.8,5.5,13.1,13,20.5,-2.1,5.7,30,10,72,194
"492",1542,2015,1,3.7,14.1,495,147,116,27.6,50.4,5.5,13.1,13,20.5,-2.1,5.7,30,10,72,197
"493",1544,2015,1,3.4,13.8,498,144,120,27,49.1,5.2,12.8,12.6,20,-2.3,5.5,28,11,72,197
"494",1552,2015,1,3.8,14.3,486,148,111,28.4,51.1,5.6,13.3,13.2,20.7,-2,5.8,30,9,68,196
"495",1562,2015,1,3.5,13.9,500,145,120,27,49.3,5.2,12.9,12.7,20.2,-2.3,5.6,29,11,73,199
"496",1476,2015,2,2.9,15,279,134,109,46.2,176.2,3.2,13.7,10.6,22.7,-4.1,4.7,21,26,50,40
"497",1479,2015,2,2.8,14.9,287,133,113,44.6,170.4,3.1,13.6,10.5,22.5,-4.2,4.6,21,27,52,41
"498",1481,2015,2,2.8,14.9,278,133,108,46.2,173.7,3.2,13.6,10.5,22.6,-4.2,4.7,21,26,49,40
"499",1485,2015,2,3,15.3,272,136,101,48,174.7,3.5,14,10.9,23,-4,4.9,22,23,47,40
"500",1498,2015,2,2.9,15,280,134,108,46.1,172.9,3.2,13.7,10.6,22.7,-4.2,4.7,21,26,49,41
"501",1505,2015,2,3.1,15.3,268,136,99,48.6,173.3,3.5,14,11,23.1,-3.9,4.9,22,22,46,40
"502",1510,2015,2,2.6,14.6,292,130,119,43.3,164,2.8,13.3,10.1,22.1,-4.4,4.5,20,29,52,42
"503",1518,2015,2,3,15.2,274,135,102,47.4,170.3,3.4,13.9,10.9,23,-4,4.9,22,24,47,41
"504",1522,2015,2,3,15.3,271,136,100,48,168.9,3.5,14,10.9,23,-4,4.9,22,23,46,41
"505",1527,2015,2,2.6,14.6,295,130,120,42.6,160.6,2.8,13.3,10.1,22.1,-4.4,4.4,20,30,52,42
"506",1529,2015,2,2.6,14.6,293,130,119,42.9,161,2.8,13.3,10.1,22.2,-4.4,4.5,20,29,52,42
"507",1542,2015,2,2.6,14.6,297,131,120,42.4,159.8,2.8,13.3,10.1,22.2,-4.4,4.5,20,30,53,43
"508",1544,2015,2,2.4,14.3,299,128,126,41.4,156.1,2.5,13,9.7,21.7,-4.7,4.3,19,32,53,43
"509",1552,2015,2,2.7,14.8,288,132,113,44.1,161.8,3,13.5,10.3,22.4,-4.3,4.6,20,28,50,43
"510",1562,2015,2,2.4,14.4,301,129,126,41.4,156.1,2.6,13.1,9.8,21.8,-4.6,4.3,19,32,54,43
"511",1476,2015,3,2.8,14.9,411,132,170,31.1,84.4,2.6,13.3,9.8,21.9,-4.6,4.7,25,43,85,104
"512",1479,2015,3,2.7,14.8,422,131,175,30.1,82,2.5,13.2,9.6,21.8,-4.6,4.6,24,44,87,107
"513",1481,2015,3,2.7,14.9,410,131,167,31,83,2.5,13.2,9.7,21.8,-4.6,4.6,25,41,84,106
"514",1485,2015,3,2.9,15.2,405,134,158,31.9,82.7,2.9,13.6,10.1,22.3,-4.4,4.9,26,39,81,107
"515",1498,2015,3,2.8,15,413,132,167,30.9,82.5,2.6,13.3,9.8,22,-4.6,4.7,25,41,84,107
"516",1505,2015,3,3,15.2,401,134,154,32.3,82.1,2.9,13.6,10.2,22.3,-4.3,4.9,26,37,79,108
"517",1510,2015,3,2.5,14.5,429,129,180,29.1,78.9,2.2,12.9,9.2,21.4,-4.9,4.4,24,45,88,109
"518",1518,2015,3,2.9,15.1,409,133,160,31.5,80.9,2.8,13.5,10.1,22.2,-4.4,4.8,25,39,81,110
"519",1522,2015,3,2.9,15.1,406,134,154,31.7,79.6,2.9,13.5,10.2,22.2,-4.4,4.9,26,37,79,111
"520",1527,2015,3,2.5,14.5,434,128,182,28.7,77.7,2.2,12.9,9.2,21.4,-4.9,4.4,23,47,89,110
"521",1529,2015,3,2.5,14.5,433,129,181,28.8,77.6,2.2,12.9,9.3,21.4,-4.9,4.4,24,45,89,111
"522",1542,2015,3,2.5,14.5,437,129,183,28.5,77.4,2.2,12.9,9.3,21.4,-4.9,4.4,24,47,89,112
"523",1544,2015,3,2.2,14.2,439,126,187,27.9,75.2,1.9,12.6,8.9,20.9,-5.1,4.2,23,47,90,112
"524",1552,2015,3,2.6,14.7,426,130,173,29.5,78.1,2.4,13.1,9.5,21.6,-4.8,4.5,24,43,86,111
"525",1562,2015,3,2.3,14.3,442,127,188,27.8,75.9,1.9,12.7,8.9,21.1,-5.1,4.3,23,47,92,112
"526",1476,2015,4,2.4,13.4,430,139,112,28.9,53.1,3.6,12.8,11.8,20.4,-4.6,5.1,25,16,62,150
"527",1479,2015,4,2.4,13.3,442,138,116,27.9,51.5,3.5,12.7,11.6,20.3,-4.7,5.1,25,16,64,154
"528",1481,2015,4,2.4,13.3,432,138,111,28.7,52.4,3.5,12.7,11.7,20.3,-4.7,5.1,25,16,61,152
"529",1485,2015,4,2.6,13.7,431,140,106,29.1,52.4,3.8,13,12.1,20.7,-4.4,5.3,26,14,59,154
"530",1498,2015,4,2.4,13.4,436,139,112,28.5,52,3.6,12.8,11.8,20.4,-4.6,5.1,25,16,61,154
"531",1505,2015,4,2.6,13.7,433,141,105,29.1,51.9,3.9,13,12.1,20.8,-4.4,5.3,26,14,58,155
"532",1510,2015,4,2.1,13,450,136,121,27,49.5,3.2,12.4,11.2,19.9,-4.9,4.9,24,17,64,157
"533",1518,2015,4,2.5,13.6,439,140,108,28.5,51,3.8,13,12,20.7,-4.4,5.3,26,15,59,158
"534",1522,2015,4,2.5,13.7,441,141,106,28.4,50.4,3.8,13,12.1,20.7,-4.4,5.3,26,14,58,159
"535",1527,2015,4,2.1,13,456,136,122,26.6,48.7,3.1,12.4,11.2,19.8,-4.9,4.9,24,18,65,158
"536",1529,2015,4,2.1,13,456,136,122,26.6,48.7,3.2,12.4,11.3,19.9,-4.9,4.9,24,18,65,159
"537",1542,2015,4,2.1,13,460,136,123,26.3,48.4,3.2,12.4,11.3,19.9,-4.9,4.9,24,18,65,160
"538",1544,2015,4,1.9,12.7,463,134,128,25.7,47,2.9,12,10.9,19.4,-5.1,4.7,23,19,65,161
"539",1552,2015,4,2.2,13.2,454,137,117,27,49,3.3,12.5,11.5,20.1,-4.8,5,25,17,62,160
"540",1562,2015,4,2,12.8,465,135,128,25.7,47.4,2.9,12.2,11,19.5,-5.1,4.8,24,19,67,161
"541",1476,2015,5,3.4,13.3,450,135,155,29.7,80,3.1,12.2,10.7,20.2,-4.5,4.3,20,26,92,115
"542",1479,2015,5,3.3,13.2,464,134,161,28.6,77.6,3,12.1,10.6,20,-4.6,4.2,20,27,95,117
"543",1481,2015,5,3.3,13.3,450,134,154,29.6,78.7,3,12.2,10.6,20.1,-4.6,4.2,20,26,91,116
"544",1485,2015,5,3.5,13.6,443,137,145,30.5,78.5,3.3,12.5,11,20.5,-4.4,4.5,21,23,87,119
"545",1498,2015,5,3.3,13.3,453,135,154,29.4,77.9,3.1,12.3,10.7,20.2,-4.5,4.3,20,26,91,118
"546",1505,2015,5,3.5,13.6,443,137,142,30.5,77,3.4,12.5,11.1,20.6,-4.3,4.5,21,22,84,120
"547",1510,2015,5,3.1,12.9,471,131,168,27.8,74.2,2.7,11.8,10.2,19.6,-4.8,4,19,30,96,120
"548",1518,2015,5,3.4,13.5,450,136,146,29.9,75.6,3.3,12.4,10.9,20.4,-4.4,4.4,20,24,86,123
"549",1522,2015,5,3.4,13.5,448,136,143,30,74.4,3.3,12.5,11,20.5,-4.4,4.5,21,23,83,124
"550",1527,2015,5,3.1,12.9,476,131,170,27.4,73,2.6,11.8,10.1,19.6,-4.8,4,19,31,96,121
"551",1529,2015,5,3.1,12.9,476,131,169,27.5,72.8,2.7,11.8,10.2,19.7,-4.8,4,19,30,97,122
"552",1542,2015,5,3.1,12.9,480,131,171,27.2,72.3,2.7,11.9,10.2,19.7,-4.8,4,19,31,97,123
"553",1544,2015,5,2.8,12.6,483,129,176,26.5,69.8,2.4,11.5,9.8,19.2,-5.1,3.8,18,33,97,124
"554",1552,2015,5,3.2,13.1,469,132,161,28.1,72.6,2.8,12,10.4,19.9,-4.8,4.1,19,28,92,124
"555",1562,2015,5,2.9,12.7,486,130,177,26.5,70.3,2.4,11.6,9.9,19.3,-5,3.9,18,32,99,125
"556",1476,2015,0,2.6,13.7,313,123,104,40.1,82.4,3,12.6,10.5,21,-4.5,4.2,18,16,53,117
"557",1479,2015,0,2.5,13.6,322,122,108,38.8,79.7,2.9,12.5,10.4,20.8,-4.6,4.1,17,17,54,120
"558",1481,2015,0,2.5,13.6,313,122,103,40,81.4,2.9,12.5,10.4,20.9,-4.5,4.2,18,16,52,118
"559",1485,2015,0,2.7,13.9,309,125,96,41.2,82.4,3.3,12.9,10.9,21.3,-4.3,4.4,19,14,50,119
"560",1498,2015,0,2.6,13.7,315,123,102,39.9,81.1,3,12.6,10.5,21,-4.5,4.2,18,16,52,120
"561",1505,2015,0,2.8,14,306,125,94,41.7,82.1,3.4,12.9,11,21.4,-4.2,4.5,19,13,49,119
"562",1510,2015,0,2.3,13.3,327,119,112,37.6,76.6,2.6,12.2,10,20.4,-4.8,4,17,19,55,122
"563",1518,2015,0,2.7,13.9,311,124,97,40.8,80.6,3.3,12.8,10.8,21.3,-4.3,4.4,19,14,49,121
"564",1522,2015,0,2.7,13.9,309,125,94,41.1,80.2,3.3,12.9,10.9,21.3,-4.3,4.5,19,13,48,121
"565",1527,2015,0,2.3,13.2,330,119,113,37.2,75.6,2.6,12.2,10,20.4,-4.8,3.9,17,19,55,123
"566",1529,2015,0,2.3,13.3,329,119,112,37.3,75.7,2.6,12.2,10,20.5,-4.8,4,17,19,55,123
"567",1542,2015,0,2.3,13.3,332,119,113,37,75.2,2.6,12.2,10,20.5,-4.8,4,17,19,55,125
"568",1544,2015,0,2,12.9,333,117,117,36.2,73.1,2.3,11.9,9.7,20,-5,3.8,16,21,55,125
"569",1552,2015,0,2.4,13.5,324,121,107,38.2,76.5,2.8,12.4,10.3,20.7,-4.7,4.1,17,17,53,124
"570",1562,2015,0,2.1,13,336,117,118,36,73.2,2.4,12,9.7,20.1,-5,3.8,16,20,57,126
"571",1564,2016,1,2.8,15,281,133,107,45.7,163.1,3.2,13.7,10.5,22.7,-4.2,4.7,21,26,48,42
"572",1564,2016,2,2.7,14.9,418,131,166,30.4,78.5,2.5,13.3,9.7,21.9,-4.6,4.7,25,42,83,111
"573",1564,2016,3,2.3,13.4,448,138,113,27.5,49.4,3.5,12.7,11.7,20.3,-4.6,5.1,25,16,60,160
"574",1564,2016,4,3.3,13.2,459,134,153,28.9,73,3,12.2,10.6,20.1,-4.6,4.3,20,27,88,124
"575",1564,2016,5,3.1,15.9,314,134,139,41.6,117.4,3.8,14.5,11.2,23.2,-3.5,5.7,20,16,64,80
"576",1564,2016,0,2.5,13.6,318,122,101,39.4,77.8,3,12.6,10.5,20.9,-4.5,4.2,18,16,50,123
"577",141,2017,1,3.2,14.4,550,144,238,24,68.8,3.4,12.7,9.8,20.3,-3.1,5.2,29,50,137,127
"578",161,2017,1,3,14,550,137,243,23.6,67,3.1,12.4,9.6,20.1,-3.4,4.6,27,56,132,125
"579",162,2017,1,3,14,553,137,245,23.5,67,3.1,12.4,9.6,20.1,-3.4,4.6,27,56,134,125
"580",163,2017,1,3.3,14.4,527,141,220,25.2,68.7,3.5,12.8,10.1,20.6,-3,5,29,49,120,126
"581",165,2017,1,3.3,14.6,551,146,237,24.1,69.4,3.5,12.9,9.9,20.5,-3,5.4,30,50,138,127
"582",194,2017,1,3.1,14.3,545,139,237,24.1,68.2,3.3,12.6,9.9,20.5,-3.2,4.8,28,54,130,125
"583",197,2017,1,3.3,14.6,552,145,237,24,69,3.4,12.9,9.9,20.5,-3,5.3,30,50,136,128
"584",227,2017,1,3,14,530,138,230,24.4,66.9,3,12.4,9.5,20.1,-3.6,4.6,27,54,122,123
"585",229,2017,1,3.1,14.3,538,139,232,24.4,68.3,3.3,12.6,9.9,20.5,-3.2,4.8,28,53,127,125
"586",231,2017,1,3.2,14.4,528,141,222,25.1,69.1,3.4,12.8,10,20.6,-3.1,4.9,29,50,122,125
"587",232,2017,1,3.2,14.4,523,140,220,25.2,69,3.4,12.7,10,20.5,-3.1,4.9,29,49,120,126
"588",234,2017,1,3.4,14.7,512,144,209,26.3,71.1,3.7,13.1,10.3,20.9,-2.9,5.2,30,47,115,125
"589",235,2017,1,3.1,14.4,546,142,237,24,68.4,3.3,12.7,9.8,20.4,-3.1,5,29,51,133,128
"590",276,2017,1,3.2,14.4,515,141,214,25.7,69.9,3.4,12.8,10,20.6,-3.1,5,29,48,117,124
"591",279,2017,1,3.6,15,511,147,207,26.6,72.6,3.9,13.3,10.5,21.2,-2.7,5.4,31,46,115,124
"592",281,2017,1,3.1,14.3,554,142,241,23.6,67.2,3.3,12.7,9.7,20.3,-3.2,5,29,51,134,129
"593",282,2017,1,3.1,14.3,554,142,240,23.6,67.3,3.3,12.7,9.8,20.3,-3.2,5,29,51,134,129
"594",284,2017,1,2.8,14.1,556,141,247,23.1,66.6,3,12.4,9.3,19.9,-3.3,4.9,28,52,138,128
"595",319,2017,1,3.1,14.2,525,139,227,24.9,69.1,3.2,12.6,9.7,20.4,-3.3,4.8,28,52,123,124
"596",320,2017,1,2.9,14.1,535,138,236,24.2,67.9,3,12.4,9.5,20.1,-3.4,4.7,28,54,128,123
"597",324,2017,1,3.5,14.8,510,145,207,26.4,71.5,3.7,13.2,10.3,21,-2.9,5.3,30,46,115,125
"598",327,2017,1,2.8,14.1,549,140,241,23.4,65.8,3,12.4,9.4,20,-3.4,4.8,28,53,130,130
"599",330,2017,1,2.9,14.2,555,142,245,23.3,66.7,3.1,12.5,9.4,20,-3.3,5,28,52,136,129
"600",331,2017,1,3.3,14.7,545,146,230,24.4,69.3,3.6,13,10.1,20.7,-2.9,5.3,30,48,132,129
"601",360,2017,1,3,14.1,521,138,224,24.9,67.7,3,12.5,9.6,20.3,-3.6,4.7,27,53,119,123
"602",366,2017,1,3.2,14.5,526,142,224,25.2,70,3.4,12.8,10,20.7,-3.1,5,29,52,123,124
"603",367,2017,1,3.6,15,509,147,205,26.8,72.9,3.9,13.4,10.5,21.3,-2.7,5.5,31,45,115,124
"604",369,2017,1,3.5,14.9,514,146,210,26.2,71.7,3.7,13.2,10.3,21.1,-2.8,5.4,31,47,116,126
"605",370,2017,1,3,14.3,536,142,229,24.3,67.2,3.2,12.6,9.7,20.3,-3.2,5,29,51,124,130
"606",371,2017,1,2.8,14,551,141,243,23.2,65.2,2.9,12.4,9.2,19.9,-3.4,4.8,28,54,130,131
"607",375,2017,1,2.6,13.8,560,140,253,22.6,64.5,2.7,12.1,8.8,19.5,-3.4,4.8,27,54,137,130
"608",419,2017,1,3.2,14.5,526,143,221,25,68.5,3.4,12.8,9.9,20.6,-3.2,5.1,29,49,121,130
"609",420,2017,1,2.9,14.1,551,142,243,23.3,65.9,3,12.5,9.3,20,-3.3,4.9,28,54,130,130
"610",421,2017,1,2.9,14.1,549,142,241,23.4,65.8,3,12.5,9.2,20,-3.2,4.9,28,53,132,131
"611",423,2017,1,3.7,15.2,517,149,207,26.4,71.9,4,13.5,10.6,21.5,-2.6,5.6,32,43,120,128
"612",424,2017,1,3.8,15.4,511,151,201,27,72.9,4.1,13.7,10.8,21.7,-2.5,5.7,32,42,118,128
"613",425,2017,1,3.8,15.4,505,152,196,27.3,73.1,4.2,13.7,10.8,21.7,-2.4,5.8,33,40,116,128
"614",460,2017,1,3.1,14.2,515,139,220,25.3,69.3,3.1,12.6,9.7,20.4,-3.4,4.8,28,52,118,123
"615",464,2017,1,3.4,14.8,499,145,205,26.9,73.4,3.7,13.2,10.3,21.1,-2.9,5.2,30,46,113,122
"616",466,2017,1,3,14.3,538,143,231,24.1,66.7,3.2,12.6,9.5,20.2,-3.2,5,29,52,125,130
"617",467,2017,1,3.5,14.9,519,147,211,25.9,70.6,3.8,13.3,10.3,21.1,-2.8,5.4,31,46,119,130
"618",502,2017,1,3.1,14.4,506,141,214,26,70.8,3.3,12.8,9.8,20.6,-3.3,4.9,28,50,115,122
"619",503,2017,1,3.2,14.5,505,142,212,26.2,71.6,3.4,12.9,10,20.8,-3.2,5,29,49,116,122
"620",505,2017,1,3.5,14.9,498,146,204,27,73.4,3.7,13.2,10.3,21.2,-2.9,5.3,30,46,113,123
"621",506,2017,1,3.2,14.6,520,145,216,25.4,69.2,3.5,13,9.9,20.7,-3,5.2,30,49,118,129
"622",535,2017,1,3.1,14.4,501,140,208,26.2,69.8,3.3,12.8,9.9,20.7,-3.3,4.9,28,48,112,122
"623",536,2017,1,3,14.3,504,139,211,25.9,69.2,3.2,12.6,9.7,20.5,-3.4,4.8,28,49,114,122
"624",538,2017,1,3.3,14.7,494,142,203,26.9,72.3,3.5,13,10.2,21,-3.2,5.1,29,48,111,122
"625",541,2017,1,3.7,15.2,489,149,194,28.1,75.2,4,13.6,10.7,21.6,-2.7,5.5,32,44,110,122
"626",574,2017,1,3.3,14.8,492,143,199,27.1,71.9,3.6,13.1,10.3,21.1,-3.1,5.2,29,46,109,122
"627",577,2017,1,3.6,15,485,147,193,28,74.2,3.8,13.4,10.5,21.4,-2.8,5.4,31,43,109,121
"628",581,2017,1,3.5,15,502,147,202,26.9,72,3.8,13.3,10.4,21.2,-2.9,5.4,31,45,112,126
"629",618,2017,1,3.6,15.2,480,148,190,28.4,75.7,3.9,13.6,10.6,21.6,-2.8,5.6,31,43,107,122
"630",620,2017,1,3.6,15.1,490,149,192,27.7,73,3.9,13.5,10.5,21.4,-2.8,5.5,31,42,108,126
"631",653,2017,1,3.1,14.4,487,138,201,26.8,70.7,3.2,12.8,9.8,20.7,-3.4,4.8,28,47,108,120
"632",657,2017,1,3.2,14.6,493,142,203,26.7,70.9,3.4,13,10,20.9,-3.2,5,29,47,111,123
"633",659,2017,1,3.3,14.7,495,142,203,26.8,71.2,3.5,13,10.1,21,-3.2,5,29,46,112,124
"634",661,2017,1,3.7,15.4,470,150,180,29.2,76.1,4.1,13.7,10.8,21.7,-2.6,5.7,32,40,101,123
"635",662,2017,1,3.7,15.3,475,150,182,28.9,75.3,4,13.6,10.7,21.6,-2.7,5.7,32,40,102,124
"636",666,2017,1,4.3,16.1,449,158,159,31.9,80.3,4.8,14.5,11.6,22.7,-2,6.3,35,33,95,123
"637",669,2017,1,4.7,16.7,430,165,144,34.2,83.9,5.3,15,12.1,23.3,-1.5,6.8,38,29,89,122
"638",707,2017,1,3.2,14.6,495,141,204,26.6,70.7,3.4,12.9,10,20.9,-3.3,5,29,47,112,124
"639",708,2017,1,3.3,14.7,489,143,198,27.2,71.7,3.5,13.1,10.2,21.1,-3.1,5.1,29,44,110,124
"640",711,2017,1,4.3,16.2,454,158,165,31.5,81.4,4.7,14.5,11.5,22.6,-2,6.4,35,37,96,120
"641",717,2017,1,4.8,16.8,426,167,141,34.8,85.1,5.4,15.2,12.3,23.4,-1.4,6.9,39,28,88,121
"642",718,2017,1,5,17.1,412,170,132,36.5,87.6,5.7,15.4,12.6,23.7,-1.2,7.1,40,25,85,120
"643",719,2017,1,5.2,17.2,420,172,134,36.2,86.8,5.9,15.6,12.8,23.8,-1,7.3,41,27,85,121
"644",758,2017,1,3.3,14.8,478,142,193,27.8,72.9,3.5,13.1,10.2,21.1,-3.2,5.2,29,45,105,120
"645",761,2017,1,3.3,14.7,494,143,202,26.9,71.4,3.5,13.1,10.2,21.1,-3.2,5.1,29,47,111,124
"646",766,2017,1,4.7,16.7,419,165,141,35.1,86.5,5.3,15,12.1,23.3,-1.5,6.8,38,29,87,119
"647",806,2017,1,3.3,14.8,474,142,191,28,73.4,3.5,13.2,10.2,21.1,-3.2,5.2,29,45,104,119
"648",808,2017,1,3.3,14.8,479,144,194,27.8,73.1,3.5,13.2,10.2,21.2,-3.1,5.2,30,45,107,122
"649",810,2017,1,3.5,15,485,146,192,27.8,73,3.7,13.4,10.5,21.4,-3,5.4,30,44,107,124
