"","ID1","ID2","Year","MAT","MWMT","MAP","NFFD","PAS","AHM","SHM","Tave_sp","Tave_sm","Tmax_sp","Tmax_sm","Tmin_sp","Tmin_sm","NFFD_sp","PAS_sp","PAS_wt","PPT_sm"
"215",1362,2010,1,3.1,13.7,423,142,157,30.9,58.8,2.8,12.6,9.4,19.8,-3.8,5.4,22,26,93,133
"216",1430,2010,1,3.5,14.4,404,150,136,33.5,62.6,3.4,13.4,10.1,20.6,-3.2,6.1,25,19,84,136
"217",1438,2010,1,2.5,13.1,446,133,161,28,50.2,2.1,12,8.7,19.2,-4.6,4.8,19,28,89,145
"218",1440,2010,1,3.1,14,427,144,149,30.7,57,2.9,12.9,9.5,20,-3.7,5.8,23,23,89,143
"219",1450,2010,1,3.1,13.9,427,143,149,30.6,56.3,2.8,12.8,9.4,19.9,-3.8,5.7,23,23,87,143
"220",1460,2010,1,2.7,13.4,436,137,156,29.1,52.9,2.3,12.3,9,19.5,-4.3,5.2,20,27,89,145
"221",1461,2010,1,3.1,13.9,434,143,151,30.1,55.5,2.8,12.8,9.4,19.9,-3.8,5.8,23,24,89,145
"222",1478,2010,1,2.6,13.4,459,138,165,27.5,50,2.2,12.3,8.7,19.2,-4.3,5.4,20,28,94,154
"223",1507,2010,1,2.6,13.3,451,138,162,28,50.9,2.3,12.3,8.9,19.3,-4.3,5.3,20,27,93,152
"224",1508,2010,1,2.5,13.2,466,137,170,26.8,48.8,2,12.1,8.5,18.9,-4.4,5.4,20,30,97,158
"225",1535,2010,1,2.5,13.2,458,135,166,27.3,49.6,2.1,12.1,8.7,19.2,-4.5,5,20,28,95,154
"226",1538,2010,1,2.4,13.1,463,136,169,26.9,48.9,2.1,12.1,8.6,19,-4.4,5.2,20,29,96,156
"227",1539,2010,1,2.4,13.1,470,136,173,26.3,47.9,1.9,12,8.4,18.7,-4.5,5.3,19,31,98,160
"228",1540,2010,1,2.3,13.1,478,136,177,25.7,47,1.9,12,8.3,18.6,-4.6,5.4,19,32,100,163
"229",1554,2010,1,2.3,13,466,135,172,26.4,48.1,1.9,12,8.5,18.9,-4.6,5,19,31,97,159
"230",1557,2010,1,2.2,13,475,135,178,25.7,47.2,1.8,11.9,8.2,18.6,-4.6,5.2,19,32,101,162
"231",1558,2010,1,2.2,12.9,477,135,179,25.6,46.7,1.8,11.9,8.2,18.5,-4.6,5.2,19,32,101,164
"232",1559,2010,1,2.2,12.9,482,135,180,25.3,46.2,1.8,11.9,8.2,18.5,-4.6,5.3,19,33,102,165
"233",1567,2010,1,2.2,13,476,134,178,25.7,47,1.8,11.9,8.3,18.7,-4.6,5.2,19,32,101,162
"234",1569,2010,1,2.1,12.9,479,134,180,25.3,46.3,1.7,11.8,8.1,18.5,-4.7,5.2,19,32,101,165
"235",1571,2010,1,2.1,12.8,483,134,182,25.1,45.7,1.7,11.8,8,18.4,-4.7,5.2,19,34,102,165
"236",1578,2010,1,2.1,12.7,482,134,182,25.1,45.6,1.6,11.7,8,18.4,-4.8,5.1,19,33,102,166
"237",1579,2010,1,2.1,12.7,485,134,183,24.9,45.3,1.6,11.7,8,18.3,-4.8,5.2,19,34,102,166
"238",1580,2010,1,1.9,12.6,498,133,193,24,43.9,1.4,11.6,7.7,18,-4.9,5.2,18,36,108,172
"239",1581,2010,1,2.1,12.8,480,134,181,25.3,46.4,1.7,11.8,8.2,18.5,-4.7,5.1,19,32,102,164
"240",1584,2010,1,2,12.7,489,134,186,24.6,44.9,1.6,11.7,7.9,18.2,-4.8,5.1,19,35,104,167
"241",1587,2010,1,1.9,12.6,502,132,194,23.7,43.4,1.4,11.6,7.7,18,-4.9,5.2,18,37,109,173
"242",1591,2010,1,2.1,12.8,477,133,180,25.4,46.5,1.7,11.8,8.2,18.6,-4.8,5,19,32,101,164
"243",1596,2010,1,1.9,12.6,498,132,194,23.9,43.8,1.4,11.6,7.7,18,-4.9,5.1,18,37,109,172
"244",1601,2010,1,1.7,12.3,516,130,207,22.7,41.6,1.1,11.3,7.3,17.6,-5.1,5,17,41,115,178
"245",1604,2010,1,2.1,12.7,478,133,180,25.3,46.4,1.7,11.8,8.2,18.5,-4.8,5,19,32,101,164
"246",1606,2010,1,1.8,12.5,499,131,194,23.7,43.3,1.3,11.5,7.6,17.9,-5,5.1,18,37,108,173
"247",1608,2010,1,1.7,12.3,511,130,202,23,42.1,1.2,11.3,7.4,17.7,-5.1,5,17,40,112,176
"248",1619,2010,1,1.8,12.5,504,131,196,23.5,43.2,1.3,11.5,7.6,17.9,-4.9,5,18,37,110,175
"249",1620,2010,1,1.8,12.3,509,130,202,23.1,42.4,1.2,11.3,7.4,17.7,-5,5,17,40,112,176
"250",1630,2010,1,1.8,12.3,504,130,198,23.3,42.6,1.2,11.3,7.4,17.7,-5.1,4.9,17,38,109,175
"251",1644,2010,1,1.9,12.5,501,132,194,23.8,43.5,1.4,11.5,7.7,18,-4.9,5,18,36,109,173
"252",1645,2010,1,1.9,12.6,501,133,193,23.8,43.7,1.4,11.6,7.7,18,-4.9,5.1,18,36,108,174
"253",1653,2010,1,1.9,12.3,501,127,211,23.7,48.9,1,11.2,7.5,18.2,-5.4,4.2,17,46,114,135
"254",1657,2010,1,2,12.7,483,133,183,25,45.9,1.6,11.7,8,18.4,-4.8,5,19,34,102,166
"255",1658,2010,1,2,12.7,483,133,182,24.9,45.8,1.6,11.7,8,18.4,-4.8,5,19,34,102,167
"256",814,2010,2,2.8,15,350,133,143,36.6,91.7,2.9,13.3,9.8,20.6,-3.9,6,19,27,78,134
"257",1099,2010,2,3.2,14.5,318,135,135,41.3,109,3.2,13.1,10.2,20.8,-3.7,5.5,20,27,68,108
"258",1207,2010,2,3.3,14.9,326,137,134,40.9,108.6,3.5,13.4,10.5,21.2,-3.4,5.7,21,26,70,112
"259",1247,2010,2,3.4,15,333,139,133,40.3,106.4,3.6,13.5,10.5,21.2,-3.3,5.8,22,25,70,115
"260",1362,2010,2,3.8,15.5,312,144,116,44.1,112.6,4.1,14.1,11.1,21.8,-2.9,6.3,25,20,64,114
"261",1430,2010,2,4.3,16.4,302,151,101,47.4,117.7,4.8,14.9,11.9,22.7,-2.3,7,29,14,59,116
"262",1438,2010,2,3.2,15.1,319,134,122,41.6,101.6,3.4,13.5,10.4,21.4,-3.7,5.7,20,21,65,120
"263",1440,2010,2,3.9,16,315,146,111,44.1,109.6,4.2,14.4,11.2,22.2,-2.8,6.7,26,17,63,120
"264",1450,2010,2,3.8,15.9,313,144,112,44.1,109,4.1,14.4,11.2,22.1,-2.9,6.6,25,17,62,120
"265",1460,2010,2,3.4,15.4,315,137,119,42.7,105.1,3.6,13.9,10.7,21.7,-3.4,6.1,22,20,65,120
"266",1461,2010,2,3.8,16,318,144,113,43.6,108.3,4.1,14.4,11.2,22.1,-2.9,6.7,25,18,63,121
"267",1478,2010,2,3.4,15.5,332,138,125,40.3,99.6,3.6,13.9,10.5,21.4,-3.4,6.3,22,21,69,127
"268",1507,2010,2,3.4,15.5,325,138,123,41.2,102.7,3.7,13.9,10.7,21.6,-3.4,6.2,22,20,69,123
"269",1508,2010,2,3.2,15.3,338,137,129,39.2,97.1,3.4,13.7,10.3,21.2,-3.5,6.3,21,22,72,129
"270",1535,2010,2,3.2,15.3,328,136,128,40.4,100.6,3.5,13.7,10.5,21.5,-3.6,5.9,21,22,71,124
"271",1538,2010,2,3.2,15.3,333,136,130,39.7,99,3.4,13.7,10.4,21.3,-3.5,6.1,21,22,71,127
"272",1539,2010,2,3.2,15.3,340,136,132,38.7,95.9,3.3,13.6,10.2,21.1,-3.6,6.2,21,23,73,130
"273",1540,2010,2,3.1,15.3,347,136,135,37.7,94,3.3,13.6,10.1,21,-3.6,6.3,21,24,75,133
"274",1554,2010,2,3.1,15.3,335,135,133,39.1,97.7,3.3,13.6,10.3,21.2,-3.7,5.9,20,24,73,128
"275",1557,2010,2,3,15.2,342,135,136,38,95,3.2,13.5,10.1,21,-3.7,6.1,20,24,76,131
"276",1558,2010,2,3,15.2,345,135,137,37.7,93.9,3.2,13.5,10,20.9,-3.7,6.1,20,24,76,133
"277",1559,2010,2,3,15.2,349,135,138,37.3,93.2,3.2,13.5,10,20.9,-3.7,6.2,20,25,77,134
"278",1567,2010,2,3,15.2,342,134,137,38.1,95.5,3.2,13.6,10.1,21,-3.7,6.1,20,24,76,131
"279",1569,2010,2,2.9,15.1,346,134,138,37.4,93.2,3.1,13.5,9.9,20.8,-3.8,6.1,20,25,77,133
"280",1571,2010,2,2.9,15.1,351,134,140,36.8,92.3,3.1,13.4,9.9,20.7,-3.8,6.1,20,26,77,134
"281",1578,2010,2,2.9,15.1,350,134,140,36.8,92,3,13.4,9.9,20.7,-3.8,6,20,25,77,135
"282",1579,2010,2,2.9,15.1,352,134,141,36.6,91.5,3,13.4,9.8,20.7,-3.8,6.1,20,26,77,135
"283",1580,2010,2,2.8,14.9,363,132,147,35.1,87.6,2.8,13.3,9.5,20.4,-3.9,6.1,19,28,81,140
"284",1581,2010,2,2.9,15.1,346,134,141,37.4,93.9,3.1,13.5,10,20.9,-3.8,6,20,25,77,132
"285",1584,2010,2,2.9,15,356,134,144,36.1,90.6,3,13.3,9.8,20.6,-3.8,6,20,27,79,136
"286",1587,2010,2,2.7,14.9,366,132,148,34.8,86.7,2.8,13.2,9.5,20.4,-3.9,6.1,19,28,82,141
"287",1591,2010,2,2.9,15.1,344,133,140,37.5,94.3,3.1,13.4,10,21,-3.8,5.9,20,25,77,132
"288",1596,2010,2,2.7,14.9,365,132,149,34.8,87.2,2.8,13.2,9.5,20.4,-3.9,6.1,19,29,82,140
"289",1601,2010,2,2.5,14.6,381,130,158,32.9,82.4,2.6,12.9,9.2,20,-4.1,5.9,18,32,86,146
"290",1604,2010,2,2.9,15.1,344,133,141,37.5,94.3,3.1,13.4,10,20.9,-3.8,5.9,20,25,77,132
"291",1606,2010,2,2.7,14.8,365,131,149,34.7,86.5,2.7,13.1,9.4,20.3,-4,6,19,29,82,141
"292",1608,2010,2,2.6,14.6,375,130,156,33.5,83.9,2.6,13,9.2,20.1,-4.1,5.9,18,31,85,144
"293",1619,2010,2,2.7,14.8,369,131,151,34.3,85.7,2.7,13.1,9.4,20.3,-3.9,6,19,29,83,142
"294",1620,2010,2,2.6,14.6,375,130,156,33.6,84.3,2.6,13,9.3,20.1,-4,5.9,18,31,85,143
"295",1630,2010,2,2.6,14.7,369,130,153,34.1,84.8,2.6,13,9.3,20.1,-4.1,5.9,18,30,83,142
"296",1644,2010,2,2.7,14.8,365,132,150,34.8,86.8,2.8,13.2,9.5,20.4,-3.9,5.9,19,28,83,140
"297",1645,2010,2,2.7,14.9,365,133,149,34.9,87.2,2.8,13.2,9.6,20.4,-3.9,6,19,28,82,141
"298",1653,2010,2,2.6,14.4,335,127,178,37.5,114,2.4,12.9,9.3,20.8,-4.5,5,17,38,89,101
"299",1657,2010,2,2.8,15,350,133,144,36.7,92.9,3,13.4,9.9,20.8,-3.9,5.9,20,27,79,133
"300",1658,2010,2,2.8,15,351,133,144,36.5,92.1,3,13.3,9.9,20.8,-3.9,5.9,20,27,79,134
"301",814,2010,3,3.6,14.8,425,145,123,31.9,71.1,3.3,13.7,10,21.2,-3.4,6.2,26,35,61,114
"302",1099,2010,3,3.9,14.6,382,146,106,36.4,79,3.8,13.6,10.7,21.4,-3,5.8,27,32,52,102
"303",1207,2010,3,4.1,14.9,390,148,106,36.1,79.8,4.1,13.9,11,21.8,-2.8,6,28,30,53,103
"304",1247,2010,3,4.2,15,397,150,107,35.7,79.2,4.2,14,11,21.9,-2.6,6.1,29,30,54,105
"305",1362,2010,3,4.5,15.6,375,155,92,38.8,84.5,4.6,14.5,11.5,22.5,-2.3,6.6,31,23,50,103
"306",1430,2010,3,5,16.3,364,162,81,41.3,90.1,5.3,15.3,12.2,23.4,-1.7,7.2,34,17,48,103
"307",1438,2010,3,4,15,393,146,101,35.7,75.2,3.9,14,10.8,22,-3.1,5.9,27,27,51,107
"308",1440,2010,3,4.6,15.9,381,157,91,38.4,83.7,4.7,14.9,11.6,22.8,-2.2,6.9,32,21,51,105
"309",1450,2010,3,4.6,15.9,381,155,91,38.2,83.1,4.6,14.8,11.6,22.7,-2.3,6.8,31,22,50,105
"310",1460,2010,3,4.2,15.3,385,149,98,36.8,79.1,4.1,14.3,11.1,22.3,-2.8,6.3,28,25,51,106
"311",1461,2010,3,4.6,15.9,386,155,92,37.8,82.4,4.6,14.8,11.6,22.7,-2.3,6.9,31,22,51,105
"312",1478,2010,3,4.1,15.3,404,150,104,34.9,76.3,4,14.3,10.9,22,-2.8,6.5,28,27,55,108
"313",1507,2010,3,4.2,15.3,397,150,102,35.7,78.2,4.1,14.3,11,22.2,-2.8,6.4,28,26,54,107
"314",1508,2010,3,4,15.2,410,149,109,34.1,75.1,3.8,14.1,10.6,21.8,-3,6.5,28,29,57,109
"315",1535,2010,3,4,15.2,401,148,105,34.9,76.4,3.9,14.1,10.8,22.1,-3,6.1,28,28,55,109
"316",1538,2010,3,4,15.1,407,149,108,34.4,75.7,3.9,14.1,10.7,21.9,-3,6.3,28,29,56,109
"317",1539,2010,3,3.9,15.1,414,148,112,33.6,74.1,3.8,14,10.5,21.6,-3,6.4,27,30,58,110
"318",1540,2010,3,3.8,15.1,421,148,115,32.9,72.9,3.7,14,10.4,21.5,-3.1,6.4,27,32,59,112
"319",1554,2010,3,3.9,15,409,147,111,33.8,74.7,3.7,14,10.6,21.8,-3.1,6.1,27,31,56,111
"320",1557,2010,3,3.8,15,416,147,115,33.1,73.5,3.6,13.9,10.4,21.5,-3.1,6.3,27,32,59,111
"321",1558,2010,3,3.7,15,418,147,116,32.9,73,3.6,13.9,10.3,21.5,-3.2,6.3,27,32,59,112
"322",1559,2010,3,3.8,15,424,147,118,32.5,72.1,3.6,13.9,10.3,21.4,-3.1,6.3,27,33,60,112
"323",1567,2010,3,3.8,15,417,147,115,33,73.3,3.6,13.9,10.4,21.6,-3.2,6.3,27,31,59,112
"324",1569,2010,3,3.7,14.9,421,146,118,32.6,72.4,3.5,13.8,10.2,21.4,-3.2,6.2,27,33,60,113
"325",1571,2010,3,3.7,14.9,425,146,120,32.1,71.4,3.5,13.8,10.2,21.3,-3.2,6.3,26,34,60,113
"326",1578,2010,3,3.6,14.8,423,146,120,32.2,71.4,3.4,13.7,10.1,21.3,-3.3,6.2,26,34,60,114
"327",1579,2010,3,3.6,14.8,427,146,121,31.9,70.8,3.4,13.7,10.1,21.2,-3.3,6.3,26,35,60,114
"328",1580,2010,3,3.5,14.7,437,145,129,30.9,69.2,3.2,13.6,9.8,21,-3.4,6.3,26,38,64,115
"329",1581,2010,3,3.7,14.9,421,146,119,32.5,72.4,3.5,13.8,10.3,21.5,-3.2,6.2,26,33,60,114
"330",1584,2010,3,3.6,14.8,431,146,125,31.6,70.3,3.4,13.7,10,21.2,-3.3,6.2,26,36,62,115
"331",1587,2010,3,3.5,14.7,439,145,131,30.7,68.7,3.2,13.6,9.8,20.9,-3.4,6.2,26,38,65,115
"332",1591,2010,3,3.7,14.8,419,146,118,32.7,72.8,3.5,13.8,10.3,21.5,-3.3,6.1,26,33,59,114
"333",1596,2010,3,3.5,14.7,438,144,131,30.7,69.2,3.2,13.6,9.8,20.9,-3.4,6.2,25,38,65,115
"334",1601,2010,3,3.3,14.4,454,142,143,29.2,66.2,2.9,13.3,9.4,20.5,-3.6,6,24,43,69,117
"335",1604,2010,3,3.7,14.8,420,145,119,32.6,72.8,3.5,13.8,10.3,21.5,-3.3,6.1,26,33,60,114
"336",1606,2010,3,3.4,14.6,439,144,132,30.6,68.5,3.1,13.5,9.7,20.8,-3.5,6.1,25,39,64,117
"337",1608,2010,3,3.3,14.5,449,143,139,29.6,66.9,3,13.3,9.5,20.6,-3.6,6,25,42,67,117
"338",1619,2010,3,3.4,14.6,443,144,134,30.3,68.3,3.1,13.5,9.7,20.9,-3.5,6.1,25,39,66,118
"339",1620,2010,3,3.3,14.5,448,143,139,29.7,67.5,3,13.4,9.5,20.7,-3.6,6.1,25,42,67,117
"340",1630,2010,3,3.3,14.5,444,143,135,30,67.5,3,13.4,9.5,20.7,-3.6,6,25,40,66,118
"341",1644,2010,3,3.5,14.6,440,145,131,30.6,68.7,3.2,13.5,9.8,21,-3.4,6.1,26,38,65,118
"342",1645,2010,3,3.5,14.7,440,145,130,30.7,69.1,3.2,13.6,9.8,21,-3.4,6.2,26,38,64,118
"343",1653,2010,3,3.5,14.3,418,140,130,32.3,77.6,2.9,13.3,9.8,21.2,-3.9,5.4,24,46,57,112
"344",1657,2010,3,3.6,14.8,425,145,122,32,72.4,3.4,13.7,10.1,21.4,-3.4,6.1,26,35,60,116
"345",1658,2010,3,3.6,14.8,427,145,123,31.9,72.2,3.4,13.7,10.1,21.4,-3.4,6.1,26,36,61,116
"346",814,2010,4,2.8,15,350,133,143,36.6,91.7,2.9,13.3,9.8,20.6,-3.9,6,19,27,78,134
"347",1099,2010,4,3.2,14.5,318,135,135,41.3,109,3.2,13.1,10.2,20.8,-3.7,5.5,20,27,68,108
"348",1207,2010,4,3.3,14.9,326,137,134,40.9,108.6,3.5,13.4,10.5,21.2,-3.4,5.7,21,26,70,112
"349",1247,2010,4,3.4,15,333,139,133,40.3,106.4,3.6,13.5,10.5,21.2,-3.3,5.8,22,25,70,115
"350",1362,2010,4,3.8,15.5,312,144,116,44.1,112.6,4.1,14.1,11.1,21.8,-2.9,6.3,25,20,64,114
"351",1430,2010,4,4.3,16.4,302,151,101,47.4,117.7,4.8,14.9,11.9,22.7,-2.3,7,29,14,59,116
"352",1438,2010,4,3.2,15.1,319,134,122,41.6,101.6,3.4,13.5,10.4,21.4,-3.7,5.7,20,21,65,120
"353",1440,2010,4,3.9,16,315,146,111,44.1,109.6,4.2,14.4,11.2,22.2,-2.8,6.7,26,17,63,120
"354",1450,2010,4,3.8,15.9,313,144,112,44.1,109,4.1,14.4,11.2,22.1,-2.9,6.6,25,17,62,120
"355",1460,2010,4,3.4,15.4,315,137,119,42.7,105.1,3.6,13.9,10.7,21.7,-3.4,6.1,22,20,65,120
"356",1461,2010,4,3.8,16,318,144,113,43.6,108.3,4.1,14.4,11.2,22.1,-2.9,6.7,25,18,63,121
"357",1478,2010,4,3.4,15.5,332,138,125,40.3,99.6,3.6,13.9,10.5,21.4,-3.4,6.3,22,21,69,127
"358",1507,2010,4,3.4,15.5,325,138,123,41.2,102.7,3.7,13.9,10.7,21.6,-3.4,6.2,22,20,69,123
"359",1508,2010,4,3.2,15.3,338,137,129,39.2,97.1,3.4,13.7,10.3,21.2,-3.5,6.3,21,22,72,129
"360",1535,2010,4,3.2,15.3,328,136,128,40.4,100.6,3.5,13.7,10.5,21.5,-3.6,5.9,21,22,71,124
"361",1538,2010,4,3.2,15.3,333,136,130,39.7,99,3.4,13.7,10.4,21.3,-3.5,6.1,21,22,71,127
"362",1539,2010,4,3.2,15.3,340,136,132,38.7,95.9,3.3,13.6,10.2,21.1,-3.6,6.2,21,23,73,130
"363",1540,2010,4,3.1,15.3,347,136,135,37.7,94,3.3,13.6,10.1,21,-3.6,6.3,21,24,75,133
"364",1554,2010,4,3.1,15.3,335,135,133,39.1,97.7,3.3,13.6,10.3,21.2,-3.7,5.9,20,24,73,128
"365",1557,2010,4,3,15.2,342,135,136,38,95,3.2,13.5,10.1,21,-3.7,6.1,20,24,76,131
"366",1558,2010,4,3,15.2,345,135,137,37.7,93.9,3.2,13.5,10,20.9,-3.7,6.1,20,24,76,133
"367",1559,2010,4,3,15.2,349,135,138,37.3,93.2,3.2,13.5,10,20.9,-3.7,6.2,20,25,77,134
"368",1567,2010,4,3,15.2,342,134,137,38.1,95.5,3.2,13.6,10.1,21,-3.7,6.1,20,24,76,131
"369",1569,2010,4,2.9,15.1,346,134,138,37.4,93.2,3.1,13.5,9.9,20.8,-3.8,6.1,20,25,77,133
"370",1571,2010,4,2.9,15.1,351,134,140,36.8,92.3,3.1,13.4,9.9,20.7,-3.8,6.1,20,26,77,134
"371",1578,2010,4,2.9,15.1,350,134,140,36.8,92,3,13.4,9.9,20.7,-3.8,6,20,25,77,135
"372",1579,2010,4,2.9,15.1,352,134,141,36.6,91.5,3,13.4,9.8,20.7,-3.8,6.1,20,26,77,135
"373",1580,2010,4,2.8,14.9,363,132,147,35.1,87.6,2.8,13.3,9.5,20.4,-3.9,6.1,19,28,81,140
"374",1581,2010,4,2.9,15.1,346,134,141,37.4,93.9,3.1,13.5,10,20.9,-3.8,6,20,25,77,132
"375",1584,2010,4,2.9,15,356,134,144,36.1,90.6,3,13.3,9.8,20.6,-3.8,6,20,27,79,136
"376",1587,2010,4,2.7,14.9,366,132,148,34.8,86.7,2.8,13.2,9.5,20.4,-3.9,6.1,19,28,82,141
"377",1591,2010,4,2.9,15.1,344,133,140,37.5,94.3,3.1,13.4,10,21,-3.8,5.9,20,25,77,132
"378",1596,2010,4,2.7,14.9,365,132,149,34.8,87.2,2.8,13.2,9.5,20.4,-3.9,6.1,19,29,82,140
"379",1601,2010,4,2.5,14.6,381,130,158,32.9,82.4,2.6,12.9,9.2,20,-4.1,5.9,18,32,86,146
"380",1604,2010,4,2.9,15.1,344,133,141,37.5,94.3,3.1,13.4,10,20.9,-3.8,5.9,20,25,77,132
"381",1606,2010,4,2.7,14.8,365,131,149,34.7,86.5,2.7,13.1,9.4,20.3,-4,6,19,29,82,141
"382",1608,2010,4,2.6,14.6,375,130,156,33.5,83.9,2.6,13,9.2,20.1,-4.1,5.9,18,31,85,144
"383",1619,2010,4,2.7,14.8,369,131,151,34.3,85.7,2.7,13.1,9.4,20.3,-3.9,6,19,29,83,142
"384",1620,2010,4,2.6,14.6,375,130,156,33.6,84.3,2.6,13,9.3,20.1,-4,5.9,18,31,85,143
"385",1630,2010,4,2.6,14.7,369,130,153,34.1,84.8,2.6,13,9.3,20.1,-4.1,5.9,18,30,83,142
"386",1644,2010,4,2.7,14.8,365,132,150,34.8,86.8,2.8,13.2,9.5,20.4,-3.9,5.9,19,28,83,140
"387",1645,2010,4,2.7,14.9,365,133,149,34.9,87.2,2.8,13.2,9.6,20.4,-3.9,6,19,28,82,141
"388",1653,2010,4,2.6,14.4,335,127,178,37.5,114,2.4,12.9,9.3,20.8,-4.5,5,17,38,89,101
"389",1657,2010,4,2.8,15,350,133,144,36.7,92.9,3,13.4,9.9,20.8,-3.9,5.9,20,27,79,133
"390",1658,2010,4,2.8,15,351,133,144,36.5,92.1,3,13.3,9.9,20.8,-3.9,5.9,20,27,79,134
"391",814,2010,5,3.6,14.8,425,145,123,31.9,71.1,3.3,13.7,10,21.2,-3.4,6.2,26,35,61,114
"392",1099,2010,5,3.9,14.6,382,146,106,36.4,79,3.8,13.6,10.7,21.4,-3,5.8,27,32,52,102
"393",1207,2010,5,4.1,14.9,390,148,106,36.1,79.8,4.1,13.9,11,21.8,-2.8,6,28,30,53,103
"394",1247,2010,5,4.2,15,397,150,107,35.7,79.2,4.2,14,11,21.9,-2.6,6.1,29,30,54,105
"395",1362,2010,5,4.5,15.6,375,155,92,38.8,84.5,4.6,14.5,11.5,22.5,-2.3,6.6,31,23,50,103
"396",1430,2010,5,5,16.3,364,162,81,41.3,90.1,5.3,15.3,12.2,23.4,-1.7,7.2,34,17,48,103
"397",1438,2010,5,4,15,393,146,101,35.7,75.2,3.9,14,10.8,22,-3.1,5.9,27,27,51,107
"398",1440,2010,5,4.6,15.9,381,157,91,38.4,83.7,4.7,14.9,11.6,22.8,-2.2,6.9,32,21,51,105
"399",1450,2010,5,4.6,15.9,381,155,91,38.2,83.1,4.6,14.8,11.6,22.7,-2.3,6.8,31,22,50,105
"400",1460,2010,5,4.2,15.3,385,149,98,36.8,79.1,4.1,14.3,11.1,22.3,-2.8,6.3,28,25,51,106
"401",1461,2010,5,4.6,15.9,386,155,92,37.8,82.4,4.6,14.8,11.6,22.7,-2.3,6.9,31,22,51,105
"402",1478,2010,5,4.1,15.3,404,150,104,34.9,76.3,4,14.3,10.9,22,-2.8,6.5,28,27,55,108
"403",1507,2010,5,4.2,15.3,397,150,102,35.7,78.2,4.1,14.3,11,22.2,-2.8,6.4,28,26,54,107
"404",1508,2010,5,4,15.2,410,149,109,34.1,75.1,3.8,14.1,10.6,21.8,-3,6.5,28,29,57,109
"405",1535,2010,5,4,15.2,401,148,105,34.9,76.4,3.9,14.1,10.8,22.1,-3,6.1,28,28,55,109
"406",1538,2010,5,4,15.1,407,149,108,34.4,75.7,3.9,14.1,10.7,21.9,-3,6.3,28,29,56,109
"407",1539,2010,5,3.9,15.1,414,148,112,33.6,74.1,3.8,14,10.5,21.6,-3,6.4,27,30,58,110
"408",1540,2010,5,3.8,15.1,421,148,115,32.9,72.9,3.7,14,10.4,21.5,-3.1,6.4,27,32,59,112
"409",1554,2010,5,3.9,15,409,147,111,33.8,74.7,3.7,14,10.6,21.8,-3.1,6.1,27,31,56,111
"410",1557,2010,5,3.8,15,416,147,115,33.1,73.5,3.6,13.9,10.4,21.5,-3.1,6.3,27,32,59,111
"411",1558,2010,5,3.7,15,418,147,116,32.9,73,3.6,13.9,10.3,21.5,-3.2,6.3,27,32,59,112
"412",1559,2010,5,3.8,15,424,147,118,32.5,72.1,3.6,13.9,10.3,21.4,-3.1,6.3,27,33,60,112
"413",1567,2010,5,3.8,15,417,147,115,33,73.3,3.6,13.9,10.4,21.6,-3.2,6.3,27,31,59,112
"414",1569,2010,5,3.7,14.9,421,146,118,32.6,72.4,3.5,13.8,10.2,21.4,-3.2,6.2,27,33,60,113
"415",1571,2010,5,3.7,14.9,425,146,120,32.1,71.4,3.5,13.8,10.2,21.3,-3.2,6.3,26,34,60,113
"416",1578,2010,5,3.6,14.8,423,146,120,32.2,71.4,3.4,13.7,10.1,21.3,-3.3,6.2,26,34,60,114
"417",1579,2010,5,3.6,14.8,427,146,121,31.9,70.8,3.4,13.7,10.1,21.2,-3.3,6.3,26,35,60,114
"418",1580,2010,5,3.5,14.7,437,145,129,30.9,69.2,3.2,13.6,9.8,21,-3.4,6.3,26,38,64,115
"419",1581,2010,5,3.7,14.9,421,146,119,32.5,72.4,3.5,13.8,10.3,21.5,-3.2,6.2,26,33,60,114
"420",1584,2010,5,3.6,14.8,431,146,125,31.6,70.3,3.4,13.7,10,21.2,-3.3,6.2,26,36,62,115
"421",1587,2010,5,3.5,14.7,439,145,131,30.7,68.7,3.2,13.6,9.8,20.9,-3.4,6.2,26,38,65,115
"422",1591,2010,5,3.7,14.8,419,146,118,32.7,72.8,3.5,13.8,10.3,21.5,-3.3,6.1,26,33,59,114
"423",1596,2010,5,3.5,14.7,438,144,131,30.7,69.2,3.2,13.6,9.8,20.9,-3.4,6.2,25,38,65,115
"424",1601,2010,5,3.3,14.4,454,142,143,29.2,66.2,2.9,13.3,9.4,20.5,-3.6,6,24,43,69,117
"425",1604,2010,5,3.7,14.8,420,145,119,32.6,72.8,3.5,13.8,10.3,21.5,-3.3,6.1,26,33,60,114
"426",1606,2010,5,3.4,14.6,439,144,132,30.6,68.5,3.1,13.5,9.7,20.8,-3.5,6.1,25,39,64,117
"427",1608,2010,5,3.3,14.5,449,143,139,29.6,66.9,3,13.3,9.5,20.6,-3.6,6,25,42,67,117
"428",1619,2010,5,3.4,14.6,443,144,134,30.3,68.3,3.1,13.5,9.7,20.9,-3.5,6.1,25,39,66,118
"429",1620,2010,5,3.3,14.5,448,143,139,29.7,67.5,3,13.4,9.5,20.7,-3.6,6.1,25,42,67,117
"430",1630,2010,5,3.3,14.5,444,143,135,30,67.5,3,13.4,9.5,20.7,-3.6,6,25,40,66,118
"431",1644,2010,5,3.5,14.6,440,145,131,30.6,68.7,3.2,13.5,9.8,21,-3.4,6.1,26,38,65,118
